player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Trae Tomlinson,159180,CB,LA LAFAYET,8,0,207,1,4,0,1,2,0,61.9,13,3,11.5,0,0,0,1,17.6,21,119,6,16.7,0,0,2,1,38.1,8,3,25.0,1,1,0,1,1,0
Ryan Quintanar,74152,LB,USC,2,0,326,0,1,0,0,1,0,66.7,2,1,25.0,0,0,0,0,42.9,3,7,1,16.7,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Dominic Blekot,212827,ED,JOHNCA,1,0,926,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,3,3,1,16.7,0,0,1,0,100.0,2,1,25.0,0,0,0,0,0,0
Ian Jackson,146609,LB,UTSA,7,0,331,0,1,0,0,1,0,66.7,2,1,25.0,0,0,0,0,17.6,3,17,1,16.7,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Cairo Skanes,199568,CB,WISCONSIN,6,0,349,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,6.0,3,50,1,16.7,0,0,1,0,100.0,3,1,16.7,0,0,0,0,0,0
Jacob Hufnagel,212821,S,JOHNCA,14,0,926,1,2,0,0,1,1,66.7,6,1,8.3,0,0,0,1,2.5,9,358,3,16.7,0,1,1,0,33.3,3,2,33.3,0,0,0,0,0,0
John Lewis,146852,LB,W VIRGINIA,5,0,343,1,5,0,0,2,0,43.5,10,3,20.0,1,0,0,0,47.1,24,51,7,16.7,0,1,3,0,56.5,13,4,15.4,0,0,0,1,0,0
Dreshawn Stevens,212614,LB,BERRY VIK,1,0,1547,1,0,0,1,0,0,66.7,2,1,25.0,0,0,0,0,25.0,3,12,1,16.7,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Ayden Baker,159267,ED,COLUMBIA,1,0,145,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,3,3,1,16.7,0,0,1,0,100.0,3,1,16.7,0,0,0,0,0,0
Orlandus McLaurin,100686,CB,ALCORN ST,9,0,107,0,2,0,0,1,0,50.0,3,1,16.7,0,0,0,0,2.8,6,212,2,16.7,0,0,1,0,50.0,3,1,16.7,0,0,0,0,0,0
Nyland Green,146720,CB,ARIZONA ST,5,0,110,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,3.6,3,84,1,16.7,0,1,0,0,100.0,3,1,16.7,0,0,0,0,0,0
Syncere Safeeullah,170239,CB,TENN STATE,11,0,308,0,1,0,0,1,0,66.7,2,1,25.0,0,0,0,0,1.6,3,184,1,16.7,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Jessiah McGrew,198400,S,FIU,12,0,166,0,2,0,0,2,0,66.7,4,2,25.0,0,0,0,0,1.4,6,434,2,16.7,0,0,0,0,33.3,2,0,0.0,0,0,0,0,0,0
Maurice Davis,183316,ED,LOUISVILLE,3,0,210,1,0,0,0,0,0,66.7,2,0,0.0,0,1,1,0,60.0,3,5,1,16.7,0,1,0,0,33.3,1,1,50.0,0,0,0,0,1,1
Vashon Brunswick II,199472,LB,UTEP,3,0,330,0,1,0,0,0,0,28.6,2,0,0.0,0,0,0,0,27.3,9,33,2,16.7,0,0,0,0,71.4,5,0,0.0,0,0,0,1,1,0
Caleb Harvey,189321,CB,STETSON,2,0,302,1,0,0,1,0,0,33.3,1,1,50.0,0,0,0,0,10.0,3,30,1,16.7,0,0,0,0,66.7,2,0,0.0,0,0,0,0,0,0
MJ Cannon,159355,CB,BOWL GREEN,12,0,122,0,3,0,0,1,0,52.4,11,2,13.6,1,1,0,0,5.8,21,361,5,16.7,0,0,2,0,47.6,10,3,20.0,1,1,0,2,2,0
Trent Whalen,73609,LB,ARKANSAS,6,0,111,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,14.3,3,21,1,16.7,0,0,1,0,100.0,2,1,25.0,0,0,0,0,0,0
Cam'Ron Stewart,145151,ED,TEMPLE,12,1,306,5,30,0,4,17,0,49.2,64,23,19.5,2,2,0,3,97.0,130,134,39,16.5,1,1,13,3,50.8,66,16,13.6,2,2,0,4,4,0
Carlo Crocetti,177375,S,HOLY CROSS,12,0,181,5,7,0,2,6,1,48.2,41,10,14.6,2,4,2,1,48.3,85,176,20,16.5,0,3,1,0,51.8,44,10,18.2,6,7,1,8,11,3
Abu Kamara,177510,S,YALE,12,0,352,4,13,0,1,5,2,43.5,30,7,13.3,1,2,1,2,15.2,70,460,20,16.4,0,3,7,0,56.5,39,12,17.9,2,3,1,3,5,2
Jackson Bennee,183856,S,UTAH,13,0,328,4,10,0,2,5,1,40.5,17,7,20.6,0,0,0,2,12.0,43,358,14,16.3,0,2,5,1,59.5,25,7,14.0,0,0,0,0,0,0
Jacob Thomas,156722,S,JAMES MAD,14,0,197,3,6,0,2,1,0,48.7,19,5,18.4,2,2,1,0,9.2,40,433,11,16.3,0,1,4,0,51.3,20,5,12.5,0,0,0,2,2,1
Christian Alliegro,175520,LB,WISCONSIN,10,0,349,1,5,0,0,3,0,57.1,20,6,22.5,3,3,0,1,13.8,37,269,9,16.2,0,1,2,1,42.9,15,3,10.0,0,0,1,3,3,1
Shamari Weir,138188,LB,TENN MARTN,12,0,310,1,2,0,1,1,0,54.5,18,4,16.7,2,2,0,0,10.4,34,326,7,16.2,0,0,1,0,45.5,15,2,10.0,1,1,0,4,4,0
Kam Robinson,175441,LB,VIRGINIA,8,0,335,2,4,0,1,2,0,56.8,21,4,11.9,1,1,1,0,16.9,37,219,9,16.2,0,1,2,0,43.2,16,5,21.9,2,2,0,3,3,1
Mason Posa,206315,LB,WISCONSIN,11,0,349,1,7,0,0,3,1,44.8,13,3,11.5,0,0,0,1,19.2,37,193,10,16.2,0,1,2,0,55.2,16,4,15.6,1,0,0,2,1,0
Nasir Wyatt,199873,ED,OREGON,11,0,264,3,1,0,2,1,0,60.0,18,4,13.9,1,1,0,0,93.9,31,33,7,16.1,0,1,0,0,40.0,12,3,20.8,2,2,0,3,3,0
Darson Jeanty,172048,S,LAFAYETTE,12,0,203,1,2,0,1,1,0,50.0,14,2,7.1,0,0,0,0,15.9,28,176,6,16.1,0,0,1,0,50.0,14,4,25.0,3,3,0,3,3,0
De'marcus Riddick,184410,LB,AUBURN,10,1,115,0,7,1,0,2,0,53.8,14,2,7.1,0,0,0,1,21.1,28,133,8,16.1,0,0,4,1,46.2,12,4,16.7,0,0,0,1,0,0
Kendrick Blackshire,146610,LB,UTSA,11,1,331,1,6,1,1,3,2,50.0,14,5,21.4,1,1,0,2,15.7,28,178,8,16.1,0,0,3,0,50.0,14,3,10.7,0,0,0,1,1,0
Ja'Quavion Smith,186334,LB,HOWARD,12,0,184,3,6,0,1,4,0,47.6,20,6,17.5,1,2,1,0,27.5,53,193,13,16.0,0,1,2,0,52.4,22,5,15.9,2,3,1,4,5,2
Bryce Grebe,176766,LB,MONTANA ST,16,0,233,3,3,0,1,1,0,55.6,10,3,20.0,1,1,0,0,7.4,25,337,7,16.0,0,2,1,0,44.4,8,3,18.8,0,0,0,1,1,0
Will Whitson,64470,ED,MISS STATE,2,0,227,0,4,0,0,1,0,56.0,14,1,3.6,0,0,0,0,100.0,25,25,6,16.0,0,0,3,0,44.0,11,5,31.8,2,2,0,2,2,0
Jianni Woodson-Brooks,144353,LB,MORGAN ST,12,0,235,0,7,0,0,2,1,43.4,23,4,13.0,2,2,1,3,20.3,53,261,12,16.0,0,0,5,2,56.6,30,8,18.3,3,3,0,5,5,1
Christian Bodnar,174922,CB,LIBERTY,12,1,206,1,2,1,0,1,0,61.9,13,1,3.8,0,0,1,0,7.1,22,309,5,15.9,0,1,1,0,38.1,8,4,37.5,2,2,0,2,2,1
Marcellius Johnson,178359,LB,GRAMBLING,11,0,177,1,4,0,1,2,0,76.5,13,4,19.2,1,1,0,1,12.0,22,183,6,15.9,0,0,0,0,23.5,4,0,0.0,0,0,0,1,1,0
Devyn Perkins,141301,CB,UTAHTC,12,0,1285,0,7,0,0,4,0,59.1,13,4,15.4,0,0,0,0,6.3,22,348,7,15.9,0,0,3,0,40.9,9,3,16.7,0,1,1,0,1,1
Lee Alexander Jr.,192388,LB,CITADEL,11,0,139,0,4,0,0,3,0,55.6,10,4,25.0,1,0,0,0,18.3,19,104,5,15.8,0,0,0,0,44.4,8,0,0.0,0,0,0,1,0,0
Kouri Crump,160901,S,VA MILT IN,12,0,336,2,2,0,0,1,0,42.1,8,2,18.8,1,1,1,0,5.1,19,369,5,15.8,0,2,1,0,57.9,11,3,13.6,0,0,0,1,1,1
Max Samuel,177807,S,VALPO,4,0,332,0,2,0,0,1,0,66.7,12,3,20.8,2,2,0,0,17.9,19,106,4,15.8,0,0,0,0,33.3,6,0,0.0,0,0,0,2,2,0
Jadon Carter,153406,S,MORGAN ST,12,0,235,0,2,0,0,1,0,50.0,8,2,18.8,1,0,1,0,5.0,19,383,4,15.8,0,0,0,0,50.0,8,1,12.5,1,1,0,2,1,1
Jack Kirkwood,159331,LB,HARVARD,9,0,179,1,1,0,1,0,0,47.4,9,2,16.7,1,1,0,0,14.0,19,136,4,15.8,0,0,1,0,52.6,10,2,15.0,1,0,0,2,1,0
Caleb Francl,138302,S,WASH STATE,13,0,341,5,8,0,0,5,1,38.9,21,6,16.7,1,1,0,2,15.8,54,342,15,15.7,0,5,3,1,61.1,33,9,15.2,1,1,0,2,2,0
Bryce Cowan,163707,LB,VANDERBILT,13,0,333,0,5,0,0,1,0,36.7,11,3,22.7,2,3,1,0,20.3,35,172,8,15.7,0,0,3,0,63.3,19,4,13.2,1,1,0,3,4,1
Ernest Hausmann,156458,LB,MICHIGAN,10,0,222,4,9,0,2,3,0,53.3,24,5,10.4,0,0,0,0,17.7,48,271,14,15.6,0,1,5,0,46.7,21,7,19.0,1,1,0,1,1,0
Shawn Fester,189123,DI,VALPO,1,0,332,1,4,0,0,2,0,50.0,8,2,12.5,0,0,0,0,100.0,16,16,5,15.6,0,1,2,0,50.0,8,3,18.8,0,0,0,0,0,0
Kerry Brown,173399,S,MINNESOTA,13,0,225,1,4,0,1,2,0,60.0,9,3,16.7,0,0,0,0,4.5,16,353,5,15.6,0,0,2,0,40.0,6,2,16.7,0,0,0,0,0,0
Brayton Spetter,149453,LB,BUTLER,10,0,127,0,3,0,0,2,0,50.0,6,2,16.7,0,0,0,0,13.6,16,118,4,15.6,0,0,1,0,50.0,6,2,25.0,1,1,0,1,1,0
Ashton Woods,183345,LB,W VIRGINIA,6,0,343,0,5,0,0,3,1,75.0,12,3,12.5,0,0,0,2,27.6,16,58,5,15.6,0,0,2,1,25.0,4,2,25.0,0,0,0,0,0,0
Skyler Thomas,146351,S,OREGON ST,12,0,265,0,3,0,0,2,0,50.0,8,3,25.0,1,0,0,0,4.7,16,338,4,15.6,0,0,1,0,50.0,8,1,6.3,0,0,0,1,0,0
Kytan Fyfe,164861,LB,S DAK ST,14,1,292,1,4,1,1,2,0,50.0,8,3,18.8,0,0,0,0,11.4,16,140,5,15.6,0,0,2,0,50.0,8,2,12.5,0,0,0,0,0,0
Tayvion Beasley,160755,CB,BYU,12,0,128,0,5,0,0,3,0,31.3,5,3,30.0,0,0,0,1,8.7,16,183,5,15.6,0,0,2,1,68.8,11,2,9.1,0,0,0,0,0,0
Andon Thomas,163225,LB,ARMY,13,0,114,0,13,0,0,6,0,54.3,25,7,16.0,1,1,0,0,12.9,48,371,14,15.6,0,0,6,0,45.7,21,6,14.3,0,0,0,1,1,0
AJ Noland,191066,S,COLO STATE,6,0,144,0,5,0,0,3,1,43.8,7,3,21.4,0,0,0,2,11.9,16,134,5,15.6,0,0,2,1,56.3,9,2,11.1,0,0,0,0,0,0
K'Von Sherman,184134,LB,TOLEDO,13,0,316,2,13,0,1,9,0,67.3,37,11,16.2,1,1,1,0,18.7,61,326,17,15.6,0,1,3,0,32.7,18,4,11.1,0,0,0,2,2,1
Joshua Rudolph,149135,LB,UTEP,3,0,330,1,2,0,1,1,0,60.0,9,3,22.2,1,0,0,0,22.5,16,71,4,15.6,0,0,1,0,40.0,6,1,8.3,0,0,0,1,0,0
Khamron Ford,172804,LB,SE LA,12,0,294,1,2,0,0,0,0,37.5,6,0,0.0,0,0,0,0,6.3,16,252,4,15.6,0,1,2,0,62.5,10,4,25.0,1,1,0,1,1,0
Matthew Moore,173210,LB,PRVIEW A&M,11,0,270,1,2,0,1,2,0,81.3,13,4,19.2,1,1,0,0,14.4,16,111,4,15.6,0,0,0,0,18.8,3,0,0.0,0,0,0,1,1,0
Jaden Mickey,156969,S,BOISE ST,11,0,120,1,7,0,0,7,2,61.3,19,8,23.7,1,1,0,2,10.1,32,316,9,15.6,0,1,0,0,38.7,12,1,4.2,0,0,0,1,1,0
Bobby Crosby,172325,S,TEXAS ST,12,0,314,1,0,0,1,0,0,50.0,8,2,18.8,1,1,0,0,5.2,16,307,3,15.6,0,0,0,0,50.0,8,1,12.5,1,0,0,2,1,0
Marcus Bleazard,144293,LB,NAVY,6,0,237,0,3,0,0,2,0,56.3,9,2,11.1,0,0,0,0,31.4,16,51,4,15.6,0,0,1,0,43.8,7,2,21.4,1,1,0,1,1,0
Wrook Brown,150691,CB,HOUSTON,13,0,182,0,7,0,0,4,0,54.8,23,4,8.7,0,0,0,0,15.1,42,279,10,15.5,0,0,3,0,45.2,19,6,23.7,3,3,0,3,3,0
Bray Hubbard,175863,S,ALABAMA,15,0,103,1,8,0,0,4,1,43.9,18,6,22.2,2,2,0,1,9.4,42,446,11,15.5,0,1,4,0,56.1,23,5,10.9,0,0,0,2,2,0
Patrick McDonnell,170829,LB,ROB MORRIS,12,0,277,4,3,0,3,2,1,50.0,13,5,19.2,0,0,0,1,8.8,29,329,8,15.5,0,0,1,0,50.0,13,2,11.5,1,1,0,1,1,0
Xavier Atkins,184438,LB,AUBURN,12,0,115,3,10,0,0,4,0,48.8,39,8,15.4,4,4,0,1,22.7,87,384,20,15.5,0,3,4,1,51.3,41,9,13.4,2,2,0,7,7,0
Keon Sabb,158546,S,ALABAMA,15,1,103,1,4,0,0,1,0,37.9,11,2,13.6,1,1,1,1,6.5,29,446,7,15.5,1,1,3,1,62.1,18,5,16.7,1,1,0,2,2,1
Jackson Forrest,199076,LB,DOMINION,12,0,263,1,6,0,0,5,0,55.8,29,7,15.5,2,1,0,0,32.7,55,168,12,15.5,0,1,0,0,44.2,23,3,10.9,2,1,0,5,3,0
Caleb Coleman,144774,CB,NEW MEXICO,12,1,241,1,3,1,0,3,0,76.9,10,3,15.0,0,0,0,0,5.4,13,239,4,15.4,0,1,0,0,23.1,3,1,16.7,0,0,0,0,0,0
Ryan Calcagno,165299,S,STTHOM,12,0,1129,0,2,0,0,1,0,38.5,5,1,10.0,0,0,0,0,4.5,13,287,3,15.4,0,0,1,0,61.5,8,2,18.8,1,1,0,1,1,0
Kade Werner,178401,S,MARIST,12,0,213,2,4,0,1,1,1,58.3,14,2,7.1,0,0,1,1,10.8,26,240,7,15.4,0,1,3,0,41.7,10,5,30.0,1,1,0,1,1,1
Carson Yancy,186585,CB,W GEORGIA,10,0,1177,1,3,0,1,2,1,69.2,9,3,16.7,0,0,0,1,8.8,13,147,4,15.4,0,0,1,0,30.8,4,1,12.5,0,0,0,0,0,0
Muheem McCargo,125333,S,BALL ST,12,0,117,0,4,0,0,2,0,46.2,6,2,16.7,0,0,0,1,6.9,13,188,4,15.4,0,0,2,1,53.8,7,2,14.3,0,0,0,0,0,0
Jordan Allen,157114,S,HOUSTON,13,0,182,1,1,0,1,0,0,45.5,5,2,30.0,1,1,0,0,3.7,13,348,3,15.4,0,0,1,0,54.5,6,1,8.3,0,0,0,1,1,0
CJ Richard Jr.,185476,S,ILL STATE,15,0,188,1,1,0,0,0,0,30.8,4,1,25.0,1,1,0,1,4.2,13,309,3,15.4,0,1,1,1,69.2,9,2,11.1,0,0,0,1,1,0
Kamari Todd,200677,CB,CHATTNOOGA,11,0,137,0,4,0,0,2,0,30.8,4,2,25.0,0,0,0,0,4.7,13,276,4,15.4,0,0,2,0,69.2,9,2,11.1,0,0,0,0,0,0
Rohan Davy,192830,LB,RHODE ISLD,14,1,274,4,18,1,3,9,1,48.8,41,13,17.1,1,2,1,2,18.6,91,489,25,15.4,0,1,9,1,51.2,43,12,16.3,2,3,1,3,5,2
Allante Burley,162196,ED,N DAK ST,5,0,250,0,2,0,0,0,0,15.4,2,0,0.0,0,0,0,0,100.0,13,13,3,15.4,0,0,2,0,84.6,11,3,18.2,1,1,0,1,1,0
Sone Aupiu,163236,LB,NEW MEX ST,11,0,242,2,4,0,1,0,0,31.6,6,1,8.3,0,0,0,1,10.2,26,256,7,15.4,0,1,2,1,68.4,13,4,19.2,1,1,0,1,1,0
Drew Minich,191874,S,FORDHAM,12,0,168,3,4,0,1,1,0,41.7,15,3,13.3,1,0,0,1,8.8,36,407,9,15.3,0,2,3,1,58.3,21,6,16.7,1,1,0,2,1,0
AJ Owens,150366,LB,TARLETON,14,0,401,0,4,0,0,2,0,64.0,16,3,12.5,1,0,0,0,11.2,33,294,7,15.2,0,0,1,0,36.0,9,1,5.6,0,0,0,3,2,0
Red Murdock,157948,LB,BUFFALO,12,0,126,1,7,0,1,4,1,57.5,23,7,19.6,2,2,0,1,11.4,46,404,11,15.2,0,0,2,0,42.5,17,3,11.8,1,1,0,3,3,0
Montravius Lloyd,175420,LB,BETH COOK,11,0,119,0,5,0,0,2,2,57.9,11,3,18.2,1,1,0,2,14.9,23,154,6,15.2,0,0,1,0,42.1,8,1,6.3,0,0,0,1,2,1
Jordan Campbell,150741,CB,RHODE ISLD,13,0,274,1,4,0,0,3,0,60.9,14,3,10.7,0,0,0,0,6.7,23,345,6,15.2,0,1,1,0,39.1,9,3,22.2,1,1,0,1,1,0
Jack Kelly,147861,LB,BYU,12,0,128,4,11,0,3,3,0,48.4,44,11,18.2,5,5,0,1,25.7,96,373,22,15.1,0,0,6,1,51.6,47,8,10.6,2,2,0,7,7,0
Malcolm Jones,158387,S,JVILLE ST,14,1,196,3,7,0,2,4,3,49.1,26,6,11.5,0,0,0,3,14.6,53,362,13,15.1,1,1,3,0,50.9,27,7,18.5,3,2,0,3,2,0
Jarvis Lee,169997,CB,USF,13,0,327,4,4,0,1,1,0,48.1,25,3,8.0,1,2,2,0,13.7,53,388,12,15.1,0,3,3,0,51.9,27,9,22.2,3,3,0,4,5,2
Daniel Ufua,165427,LB,HAMPTON,8,0,178,0,1,0,0,0,0,55.6,5,1,20.0,1,1,0,0,25.6,10,39,2,15.0,0,0,1,0,44.4,4,1,12.5,0,0,0,1,1,0
Ethan Lee,160841,S,NICHOLLS,10,0,243,2,1,0,1,0,0,33.3,3,1,16.7,0,1,1,0,4.6,10,219,3,15.0,0,1,1,0,66.7,6,2,16.7,0,0,0,0,1,1
Alexander Kilgore,169965,LB,SMU,11,1,287,0,7,0,0,2,1,59.1,13,2,7.7,0,0,1,2,12.3,30,244,8,15.0,0,0,0,0,40.9,9,1,11.1,1,0,1,1,0,2
Drake Lusk,192755,LB,BRYANT,4,0,124,0,1,0,0,1,0,30.0,3,2,50.0,1,1,0,0,12.8,10,78,2,15.0,0,0,0,0,70.0,7,0,0.0,0,0,0,1,1,0
Mason Green,128892,ED,NWESTERN,2,0,256,0,1,0,0,0,0,30.0,3,0,0.0,0,0,0,0,100.0,10,10,2,15.0,0,0,1,0,70.0,7,2,21.4,1,1,0,1,1,0
Cade Uluave,176566,LB,CAL,12,0,130,6,4,0,3,1,0,55.6,20,4,10.0,0,0,0,1,11.4,40,350,11,15.0,0,2,1,0,44.4,16,4,15.6,1,1,0,1,1,0
Geimere Latimer II,170426,CB,WISCONSIN,12,0,349,0,3,0,0,3,1,80.0,8,3,18.8,0,0,1,1,3.7,10,267,3,15.0,0,0,0,0,20.0,2,0,0.0,0,0,0,0,0,1
Brock Uihlein,171294,LB,MIAMI OH,4,0,221,0,1,0,0,1,0,30.0,3,1,16.7,0,0,0,0,20.8,10,48,2,15.0,0,0,0,0,70.0,7,1,14.3,1,1,0,1,1,0
Smiley Bradford,183716,CB,PURDUE,12,0,273,1,5,0,1,4,1,65.0,13,5,19.2,0,0,1,1,9.0,20,223,6,15.0,0,0,1,0,35.0,7,1,7.1,0,0,0,0,0,1
Ali Seidou,211049,ED,PACENY,1,0,1536,0,3,0,0,2,1,60.0,6,2,16.7,0,0,0,1,41.7,10,24,3,15.0,0,0,1,0,40.0,4,1,12.5,0,0,0,0,0,0
Joshua Franklin,171395,CB,W MICHIGAN,14,0,347,3,1,0,2,0,0,80.0,16,3,12.5,1,1,0,0,5.3,20,376,5,15.0,0,1,1,0,20.0,4,2,25.0,0,0,0,1,1,0
Khalil Barnes,170001,S,CLEMSON,10,0,140,1,2,0,0,1,0,30.0,3,1,16.7,0,0,0,0,3.0,10,338,3,15.0,0,1,1,0,70.0,7,2,14.3,0,0,0,0,0,0
Naiteitei Mose,162148,LB,GEORGETOWN,12,0,172,3,7,0,1,6,0,60.6,20,7,17.5,0,0,0,0,16.9,40,236,11,15.0,0,2,1,0,39.4,13,4,19.2,1,1,0,1,1,0
Carl Nesmith,150869,LB,UTAH ST,2,1,329,0,3,0,0,2,1,80.0,8,2,12.5,0,0,0,1,66.7,10,15,3,15.0,1,0,1,0,20.0,2,1,25.0,0,0,0,0,0,0
Stephen Rowser,197604,S,MHMRTI,1,0,999,0,1,0,0,0,0,30.0,3,1,33.3,1,1,0,0,25.0,10,40,2,15.0,0,0,1,0,70.0,7,1,7.1,0,0,0,1,1,0
Jaion Jackson,184672,CB,C MICHIGAN,13,0,134,3,2,0,0,1,1,46.7,14,2,10.7,1,1,0,2,8.5,30,352,7,15.0,0,3,1,1,53.3,16,5,18.8,1,1,0,2,2,0
Myron Robinson,207805,LB,ARIZONA,5,0,109,0,1,0,0,1,0,66.7,6,1,8.3,0,0,0,0,25.0,10,40,2,15.0,0,0,0,0,33.3,3,1,33.3,1,1,0,1,1,0
Alex Ward,162285,S,PRESBYTERN,9,0,271,0,1,0,0,0,0,28.6,2,1,50.0,1,1,0,0,8.4,10,119,2,15.0,0,0,1,0,71.4,5,1,10.0,0,1,1,1,2,1
Marquez Chatman,143459,DI,NORTHEA ST,1,0,1030,1,2,0,0,0,0,30.0,3,0,0.0,0,0,0,0,100.0,10,10,3,15.0,0,1,2,0,70.0,7,3,21.4,0,0,0,0,0,0
Theron Gaines,161666,LB,TENN TECH,13,0,309,5,12,0,2,4,0,44.4,28,8,17.9,2,2,0,2,19.6,70,358,19,15.0,0,3,7,2,55.6,35,10,14.3,0,0,0,2,2,0
Antoine Okelo-Johnson,184775,ED,NICHOLLS,2,0,243,1,2,0,0,1,0,40.0,4,1,12.5,0,0,0,1,83.3,10,12,3,15.0,0,1,1,1,60.0,6,2,16.7,0,0,0,0,0,0
Mailk Gaither,150838,LB,SAMFORD,11,0,282,0,3,0,0,1,0,25.0,2,1,25.0,0,1,1,0,20.0,10,50,3,15.0,0,0,2,0,75.0,6,2,16.7,0,0,0,0,1,1
Darius Snow,129635,LB,MICH STATE,12,1,223,0,1,1,0,0,0,60.0,6,0,0.0,0,0,0,0,12.2,10,82,2,15.0,0,0,1,0,40.0,4,2,37.5,1,1,0,1,1,0
Lynn Pettway,174379,S,ALAB A&M,9,0,104,1,2,0,1,0,0,60.0,6,1,8.3,0,0,0,0,14.5,10,69,3,15.0,0,0,2,0,40.0,4,2,25.0,0,0,0,0,0,0
Carlus Griffin,178056,ED,SOUTHERN U,2,0,297,0,3,0,0,1,0,30.0,3,1,16.7,0,0,0,0,100.0,10,10,3,15.0,0,0,2,0,70.0,7,2,14.3,0,0,0,0,0,0
Sam Howard,121351,LB,TULANE,11,0,319,0,11,0,0,8,1,62.3,33,11,21.2,3,3,0,1,18.6,57,306,14,14.9,0,0,2,0,37.7,20,2,5.0,0,0,0,3,3,0
Reid Williford,157970,LB,CHARLOTTE,12,0,136,3,2,0,1,0,0,53.5,23,3,10.9,2,3,1,0,18.0,44,245,9,14.8,0,2,1,0,46.5,20,5,17.5,2,2,0,4,5,1
Aiden Fisher,156725,LB,INDIANA,15,0,190,4,9,0,1,3,3,36.1,22,4,9.1,0,0,0,3,13.9,64,462,16,14.8,0,3,6,0,63.9,39,12,19.2,3,3,0,3,3,0
Liam Donagher,191589,LB,COLUMBIA,10,0,145,1,3,0,1,0,0,52.2,12,2,12.5,1,0,0,0,15.7,27,172,6,14.8,0,0,3,0,47.8,11,4,22.7,1,0,0,2,0,0
Jonathan Jean,168457,CB,E CAROLINA,13,0,156,2,4,0,0,2,0,63.0,17,2,5.9,0,0,0,0,10.6,27,255,7,14.8,0,2,2,0,37.0,10,5,30.0,1,1,1,1,1,1
Nash Tichy,172180,LB,STTHOM,12,0,1129,1,5,0,1,3,3,64.7,33,7,15.2,3,3,0,3,43.9,54,123,11,14.8,0,0,2,0,35.3,18,4,16.7,2,2,0,5,5,0
Wade Abrams,165363,LB,S DAKOTA,13,0,291,1,4,0,0,2,0,52.9,9,2,11.1,0,0,0,0,7.5,17,227,5,14.7,0,1,2,0,47.1,8,3,18.8,0,0,0,0,0,0
John Lista,164672,LB,PENN,9,0,267,6,7,0,4,4,2,55.3,26,8,15.4,0,0,1,2,16.0,51,319,14,14.7,0,1,3,0,44.7,21,5,14.3,1,1,0,1,1,1
Daymion Sanford,172595,LB,TEXAS A&M,13,0,312,1,4,0,0,3,0,46.9,23,4,10.9,1,1,0,1,18.3,51,278,10,14.7,0,0,1,1,53.1,26,5,17.3,4,3,0,5,4,0
Adonis Williams Jr.,164130,S,OHIO,13,0,259,3,0,0,2,0,1,41.2,7,2,14.3,0,0,0,1,4.2,17,407,4,14.7,0,1,0,0,58.8,10,2,15.0,1,1,0,1,1,0
Jake St. Andre,147166,LB,LA LAFAYET,13,0,207,1,2,0,0,1,0,35.3,6,1,8.3,0,0,0,0,13.8,17,123,4,14.7,0,1,1,0,64.7,11,3,18.2,1,1,1,1,1,1
Jayden Flaker,164760,LB,MEMPHIS,7,0,218,2,3,0,0,1,0,43.8,7,1,7.1,0,0,0,0,28.8,17,59,5,14.7,0,2,2,0,56.3,9,4,22.2,0,0,0,0,0,0
Nick Andersen,123370,S,WAKE,13,0,339,0,3,0,0,2,0,66.7,10,3,20.0,1,1,0,0,3.7,17,465,4,14.7,0,0,0,0,33.3,5,0,0.0,0,0,0,1,1,0
Cole Searight,190542,CB,ARMY,13,0,114,0,3,0,0,3,1,50.0,12,4,20.8,1,1,0,1,35.3,24,68,5,14.6,0,0,0,0,50.0,12,1,8.3,1,1,0,2,2,0
Zhaiylen Scott,190623,ED,N TEXAS,5,0,251,1,9,0,0,6,1,60.4,29,8,17.2,2,2,0,1,84.2,48,57,12,14.6,0,1,3,0,39.6,19,4,10.5,0,1,1,2,3,1
Marcus Neal Jr.,191309,S,IOWA STATE,12,0,193,2,8,0,0,3,0,50.0,20,4,12.5,1,1,0,0,10.7,41,382,11,14.6,0,2,5,0,50.0,20,7,17.5,0,0,0,1,1,0
Mac Harris,123285,LB,USF,13,1,327,3,16,1,0,4,0,50.0,33,6,12.1,2,2,0,1,21.8,99,455,24,14.6,0,3,6,0,50.0,33,10,16.7,1,1,0,5,5,0
Bryan Longwell,172620,LB,VANDERBILT,13,0,333,2,12,0,1,6,2,65.2,30,7,11.7,0,0,0,2,19.6,55,281,15,14.5,0,0,4,0,34.8,16,4,12.5,0,0,0,1,1,0
