player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Dennis Leggett,153141,HB,STANKN,1,6,1,0,0.0,0,1,3,0,0,1,7,19.4,0,0,1455,0,5,69.7,51.7,0.0,,77.9,54.1,55.1,59.3,3,1,0,0,6,8,0,0,1,6,0,3,7,1.17,0.5,0.0,0
Bryce Fields,152199,QB,N GREENVLE,1,6,4,0,0.0,0,0,2,0,0,0,3,0.0,1,2,390,2,1,20.1,43.6,75.4,46.4,,,50.6,60.0,10,0,0,0,0,15,26,3,0,3,0,28,12,2.0,4.7,,2
Yavin Smith,152183,HB,N GREENVLE,1,6,1,0,0.0,0,0,12,1,0,1,8,22.2,0,0,390,0,0,70.5,50.2,72.9,,11.7,38.9,60.0,60.0,5,0,0,0,12,8,0,0,1,6,0,12,8,1.33,2.0,0.0,6
Maliq Staten,151862,HB,LINCOLN,1,6,0,0,0.0,0,0,11,0,0,0,10,0.0,0,1,380,0,2,70.5,65.4,71.9,,73.1,54.9,66.1,60.0,9,0,0,0,7,7,0,0,0,6,0,11,10,1.67,1.8,0.0,4
Lendon Redwine,111177,QB,UVAWIS,1,5,1,0,0.0,0,0,-1,0,0,0,1,0.0,0,2,1320,1,0,38.2,56.0,77.0,58.8,,,50.6,60.0,4,0,0,0,0,29,7,2,0,3,1,6,5,1.0,1.2,,0
Ezra Tom Hoon,167863,HB,LVLEOP,1,5,0,0,0.0,0,0,-6,0,0,0,2,0.0,0,0,937,0,1,69.7,57.7,75.4,,77.4,56.0,57.2,,3,0,0,0,7,5,0,0,0,5,0,-6,2,0.4,-1.2,0.0,4
Jerald Daniels,167699,HB,KYCRST,1,5,2,1,60.0,15,0,25,0,1,2,31,232.5,1,1,1474,0,2,70.3,65.4,73.9,,68.3,67.7,64.9,,15,0,38,3,18,5,0,0,3,8,0,25,31,6.2,5.0,2.11,3
Christopher Coneway,151511,FB,KY STATE,1,5,1,0,0.0,0,0,18,0,0,1,22,88.0,0,1,378,0,3,69.7,60.0,75.3,,71.5,58.9,60.1,58.6,9,0,0,0,2,14,0,0,0,5,0,18,22,4.4,3.6,0.0,0
Khalil Washington,168464,HB,FLMMRL,1,5,1,0,0.0,0,0,26,0,0,1,5,20.0,2,2,1471,0,3,69.7,65.7,71.4,,,56.7,66.4,60.0,14,0,0,0,5,7,0,0,0,5,0,26,5,1.0,5.2,0.0,2
De'Shaun Hugee,139281,HB,ED WATERS,1,5,0,0,0.0,0,0,-2,1,0,0,4,0.0,0,0,372,0,1,69.7,50.5,72.7,,77.9,28.8,57.0,60.0,2,0,0,0,5,6,0,0,1,5,0,-2,4,0.8,-0.4,0.0,3
Shaquan Oliver,151509,FB,KY STATE,1,5,0,0,0.0,0,0,5,0,0,0,5,0.0,0,0,378,0,2,69.7,51.5,75.0,,30.3,58.6,51.0,64.7,3,0,0,0,2,14,0,0,0,5,0,5,5,1.0,1.0,0.0,0
Cooper Callis,168068,QB,SW BAPTIST,1,5,1,0,0.0,0,0,2,0,0,1,1,11.1,0,1,1492,1,3,70.0,63.0,76.7,65.2,,,54.3,60.0,9,1,0,0,0,30,8,2,0,3,0,10,2,0.4,2.0,,0
Devin Woolsey,168833,WR,VA LYNCHBU,5,5,0,0,0.0,0,0,-15,0,0,0,0,0.0,0,0,406,3,0,12.1,30.1,76.4,,,,26.8,,0,0,0,0,0,6,0,0,0,5,0,-15,0,0.0,-3.0,,0
Shawn Martin,150594,HB,SOCTOW,1,5,0,0,0.0,0,0,12,0,0,0,8,0.0,0,0,1107,0,0,70.1,58.7,73.1,,78.6,55.1,58.2,59.7,6,0,0,0,10,7,0,0,1,5,0,12,8,1.6,2.4,0.0,5
Stephen Ellis,154372,WR,TAYLOR,1,4,0,1,80.6,29,0,36,0,0,0,5,0.0,1,2,402,0,0,68.9,67.6,75.6,,63.9,64.6,62.4,74.8,29,0,9,1,10,23,0,0,1,5,0,36,5,1.25,9.0,0.9,3
Dominique Loggins,152426,HB,W OREGON,1,5,0,0,0.0,0,0,7,0,0,0,8,0.0,0,0,411,0,3,69.9,58.3,73.7,,80.5,63.6,55.2,60.0,3,0,0,1,3,6,0,0,2,6,0,7,8,1.6,1.4,0.0,2
Jacob Fimbres,167815,HB,LVLEOP,1,5,0,0,0.0,0,0,21,0,0,0,4,0.0,0,1,937,0,4,69.7,59.5,72.4,,69.7,59.5,59.3,60.0,9,0,0,0,1,6,0,0,0,5,0,21,4,0.8,4.2,0.0,1
Alvaro Ortega-Morale,168838,QB,VA LYNCHBU,4,5,2,0,0.0,0,0,0,0,0,0,,100.0,0,0,406,0,0,70.5,36.6,78.7,38.8,,,45.9,60.0,7,1,0,0,0,39,31,5,0,0,0,31,14,2.8,6.2,,0
Kana'ipono Kahala-Giron,169530,QB,LINCOK,2,4,1,0,0.0,0,0,9,0,0,0,1,0.0,0,0,1452,2,0,5.3,21.4,73.8,20.5,,,41.7,60.4,8,0,0,0,0,17,5,2,0,2,0,14,2,0.5,3.5,,1
Kyle Bandy,70665,HB,LVLEOP,1,4,0,0,0.0,0,0,9,0,0,0,6,0.0,0,0,937,0,3,68.6,59.1,75.9,,38.1,55.8,62.2,59.9,5,0,0,0,6,6,0,0,0,4,0,9,6,1.5,2.3,0.0,1
Tarik Mckinzie,109033,QB,LANECOL,1,4,1,0,0.0,0,0,5,0,0,0,2,0.0,2,3,942,0,1,69.1,72.0,76.5,67.3,,,70.6,60.0,13,0,0,0,0,26,31,3,0,1,0,36,4,1.0,9.0,,0
Jalen Parker,121499,QB,MILES,1,4,5,1,62.5,15,0,22,0,0,2,22,1.1e3,1,2,386,0,0,67.8,54.3,0.0,44.0,,,72.9,60.0,15,1,0,0,0,16,2,2,0,2,0,24,37,9.25,6.0,,2
Marc Reali,150595,QB,SOCTOW,1,4,1,0,0.0,0,0,5,0,0,0,3,0.0,1,1,1107,0,0,68.9,54.4,75.3,52.7,,,61.3,60.0,10,0,0,0,0,12,13,3,0,1,0,18,6,1.5,4.5,,1
Randal Moore,151342,QB,NAUSTA,1,4,0,0,0.0,0,0,11,0,0,0,0,0.0,1,1,1453,1,0,29.7,46.4,76.2,45.8,,,56.2,60.0,15,1,0,0,0,28,15,1,0,3,0,26,0,0.0,6.5,,2
Cornell Kendrick,151574,HB,MILES,1,4,0,0,0.0,0,0,10,0,0,0,8,0.0,0,0,386,1,2,14.3,34.8,69.7,,,58.4,38.9,,5,0,0,0,2,4,0,0,0,4,0,10,8,2.0,2.5,0.0,2
Andrew Fowler,153112,QB,STANKN,1,4,2,1,69.6,48,0,54,0,0,2,37,1850.0,2,1,1455,0,2,68.7,50.8,74.9,44.2,,,66.0,60.0,48,0,0,0,0,17,15,2,0,2,0,69,38,9.5,17.3,,0
Emmett Boehler,154944,HB,MITECH,1,4,1,0,0.0,0,0,8,0,0,1,13,81.3,0,1,980,0,3,68.6,61.5,72.7,,23.7,58.1,64.6,60.0,4,0,0,0,3,5,0,0,2,4,0,8,13,3.25,2.0,0.0,1
Ben Anderson,166258,QB,FLKNR,1,4,1,0,0.0,0,0,-1,0,0,0,2,0.0,1,1,1270,0,1,69.3,72.7,74.9,75.1,,,57.4,60.0,12,0,0,0,0,19,12,1,0,3,0,11,25,6.25,2.8,,1
Joraye Morrison,166719,HB,MARS HILL,1,4,0,0,0.0,0,0,11,0,0,0,5,0.0,0,0,383,0,4,68.6,58.7,72.1,,45.7,54.9,60.5,,7,0,0,0,11,4,0,0,1,4,0,11,5,1.25,2.8,0.0,0
Isaiah Freeman,167256,QB,LINCOLN,1,4,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,1,380,0,0,68.2,49.2,74.2,50.6,,,54.5,60.0,7,0,0,0,0,10,17,3,0,1,0,13,3,0.75,3.3,,1
Noah Marshall,167450,HB,WSRAMS,1,4,2,1,67.9,19,0,28,0,0,2,28,350.0,1,1,1206,0,0,68.6,80.8,66.8,,,,75.8,,19,0,0,0,0,4,0,0,0,4,0,28,28,7.0,7.0,,3
Brandon Carter,167691,HB,KYCRST,1,4,1,1,44.4,16,0,36,0,0,1,26,108.3,2,2,1474,0,1,69.2,69.5,72.4,,,63.2,71.2,,16,0,5,2,11,4,0,0,2,6,0,36,26,6.5,9.0,0.45,2
Shonny Nelson,168967,QB,VA LYNCHBU,2,4,0,0,0.0,0,0,3,0,0,0,1,0.0,0,0,406,0,0,67.0,45.9,72.8,52.2,,,49.6,60.0,6,0,0,0,0,9,9,3,0,1,0,12,13,3.25,3.0,,0
Don'te McCall,169075,FB,KY STATE,1,4,0,0,0.0,0,0,2,0,0,0,1,0.0,0,0,378,0,3,68.6,52.8,73.2,,72.8,,53.4,58.8,1,0,0,0,0,9,0,0,0,4,0,2,1,0.25,0.5,,0
Daelove Harris,169199,HB,NAUSTA,1,4,1,0,0.0,0,0,3,0,0,1,8,50.0,0,0,1453,0,2,68.6,51.6,69.6,,24.3,,54.7,,2,0,0,0,0,4,0,0,0,4,0,3,8,2.0,0.8,,1
Ryan Nettles,102339,QB,TUSKEGEE,1,3,1,0,0.0,0,0,-7,0,0,1,6,66.7,0,0,405,1,0,68.2,29.6,74.1,27.9,,,65.5,60.0,1,0,0,0,0,14,0,0,0,3,0,-7,6,2.0,-2.3,,2
Jeff Williams,169198,P,LINCOK,3,3,0,0,0.0,0,0,-18,0,0,0,0,0.0,0,0,1452,0,0,67.3,57.5,77.0,,,,58.1,60.0,0,0,0,0,0,4,0,0,0,3,0,-18,0,0.0,-6.0,,0
Xaiver Gordon,161452,WR,INWSLY,1,3,0,0,0.0,0,0,8,0,0,0,3,0.0,0,1,1451,0,3,68.5,47.9,0.0,,,52.3,56.9,39.5,9,1,23,3,41,6,0,0,7,6,0,8,3,1.0,2.7,0.56,0
Kory Gainwell,151738,HB,DELTAST,1,3,0,0,0.0,0,0,13,0,0,0,12,0.0,0,0,841,0,1,67.8,68.6,71.6,,70.4,71.4,66.2,,6,0,8,1,7,3,0,0,1,4,0,13,12,4.0,4.3,1.14,2
Andrew Banks,151826,QB,LINCOLN,1,3,0,0,0.0,0,0,0,0,0,0,4,0.0,0,0,380,1,2,67.7,41.8,73.1,45.9,,,50.3,60.0,4,0,0,0,0,12,1,1,0,2,0,1,5,1.67,0.3,,0
Owen Anderson,161715,WR,BLMSBG,1,3,2,0,0.0,0,0,5,1,0,2,11,183.3,0,0,766,0,3,68.9,54.7,77.2,,,54.9,56.1,62.3,4,0,8,1,11,35,0,0,3,4,0,5,11,3.67,1.7,0.73,0
KerDarius Williams,168518,HB,NAUSTA,2,3,0,0,0.0,0,0,6,0,0,0,5,0.0,0,0,1453,0,0,67.3,56.5,70.4,,67.5,60.0,57.0,,4,0,0,0,1,3,0,0,0,3,0,6,5,1.67,2.0,0.0,3
Jayln Sessions,168446,HB,FLMMRL,1,3,0,0,0.0,0,0,4,0,0,0,3,0.0,0,0,1471,0,2,67.3,53.8,68.3,,,58.1,54.9,,2,0,0,0,3,3,0,0,0,3,0,4,3,1.0,1.3,0.0,1
Sal Palermo III,152068,QB,LOUCHR,1,3,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,1,958,0,0,69.1,74.7,77.3,73.7,,,61.9,60.0,7,0,0,0,0,39,10,2,0,1,0,8,7,2.33,2.7,,0
Gavin Brooks,166909,QB,CONCMI,1,3,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,1472,0,0,69.5,50.1,76.7,49.5,,,59.4,60.0,9,0,0,0,0,19,15,3,0,0,0,15,0,0.0,5.0,,0
Ron Craten,161011,HB,MISS COL,1,3,3,1,70.8,17,0,24,0,0,3,19,633.3,1,2,990,0,2,67.3,81.9,70.8,,67.5,,76.9,60.0,17,0,0,0,0,6,0,0,0,3,1,24,19,6.33,8.0,,0
Alec Moriarty,154924,HB,MITECH,1,3,0,1,46.9,15,0,32,0,0,0,9,0.0,2,2,980,0,2,67.8,59.4,73.0,,8.4,68.4,64.4,60.0,15,0,3,1,7,4,0,0,1,4,0,32,9,3.0,10.7,0.43,1
Jacob Cleaver,154366,FB,TAYLOR,1,3,0,0,0.0,0,0,2,0,0,0,4,0.0,0,0,402,0,1,69.3,48.9,72.7,,,59.9,53.1,55.3,6,0,0,0,1,10,0,0,0,3,0,2,4,1.33,0.7,0.0,2
Bennie Barnes Jr.,168373,QB,LINCOK,2,3,0,0,0.0,0,0,4,0,0,0,5,0.0,0,0,1452,0,2,67.6,84.9,70.4,89.8,,,62.6,60.0,5,0,0,0,0,9,0,0,0,3,0,4,5,1.67,1.3,,1
Blake Speed,166107,HB,MILES,1,3,0,0,0.0,0,0,2,0,0,0,3,0.0,0,0,386,0,2,67.3,54.6,72.2,,38.9,56.7,56.0,60.0,3,0,0,0,7,4,0,0,0,3,0,2,3,1.0,0.7,0.0,1
Brian Thomas,166108,HB,MILES,1,3,0,0,0.0,0,0,11,0,0,0,5,0.0,0,1,386,0,2,67.3,61.1,70.4,,71.8,58.2,61.6,60.0,9,0,0,0,3,4,0,0,0,3,0,11,5,1.67,3.7,0.0,1
Blaine Espinosa,168181,QB,THMORE,1,3,0,0,0.0,0,0,-2,0,0,0,1,0.0,0,0,1296,2,0,25.9,44.4,74.3,55.3,,,36.4,60.0,2,0,0,0,0,14,0,0,0,3,0,-2,1,0.33,-0.7,,2
Spencer Carter,139257,HB,ED WATERS,1,3,0,0,0.0,0,0,-2,0,0,0,4,0.0,0,0,372,0,1,67.3,58.7,69.4,,75.2,59.2,58.0,60.0,2,0,0,0,2,4,0,0,1,3,0,-2,4,1.33,-0.7,0.0,2
Chad Turner,139360,WR,WSRAMS,1,3,0,0,0.0,0,0,6,0,1,0,4,33.3,0,0,1206,0,0,71.5,63.3,75.5,,,61.7,63.3,60.0,7,0,4,1,11,18,0,0,2,4,0,6,4,1.33,2.0,0.36,0
Dorian Collier,160608,HB,CHADST,1,3,0,0,0.0,0,0,7,0,0,0,6,0.0,0,0,809,0,2,67.3,58.5,71.0,,58.6,59.7,59.0,59.8,5,0,0,0,1,5,0,0,0,3,0,7,6,2.0,2.3,0.0,1
Jaden Hale,169097,FB,KY STATE,1,3,1,1,70.6,24,0,34,0,0,1,7,77.8,1,3,378,0,2,67.3,70.0,71.4,,,58.6,70.6,55.3,24,0,0,0,2,10,0,0,0,3,0,34,7,2.33,11.3,0.0,1
Maxwell Ward,167780,QB,KYCRST,1,3,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,1474,1,0,69.8,51.0,76.9,52.8,,,51.0,60.0,8,0,0,0,0,16,19,3,0,0,0,19,2,0.67,6.3,,0
Shea Spencer,160987,QB,KEISER,1,3,0,0,0.0,0,0,1,0,0,0,0,0.0,1,1,1475,1,1,33.4,61.1,76.7,59.7,,,61.0,60.0,10,0,0,0,0,24,14,2,0,1,0,15,2,0.67,5.0,,0
Christian Malloy,76560,HB,DELTAST,1,3,1,1,75.0,18,0,24,0,0,1,18,200.0,1,1,841,1,0,12.1,49.3,72.6,,,55.2,49.3,59.7,18,0,0,0,8,6,0,0,0,3,0,24,18,6.0,8.0,0.0,3
Lewis Blamoh Jr.,168855,CB,VA LYNCHBU,3,3,0,0,0.0,0,0,1,0,0,0,5,0.0,0,0,406,0,2,67.3,53.7,69.2,,72.2,,53.8,60.0,1,0,0,0,0,5,0,0,0,3,0,1,5,1.67,0.3,,0
Zion Devance,155946,HB,VA LYNCHBU,1,3,1,0,0.0,0,0,14,0,0,1,6,66.7,1,1,406,0,2,67.3,63.4,67.4,,,,62.6,,12,0,0,0,0,3,0,0,0,3,0,14,6,2.0,4.7,,1
Keegan Grayson-Zehrung,168392,WR,LINCOK,3,2,0,0,0.0,0,0,-5,0,0,0,5,0.0,0,0,1452,0,0,66.9,67.2,75.1,,,71.7,57.5,55.6,-1,0,27,2,10,27,0,0,2,4,0,-5,5,2.5,-2.5,2.7,0
Kiante' Stoker,160741,HB,EANMGH,1,2,0,0,0.0,0,0,6,0,0,0,4,0.0,0,1,858,0,0,65.5,51.1,71.2,,8.2,57.9,57.5,60.0,4,0,0,0,3,3,0,0,0,2,0,6,4,2.0,3.0,0.0,2
Cam Powell,165894,HB,BARCOL,1,2,0,0,0.0,0,0,13,0,0,0,1,0.0,1,1,1473,0,1,67.3,70.6,69.1,,,58.6,69.4,60.0,13,0,0,0,2,4,0,0,0,2,0,13,1,0.5,6.5,0.0,1
Ali Musa,160646,WR,CHADST,1,2,0,0,0.0,0,0,7,0,2,0,4,66.7,0,0,809,0,2,67.8,71.1,74.5,,,68.6,65.6,60.2,7,0,47,4,21,17,0,0,4,6,0,7,4,2.0,3.5,2.24,0
Corinthian Cunningham,166283,HB,FLKNR,1,2,0,0,0.0,0,0,4,0,0,0,1,0.0,0,0,1270,0,0,68.0,52.6,68.3,,0.0,66.2,57.1,60.0,5,0,8,1,1,3,0,0,1,3,0,4,1,0.5,2.0,8.0,1
Satyler Wilson,166387,WR,FLKNR,1,2,0,1,100.0,15,0,15,0,0,0,5,0.0,1,1,1270,0,2,67.4,65.8,76.9,,,64.4,63.6,60.4,15,0,32,3,33,25,0,0,3,5,0,15,5,2.5,7.5,0.97,0
Thomas Goldsborough,166448,QB,SOCTOW,1,2,1,0,0.0,0,0,0,0,0,0,,100.0,0,0,1107,0,0,62.7,51.0,67.4,60.6,,,53.8,,5,0,0,0,0,0,7,2,0,0,0,7,8,4.0,3.5,,0
Jhayvee Daily,155750,WR,LINCOK,5,2,0,0,0.0,0,0,-10,2,0,0,3,0.0,0,0,1452,0,0,68.8,50.9,17.6,,,51.7,57.8,57.9,-4,1,40,7,66,80,0,0,16,9,0,-10,3,1.5,-5.0,0.61,2
Antoine Williams,166643,QB,FLMMRL,1,2,0,0,,0,0,0,0,0,0,0,0.0,0,0,1471,2,1,27.4,29.2,75.7,28.9,,,55.0,60.0,0,0,0,0,0,17,0,1,0,1,0,0,0,0.0,0.0,,0
Garrett Dawson,169115,HB,NAUSTA,2,2,0,0,0.0,0,0,-1,0,0,0,2,0.0,0,0,1453,0,1,65.5,56.2,70.1,,,58.0,58.0,60.0,1,0,0,0,2,3,0,0,0,2,0,-1,2,1.0,-0.5,0.0,1
Lafayette Gurvin,166751,HB,MARS HILL,1,2,0,0,0.0,0,0,3,0,0,0,3,0.0,0,1,383,0,0,65.5,63.1,71.3,,72.6,55.8,64.1,,2,0,0,0,10,2,0,0,1,2,0,3,3,1.5,1.5,0.0,2
Cinsere Clark,155641,WR,VA LYNCHBU,6,2,0,0,0.0,0,0,-3,3,5,0,2,22.7,0,0,406,0,0,71.2,63.5,85.1,,,62.6,59.5,70.4,2,0,253,20,212,92,0,0,44,22,0,-3,2,1.0,-1.5,1.19,0
James Carpenter,166910,HB,CONCMI,1,2,1,0,0.0,0,0,-5,0,0,1,-1,-25.0,0,0,1472,0,1,65.5,56.3,71.9,,73.1,55.1,56.3,,0,0,0,0,11,2,0,0,0,2,0,-5,-1,-0.5,-2.5,0.0,1
Andrew Valladares,152465,HB,W OREGON,1,2,1,0,0.0,0,0,-1,0,0,1,5,62.5,0,0,411,0,0,66.9,60.3,70.7,,,65.9,58.6,60.0,2,0,10,2,6,3,0,0,2,4,0,-1,5,2.5,-0.5,1.67,2
Kainoa Jones,152379,QB,W OREGON,1,2,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,411,0,2,65.9,82.4,67.4,87.4,,,58.7,60.0,-1,0,0,0,0,3,0,0,0,2,0,-3,0,0.0,-1.5,,0
Trevon Hester,167443,HB,WSRAMS,1,2,1,0,0.0,0,0,16,0,0,1,13,325.0,1,1,1206,0,2,65.5,73.1,65.2,,,,69.6,,10,0,0,0,0,2,0,0,0,2,0,16,13,6.5,8.0,,0
Richard Latimer,167447,QB,WSRAMS,1,2,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,0,1206,1,0,19.4,33.4,72.8,47.6,,,38.8,60.0,2,0,0,0,0,13,2,1,0,1,0,-2,0,0.0,-1.0,,0
Jahmier Slade,167457,QB,WSRAMS,1,2,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,1206,0,0,66.8,53.7,72.7,52.5,,,58.6,60.0,1,0,0,0,0,17,0,0,0,2,0,-1,0,0.0,-0.5,,2
Drew Stephens,151863,WR,LINCOLN,1,2,0,0,0.0,0,0,-17,1,0,0,1,0.0,0,0,380,2,0,61.0,47.8,76.0,,,47.6,60.0,58.6,2,0,5,1,36,24,0,0,3,3,0,-17,1,0.5,-8.5,0.14,0
Diante Wilson,150601,HB,SOCTOW,1,2,0,0,0.0,0,0,-2,0,0,0,1,0.0,0,0,1107,0,0,65.5,58.3,68.3,,70.8,58.6,58.6,,0,0,0,0,2,2,0,0,0,2,0,-2,1,0.5,-1.0,0.0,2
Davonte Williams,167782,HB,KYCRST,1,2,0,1,81.0,17,0,21,1,1,0,4,66.7,1,1,1474,0,1,66.3,56.3,70.4,,,43.3,63.0,,17,0,18,1,6,2,0,0,2,3,0,21,4,2.0,10.5,3.0,1
Myles Lee,168011,HB,MHMRTI,1,2,0,0,0.0,0,0,12,0,0,0,8,0.0,0,1,999,0,1,65.5,70.3,69.7,,74.6,59.1,68.4,60.0,6,0,0,0,2,3,0,0,0,2,0,12,8,4.0,6.0,0.0,0
David Johnson,138080,QB,ED WATERS,1,2,0,0,0.0,0,0,-5,0,0,0,0,0.0,0,0,372,1,1,19.0,41.5,72.2,33.8,,,64.2,60.0,9,0,0,0,0,8,9,1,0,1,0,4,0,0.0,2.0,,0
Rae'Von Vaden,168251,QB,THMORE,1,2,0,0,0.0,0,0,0,0,0,0,4,0.0,0,0,1296,0,0,67.0,65.7,73.1,70.8,,,53.1,60.0,3,0,0,0,0,11,3,1,0,1,0,3,6,3.0,1.5,,0
Evan Eshbach,168275,QB,WARNER,1,2,1,0,0.0,0,0,-2,0,0,1,2,200.0,1,1,407,1,1,14.2,28.5,0.0,26.9,,,65.6,60.0,16,1,0,0,0,2,16,1,0,1,0,14,2,1.0,7.0,,0
Markel Harrison,113112,WR,UVAWIS,1,2,1,0,0.0,0,0,-6,0,0,1,2,12.5,0,0,1320,0,0,67.4,64.2,76.2,,,64.3,59.6,60.0,-2,0,36,6,26,14,0,0,8,8,0,-6,2,1.0,-3.0,1.38,0
Jimmy Urzua,111259,QB,MARS HILL,1,2,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,383,0,0,68.9,56.5,75.5,53.4,,,65.6,60.0,6,0,0,0,0,14,6,1,0,1,0,5,2,1.0,2.5,,0
Tahjaviun McKay,168474,WR,FLMMRL,1,2,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,1471,0,1,67.5,62.9,78.0,,,61.7,58.1,78.8,2,0,-3,1,10,10,0,0,1,3,0,-3,0,0.0,-1.5,-0.3,0
Eli Snowden,104807,HB,UVAWIS,1,2,0,0,0.0,0,0,5,0,0,0,4,0.0,0,0,1320,0,1,65.5,55.9,68.9,,68.1,57.7,56.7,,4,0,0,0,3,2,0,0,0,2,0,5,4,2.0,2.5,0.0,1
Kason Martin,83531,QB,EANMGH,1,2,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,858,1,0,31.4,37.0,76.8,36.8,,,54.9,60.0,2,0,0,0,0,29,2,1,0,1,0,1,4,2.0,0.5,,1
Jyron Russell,82069,QB,ED WATERS,1,2,1,0,0.0,0,0,5,0,0,1,3,300.0,1,0,372,0,0,67.0,51.5,0.0,46.2,,,70.0,60.0,12,1,0,0,0,9,12,1,0,1,0,17,3,1.5,8.5,,0
John Seter,60388,QB,LIMEST,1,2,0,0,0.0,0,0,1,0,0,0,1,0.0,0,1,1283,0,0,69.1,65.9,15.6,66.7,,,61.8,60.0,2,1,0,0,0,14,2,1,0,1,0,3,6,3.0,1.5,,0
Daniel Weems,161484,HB,INWSLY,1,2,1,0,0.0,0,0,10,0,0,1,5,125.0,0,1,1451,0,1,65.5,58.4,72.7,,20.4,54.9,63.3,60.0,8,0,0,0,13,6,0,0,0,2,1,10,5,2.5,5.0,0.0,1
Aaron Frazier,151573,HB,MILES,1,1,0,0,0.0,0,0,2,0,0,0,1,0.0,0,0,386,0,1,65.7,60.7,64.5,,,65.8,59.6,,2,0,1,1,1,1,0,0,1,2,0,2,1,1.0,2.0,1.0,0
Pulusi Ionatana,155746,WR,LINCOK,2,1,0,0,,0,0,0,0,0,0,2,0.0,0,0,1452,0,0,62.5,56.2,74.1,,,56.5,59.6,60.3,0,0,0,0,4,13,0,0,0,1,0,0,2,2.0,0.0,0.0,1
Claude Newell III,151566,QB,MILES,1,1,0,0,0.0,0,0,8,0,0,0,0,0.0,0,1,386,0,1,66.5,70.7,72.0,67.6,,,63.1,60.0,8,0,0,0,0,8,0,0,0,1,0,8,0,0.0,8.0,,0
Justin Lewis,167745,LB,KYCRST,1,1,0,0,0.0,0,0,5,0,0,0,2,0.0,0,0,1474,0,0,62.5,60.0,60.0,,,,60.0,,5,0,0,0,0,1,0,0,0,1,0,5,2,2.0,5.0,,0
Austin Mullins,167751,WR,KYCRST,1,1,0,0,,0,0,0,0,1,0,7,175.0,0,0,1474,0,0,64.1,83.2,75.5,,,81.8,,59.4,0,0,38,3,26,9,0,0,5,4,0,0,7,7.0,0.0,1.46,0
Bryce Veasley,77681,QB,KEISER,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,1475,0,0,66.2,80.3,71.8,82.9,,,57.3,60.0,5,0,0,0,0,3,5,1,0,0,0,5,4,4.0,5.0,,0
Eddie Dumas III,159201,WR,VA LYNCHBU,7,1,0,0,,0,0,0,1,0,0,2,0.0,0,0,406,0,0,72.4,47.4,80.8,,,47.2,,59.4,0,0,0,0,45,17,0,0,3,1,0,0,2,2.0,0.0,0.0,0
Cage Jones,160708,K,EANMGH,1,1,0,0,0.0,0,0,-15,0,0,0,0,0.0,0,0,858,1,0,,60.0,70.3,,,,60.0,,-15,0,0,0,0,1,0,0,0,1,0,-15,0,0.0,-15.0,,0
Miguel Aguero Jr.,167792,QB,LVLEOP,1,1,0,0,0.0,0,0,-6,0,0,0,0,0.0,0,0,937,0,0,69.4,37.7,14.8,39.7,,,57.5,60.1,-6,1,0,0,0,16,0,0,0,1,0,-6,0,0.0,-6.0,,1
Tylon Papallo,150585,WR,SOCTOW,1,1,0,0,0.0,0,0,3,0,0,0,3,0.0,0,0,1107,0,0,66.5,70.2,76.2,,,73.2,57.5,45.4,3,0,101,4,32,17,0,0,6,5,0,3,3,3.0,3.0,3.16,0
Christopher Colebank,142137,FB,MISS COL,1,1,0,0,0.0,0,0,4,0,0,0,1,0.0,0,0,990,0,0,62.5,50.8,69.5,,,57.7,57.5,51.3,4,0,0,0,2,8,0,0,0,1,0,4,1,1.0,4.0,0.0,1
Tiwfaluk Umulap,166249,P,W OREGON,1,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,411,0,0,62.5,60.0,70.3,,,,60.0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,,0
Ja Thomas,166227,WR,TAYLOR,1,1,0,0,0.0,0,0,-1,0,0,0,2,0.0,0,0,402,0,0,62.5,53.8,73.2,,,54.7,59.5,54.1,-1,0,0,0,8,7,0,0,2,1,0,-1,2,2.0,-1.0,0.0,1
