player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Luke Landry,210186,QB,LOUCHR,1,0.0,1,1,1.0,3.25,0,0,0.0,0.0,0,0,1,,2,0,-0.05,0,958,64.4,44.9,55.3,54.5,0,0,2,0,0.0,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Demetrick Welch Jr.,209172,HB,THMORE,1,0.0,1,1,20.0,3.0,0,0,0.0,0.0,0,0,0,,1,0,-0.5,0,1296,72.0,57.3,50.4,57.7,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Brandon Jorgensen,164612,QB,SOCTOW,1,100.0,1,1,-3.0,3.03,0,0,0.0,0.0,0,0,2,100.0,4,1,0.5,1,1107,10.7,47.4,44.5,60.5,0,0,4,0,50.0,50.0,39.6,25.0,1,2,0,0,0,1,25.0,0,0.0
Drew Owen,197470,P,WARNER,1,100.0,1,1,12.0,2.4,0,0,0.0,100.0,1,0,0,0.0,1,0,5.23,1,407,60.3,58.5,57.7,,0,0,1,0,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,19,19.0
Breylon Boyd,193954,QB,ERSKIN,1,0.0,1,1,4.0,2.15,0,0,0.0,0.0,0,0,1,,2,0,-1.05,0,1526,61.8,48.5,48.0,,0,0,3,0,0.0,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
EJ Hall,190688,WR,TUSKEGEE,1,0.0,1,1,40.0,3.4,0,0,0.0,0.0,0,0,0,,1,0,-0.84,0,405,72.2,57.9,49.9,57.7,0,0,1,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Keith Jackson,213140,WR,WABASH,1,0.0,1,1,-6.0,3.2,0,0,0.0,0.0,0,0,0,,1,0,-6.31,0,1167,60.3,31.6,53.4,,0,1,1,0,0.0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Jadon Adams,181307,WR,SVANNAH ST,1,0.0,1,1,7.0,1.9,0,0,0.0,0.0,0,0,0,,1,0,-0.96,0,286,70.7,53.2,52.8,60.6,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Lukas Kasko,180254,QB,AMRINT,1,0.0,1,1,2.0,1.9,0,0,0.0,0.0,0,0,1,,1,0,-0.96,0,737,60.3,54.7,57.7,,0,0,1,0,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Malik Hunter,179841,WR,VIRSTA,1,100.0,1,1,-6.0,2.8,0,0,0.0,100.0,1,0,0,0.0,1,0,3.84,1,1164,66.4,57.3,60.6,,0,0,1,0,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,14,14.0
Hunter Patterson,211698,HB,WLU,1,,0,1,,5.0,0,0,0.0,0.0,0,0,1,,1,0,-0.57,0,1178,26.6,56.6,60.0,57.2,0,0,1,0,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Fabian Walker,211095,QB,SVANNAH ST,1,0.0,1,1,6.0,2.55,0,0,0.0,0.0,0,0,1,,2,0,-1.16,0,286,61.8,47.1,53.7,57.0,0,0,2,0,0.0,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Deuce Roberson,210864,WR,NORTHEA ST,1,100.0,1,1,28.0,3.4,0,1,50.0,100.0,1,0,1,0.0,1,0,2.67,1,1030,67.3,63.2,82.5,64.3,0,0,2,0,100.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,35,35.0
Carter Kopecky,210840,QB,NORTHEA ST,1,100.0,1,1,-5.0,2.47,0,0,0.0,0.0,0,0,1,100.0,3,1,-0.78,0,1030,62.7,52.5,58.9,57.3,0,0,3,0,0.0,100.0,39.6,33.3,1,1,0,0,0,0,0.0,0,0.0
Cade Nowik,212673,WR,DENISON,1,100.0,1,1,17.0,2.8,0,0,0.0,100.0,1,0,1,0.0,1,0,2.99,1,842,65.3,66.6,73.1,,0,0,1,1,100.0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,16,16.0
