year,week,player,team,conf,opp,pts,opp_pts,yds,att
2021,8,Tyler Van Dyke,Miami,ACC,NC State,31,30,325.0,33.0
2021,8,Ryan Hilinski,Northwestern,Big Ten,Michigan,7,33,114.0,29.0
2021,8,Carl Richardson,Northwestern,Big Ten,Michigan,7,33,19.0,3.0
2021,8,Cade McNamara,Michigan,Big Ten,Northwestern,33,7,129.0,27.0
2021,8,J.J. McCarthy,Michigan,Big Ten,Northwestern,33,7,34.0,5.0
2021,8,Taulia Tagovailoa,Maryland,Big Ten,Minnesota,16,34,189.0,27.0
2021,8,Tanner Morgan,Minnesota,Big Ten,Maryland,34,16,125.0,12.0
2021,8, Team,Minnesota,Big Ten,Maryland,34,16,0.0,1.0
2021,8,C.J. Stroud,Ohio State,Big Ten,Indiana,54,7,266.0,28.0
2021,8,Kyle McCord,Ohio State,Big Ten,Indiana,54,7,51.0,6.0
2021,8,Jack Miller III,Ohio State,Big Ten,Indiana,54,7,35.0,3.0
2021,8,Jack Tuttle,Indiana,Big Ten,Ohio State,7,54,41.0,7.0
2021,8,Donaven McCulley,Indiana,Big Ten,Ohio State,7,54,30.0,6.0
2021,8,Grant Gremel,Indiana,Big Ten,Ohio State,7,54,9.0,4.0
2021,8,Garrett Shrader,Syracuse,ACC,Virginia Tech,41,36,236.0,34.0
2021,8,Braxton Burmeister,Virginia Tech,ACC,Syracuse,36,41,177.0,20.0
2021,8,Jeff Sims,Georgia Tech,ACC,Virginia,40,48,300.0,44.0
2021,8,Brennan Armstrong,Virginia,ACC,Georgia Tech,48,40,396.0,43.0
2021,8,D.J. Uiagalelei,Clemson,ACC,Pittsburgh,17,27,128.0,25.0
2021,8,Taisun Phommachanh,Clemson,ACC,Pittsburgh,17,27,23.0,7.0
2021,8,Kenny Pickett,Pittsburgh,ACC,Clemson,27,17,302.0,39.0
2021,8,Dennis Grosel,Boston College,ACC,Louisville,14,28,141.0,32.0
2021,8,Malik Cunningham,Louisville,ACC,Boston College,28,14,107.0,17.0
2021,8,Spencer Sanders,Oklahoma State,Big 12,Iowa State,21,24,225.0,24.0
2021,8,Brock Purdy,Iowa State,Big 12,Oklahoma State,24,21,307.0,33.0
2021,8,Caleb Williams,Oklahoma,Big 12,Kansas,35,23,178.0,20.0
2021,8,Jason Bean,Kansas,Big 12,Oklahoma,23,35,246.0,23.0
2021,8,Jaren Hall,BYU,FBS Independents,Washington State,21,19,143.0,20.0
2021,8,Neil Pau'u,BYU,FBS Independents,Washington State,21,19,4.0,1.0
2021,8,Jayden de Laura,Washington State,Pac-12,BYU,19,21,257.0,37.0
2021,8,Jake Bentley,South Alabama,Sun Belt,UL Monroe,31,41,320.0,41.0
2021,8,Chandler Rogers,UL Monroe,Sun Belt,South Alabama,41,31,369.0,35.0
2021,8,Kyle Vantrease,Buffalo,Mid-American,Akron,45,10,241.0,20.0
2021,8,Matt Myers,Buffalo,Mid-American,Akron,45,10,12.0,2.0
2021,8,DJ Irons,Akron,Mid-American,Buffalo,10,45,66.0,13.0
2021,8,Zach Gibson,Akron,Mid-American,Buffalo,10,45,9.0,6.0
2021,8,Brady McBride,Texas State,Sun Belt,Georgia State,16,28,255.0,47.0
2021,8,Darren Grainger,Georgia State,Sun Belt,Texas State,28,16,200.0,25.0
2021,8,Dustin Crum,Kent State,Mid-American,Ohio,34,27,257.0,31.0
2021,8,Kurtis Rourke,Ohio,Mid-American,Kent State,27,34,308.0,38.0
2021,8,Armani Rogers,Ohio,Mid-American,Kent State,27,34,14.0,5.0
2021,8,Rocky Lombardi,Northern Illinois,Mid-American,Central Michigan,39,38,348.0,27.0
2021,8,Clint Ratkovich,Northern Illinois,Mid-American,Central Michigan,39,38,3.0,1.0
2021,8,Daniel Richardson,Central Michigan,Mid-American,Northern Illinois,38,39,289.0,36.0
2021,8,Lew Nichols,Central Michigan,Mid-American,Northern Illinois,38,39,18.0,2.0
2021,8,Kalil Pimpleton,Central Michigan,Mid-American,Northern Illinois,38,39,4.0,1.0
2021,8, Team,Central Michigan,Mid-American,Northern Illinois,38,39,0.0,3.0
2021,8,Cameron Rising,Utah,Pac-12,Oregon State,34,42,267.0,36.0
2021,8,Chance Nolan,Oregon State,Pac-12,Utah,42,34,208.0,19.0
2021,8,Lucas Johnson,San Diego State,Mountain West,Air Force,20,14,72.0,13.0
2021,8,Warren Bryan,Air Force,Mountain West,San Diego State,14,20,58.0,7.0
2021,8,Haaziq Daniels,Air Force,Mountain West,San Diego State,14,20,9.0,8.0
2021,8,Todd Centeio,Colorado State,Mountain West,Utah State,24,26,282.0,29.0
2021,8, Team,Colorado State,Mountain West,Utah State,24,26,0.0,1.0
2021,8,Logan Bonner,Utah State,Mountain West,Colorado State,26,24,233.0,30.0
2021,8,Brendon Lewis,Colorado,Pac-12,California,3,26,69.0,17.0
2021,8,Drew Carter,Colorado,Pac-12,California,3,26,0.0,1.0
2021,8,Chase Garbers,California,Pac-12,Colorado,26,3,225.0,29.0
2021,8, Team,California,Pac-12,Colorado,26,3,0.0,1.0
2021,8,Ben Bryant,Eastern Michigan,Mid-American,Bowling Green,55,24,286.0,26.0
2021,8,Preston Hutchinson,Eastern Michigan,Mid-American,Bowling Green,55,24,21.0,4.0
2021,8,Samson Evans,Eastern Michigan,Mid-American,Bowling Green,55,24,18.0,2.0
2021,8,Matt McDonald,Bowling Green,Mid-American,Eastern Michigan,24,55,223.0,35.0
2021,8,Tucker Melton,Bowling Green,Mid-American,Eastern Michigan,24,55,21.0,4.0
2021,8,Nick Nash,San José State,Mountain West,UNLV,27,20,213.0,28.0
2021,8,Cameron Friel,UNLV,Mountain West,San José State,20,27,240.0,28.0
2021,8, Team,UNLV,Mountain West,San José State,20,27,0.0,1.0
2021,8,Isaiah Chavez,New Mexico,Mountain West,Wyoming,14,3,112.0,11.0
2021,8,Sean Chambers,Wyoming,Mountain West,New Mexico,3,14,96.0,23.0
2021,8,Levi Williams,Wyoming,Mountain West,New Mexico,3,14,51.0,7.0
2021,8,Carson Strong,Nevada,Mountain West,Fresno State,32,34,476.0,61.0
2021,8,Jake Haener,Fresno State,Mountain West,Nevada,34,32,256.0,38.0
2021,8,Jonah Johnson,New Mexico State,FBS Independents,Hawai'i,34,48,228.0,54.0
2021,8,Brayden Schager,Hawai'i,Mountain West,New Mexico State,48,34,219.0,29.0
2021,8,Anthony Brown,Oregon,Pac-12,UCLA,34,31,296.0,39.0
2021,8,Dorian Thompson-Robinson,UCLA,Pac-12,Oregon,31,34,220.0,41.0
2021,8,Ethan Garbers,UCLA,Pac-12,Oregon,31,34,22.0,5.0
2021,8,KJ Jefferson,Arkansas,SEC,Arkansas-Pine Bluff,45,3,194.0,17.0
2021,8,Malik Hornsby,Arkansas,SEC,Arkansas-Pine Bluff,45,3,19.0,5.0
2021,8,Skyler Perry,Arkansas-Pine Bluff,SWAC,Arkansas,3,45,107.0,18.0
2021,8,Xzavier Vaughn,Arkansas-Pine Bluff,SWAC,Arkansas,3,45,5.0,4.0
2021,8,Will Rogers,Mississippi State,SEC,Vanderbilt,45,6,384.0,57.0
2021,8,Chance Lovertich,Mississippi State,SEC,Vanderbilt,45,6,77.0,6.0
2021,8,Jaden Walley,Mississippi State,SEC,Vanderbilt,45,6,0.0,1.0
2021,8,Mike Wright,Vanderbilt,SEC,Mississippi State,6,45,122.0,17.0
2021,8,Jeremy Moussa,Vanderbilt,SEC,Mississippi State,6,45,24.0,8.0
2021,8,Jason Brown,South Carolina,SEC,Texas A&M,14,44,84.0,14.0
2021,8,Zeb Noland,South Carolina,SEC,Texas A&M,14,44,30.0,12.0
2021,8,Zach Calzada,Texas A&M,SEC,South Carolina,44,14,187.0,24.0
2021,8,Blake Bost,Texas A&M,SEC,South Carolina,44,14,0.0,2.0
2021,9,Malik Cunningham,Louisville,ACC,NC State,13,28,219.0,28.0
2021,9, Team,Louisville,ACC,NC State,13,28,0.0,1.0
2021,9,Devin Leary,NC State,ACC,Louisville,28,13,317.0,36.0
2021,9,Brennan Armstrong,Virginia,ACC,BYU,49,66,337.0,34.0
2021,9,Jay Woolfolk,Virginia,ACC,BYU,49,66,35.0,5.0
2021,9,Jaren Hall,BYU,FBS Independents,Virginia,66,49,349.0,37.0
2021,9,Katravis Marsh,South Florida,American Athletic,East Carolina,14,29,192.0,30.0
2021,9,Holton Ahlers,East Carolina,American Athletic,South Florida,29,14,220.0,35.0
2021,9,Matt McDonald,Bowling Green,Mid-American,Buffalo,56,44,263.0,19.0
2021,9,Matt Myers,Buffalo,Mid-American,Bowling Green,44,56,239.0,24.0
2021,9,Kyle Vantrease,Buffalo,Mid-American,Bowling Green,44,56,38.0,10.0
2021,9, Team,Buffalo,Mid-American,Bowling Green,44,56,0.0,1.0
2021,9,Darren Grainger,Georgia State,Sun Belt,Georgia Southern,21,14,141.0,27.0
2021,9,Justin Tomlin,Georgia Southern,Sun Belt,Georgia State,14,21,279.0,27.0
2021,9,Jiya Wright,UL Monroe,Sun Belt,App State,28,59,158.0,17.0
2021,9,Chandler Rogers,UL Monroe,Sun Belt,App State,28,59,3.0,5.0
2021,9,Chase Brice,App State,Sun Belt,UL Monroe,59,28,256.0,30.0
2021,9,Jacob Huesman,App State,Sun Belt,UL Monroe,59,28,14.0,2.0
2021,9,Clayton Tune,Houston,American Athletic,SMU,44,37,412.0,37.0
2021,9, Team,Houston,American Athletic,SMU,44,37,0.0,1.0
2021,9,Tanner Mordecai,SMU,American Athletic,Houston,37,44,305.0,37.0
2021,9,Layne Hatcher,Arkansas State,Sun Belt,South Alabama,13,31,186.0,37.0
2021,9,Jake Bentley,South Alabama,Sun Belt,Arkansas State,31,13,248.0,39.0
2021,9,Desmond Ridder,Cincinnati,American Athletic,Tulane,31,12,227.0,27.0
2021,9,Kai Horton,Tulane,American Athletic,Cincinnati,12,31,79.0,16.0
2021,9,Christian Daniels,Tulane,American Athletic,Cincinnati,12,31,14.0,2.0
2021,9,Jake Haener,Fresno State,Mountain West,San Diego State,30,20,306.0,42.0
2021,9,Jalen Cropper,Fresno State,Mountain West,San Diego State,30,20,0.0,1.0
2021,9,Lucas Johnson,San Diego State,Mountain West,Fresno State,20,30,220.0,31.0
2021,9,William Haskell,San Diego State,Mountain West,Fresno State,20,30,27.0,6.0
2021,9, Team,San Diego State,Mountain West,Fresno State,20,30,0.0,1.0
2021,9,Levi Williams,Wyoming,Mountain West,San José State,21,27,129.0,22.0
2021,9,Nick Nash,San José State,Mountain West,Wyoming,27,21,150.0,22.0
2021,9,Tyler Vitt,Texas State,Sun Belt,Louisiana,0,45,42.0,13.0
2021,9,Levi Lewis,Louisiana,Sun Belt,Texas State,45,0,228.0,32.0
2021,9,Chandler Fields,Louisiana,Sun Belt,Texas State,45,0,32.0,3.0
2021,9,Chevan Cordeiro,Hawai'i,Mountain West,Utah State,31,51,296.0,39.0
2021,9,Brayden Schager,Hawai'i,Mountain West,Utah State,31,51,52.0,7.0
2021,9,Logan Bonner,Utah State,Mountain West,Hawai'i,51,31,361.0,30.0
2021,9,Andrew Peasley,Utah State,Mountain West,Hawai'i,51,31,45.0,2.0
2021,9,Chance Nolan,Oregon State,Pac-12,California,25,39,243.0,26.0
2021,9,Chase Garbers,California,Pac-12,Oregon State,39,25,262.0,26.0
2021,9,Ethan Garbers,UCLA,Pac-12,Utah,24,44,265.0,44.0
2021,9,Cameron Rising,Utah,Pac-12,UCLA,44,24,179.0,27.0
2021,9,Brendon Lewis,Colorado,Pac-12,Oregon,29,52,224.0,33.0
2021,9,Anthony Brown,Oregon,Pac-12,Colorado,52,29,307.0,31.0
2021,9,Ty Thompson,Oregon,Pac-12,Colorado,52,29,5.0,3.0
2021,9, Team,Oregon,Pac-12,Colorado,52,29,0.0,2.0
2021,9,Jayden de Laura,Washington State,Pac-12,Arizona State,34,21,234.0,27.0
2021,9,Jayden Daniels,Arizona State,Pac-12,Washington State,21,34,228.0,35.0
2021,9,Trenton Bourguet,Arizona State,Pac-12,Washington State,21,34,47.0,4.0
2021,9,Dylan Morris,Washington,Pac-12,Stanford,20,13,146.0,25.0
2021,9,Tanner McKee,Stanford,Pac-12,Washington,13,20,194.0,32.0
2021,9,Cameron Friel,UNLV,Mountain West,Nevada,20,51,283.0,41.0
2021,9,Carson Strong,Nevada,Mountain West,UNLV,51,20,417.0,49.0
2021,9,Hank Bachmeier,Boise State,Mountain West,Colorado State,28,19,253.0,32.0
2021,9,Todd Centeio,Colorado State,Mountain West,Boise State,19,28,276.0,36.0
2021,9,Will Plummer,Arizona,Pac-12,USC,34,41,264.0,34.0
2021,9,Jamarye Joiner,Arizona,Pac-12,USC,34,41,75.0,5.0
2021,9,Kedon Slovis,USC,Pac-12,Arizona,41,34,204.0,21.0
2021,9,Jaxson Dart,USC,Pac-12,Arizona,41,34,109.0,18.0
2021,9, Team,Navy,American Athletic,Tulsa,20,17,0.0,1.0
2021,9,Tai Lavatai,Navy,American Athletic,Tulsa,20,17,0.0,3.0
2021,9,Davis Brin,Tulsa,American Athletic,Navy,17,20,165.0,23.0
2021,9,Brady Olson,Massachusetts,FBS Independents,Liberty,17,62,74.0,25.0
2021,9,Garrett Dzuro,Massachusetts,FBS Independents,Liberty,17,62,0.0,2.0
2021,9,Malik Willis,Liberty,FBS Independents,Massachusetts,62,17,307.0,27.0
2021,9,Nate Hampton,Liberty,FBS Independents,Massachusetts,62,17,63.0,4.0
2021,9,Kaidon Salter,Liberty,FBS Independents,Massachusetts,62,17,39.0,2.0
2021,9,Cade McNamara,Michigan,Big Ten,Michigan State,33,37,383.0,44.0
2021,9,J.J. McCarthy,Michigan,Big Ten,Michigan State,33,37,23.0,4.0
2021,9,Payton Thorne,Michigan State,Big Ten,Michigan,37,33,196.0,30.0
2021,9,Sean Clifford,Penn State,Big Ten,Ohio State,24,33,361.0,52.0
2021,9,C.J. Stroud,Ohio State,Big Ten,Penn State,33,24,305.0,34.0
2021,9,Gunnar Watson,Troy,Sun Belt,Coastal Carolina,28,35,225.0,30.0
2021,9,Orlando Lacey,Troy,Sun Belt,Coastal Carolina,28,35,0.0,1.0
2021,9,Grayson McCall,Coastal Carolina,Sun Belt,Troy,35,28,294.0,26.0
2021,9,Jake Lange,Southern Miss,Conference USA,Middle Tennessee,10,35,166.0,34.0
2021,9,Tee Webb,Southern Miss,Conference USA,Middle Tennessee,10,35,18.0,6.0
2021,9,Jake Smithhart,Southern Miss,Conference USA,Middle Tennessee,10,35,0.0,1.0
2021,9,Mike Diliello,Middle Tennessee,Conference USA,Southern Miss,35,10,78.0,12.0
2021,9,Chase Cunningham,Middle Tennessee,Conference USA,Southern Miss,35,10,48.0,7.0
2021,9,Nick Vattiato,Middle Tennessee,Conference USA,Southern Miss,35,10,16.0,2.0
2021,9,Gunnar Holmberg,Duke,ACC,Wake Forest,7,45,110.0,18.0
2021,9,Riley Leonard,Duke,ACC,Wake Forest,7,45,45.0,6.0
2021,9,Sam Hartman,Wake Forest,ACC,Duke,45,7,402.0,37.0
2021,9,Michael Kern,Wake Forest,ACC,Duke,45,7,9.0,4.0
2021,9,Noah Vedral,Rutgers,Big Ten,Illinois,20,14,138.0,21.0
2021,9,Gavin Wimsatt,Rutgers,Big Ten,Illinois,20,14,13.0,1.0
2021,9,Cole Snyder,Rutgers,Big Ten,Illinois,20,14,7.0,5.0
2021,9,Brandon Peters,Illinois,Big Ten,Rutgers,14,20,190.0,19.0
2021,9,Tanner Morgan,Minnesota,Big Ten,Northwestern,41,14,134.0,17.0
2021,9,Andrew Marty,Northwestern,Big Ten,Minnesota,14,41,93.0,16.0
2021,9,Ryan Hilinski,Northwestern,Big Ten,Minnesota,14,41,5.0,6.0
2021,9,Donaven McCulley,Indiana,Big Ten,Maryland,35,38,242.0,25.0
2021,9,Taulia Tagovailoa,Maryland,Big Ten,Indiana,38,35,419.0,40.0
2021,9,James Foster,Charlotte,Conference USA,Western Kentucky,13,45,129.0,24.0
2021,9,Bailey Zappe,Western Kentucky,Conference USA,Charlotte,45,13,393.0,45.0
2021,9,Stetson Bennett,Georgia,SEC,Florida,34,7,161.0,19.0
2021,9,Emory Jones,Florida,SEC,Georgia,7,34,112.0,14.0
2021,9,Anthony Richardson,Florida,SEC,Georgia,7,34,82.0,20.0
2021,9,Malik Davis,Florida,SEC,Georgia,7,34,0.0,1.0
2021,9,Miles Kendrick,Kansas,Big 12,Oklahoma State,3,55,34.0,8.0
2021,9,Jason Bean,Kansas,Big 12,Oklahoma State,3,55,10.0,10.0
2021,9,Spencer Sanders,Oklahoma State,Big 12,Kansas,55,3,157.0,19.0
2021,9,Shane Illingworth,Oklahoma State,Big 12,Kansas,55,3,70.0,10.0
2021,9,Ethan Bullock,Oklahoma State,Big 12,Kansas,55,3,16.0,3.0
2021,9,Donovan Smith,Texas Tech,Big 12,Oklahoma,21,52,192.0,22.0
2021,9,Henry Colombi,Texas Tech,Big 12,Oklahoma,21,52,77.0,12.0
2021,9,Caleb Williams,Oklahoma,Big 12,Texas Tech,52,21,402.0,30.0
2021,9,Spencer Rattler,Oklahoma,Big 12,Texas Tech,52,21,67.0,5.0
2021,9,Chandler Morris,TCU,Big 12,Kansas State,12,31,111.0,14.0
2021,9,Max Duggan,TCU,Big 12,Kansas State,12,31,73.0,13.0
2021,9,Taye Barber,TCU,Big 12,Kansas State,12,31,0.0,1.0
2021,9,Skylar John Thompson,Kansas State,Big 12,TCU,31,12,242.0,21.0
2021,9,Braxton Burmeister,Virginia Tech,ACC,Georgia Tech,26,17,254.0,25.0
2021,9,Jeff Sims,Georgia Tech,ACC,Virginia Tech,17,26,183.0,26.0
2021,9,Aidan O'Connell,Purdue,Big Ten,Nebraska,28,23,233.0,45.0
2021,9,Adrian Martinez,Nebraska,Big Ten,Purdue,23,28,269.0,29.0
2021,9,Sam Howell,North Carolina,ACC,Notre Dame,34,44,341.0,31.0
2021,9, Team,North Carolina,ACC,Notre Dame,34,44,0.0,2.0
2021,9,Jack Coan,Notre Dame,FBS Independents,North Carolina,44,34,213.0,24.0
2021,9,Tyler Buchner,Notre Dame,FBS Independents,North Carolina,44,34,17.0,2.0
2021,9,Jordan Travis,Florida State,ACC,Clemson,20,30,176.0,22.0
2021,9,D.J. Uiagalelei,Clemson,ACC,Florida State,30,20,189.0,31.0
2021,9,Will Levis,Kentucky,SEC,Mississippi State,17,31,150.0,28.0
2021,9,Will Rogers,Mississippi State,SEC,Kentucky,31,17,344.0,39.0
2021,9,Casey Thompson,Texas,Big 12,Baylor,24,31,280.0,38.0
2021,9,Gerry Bohannon,Baylor,Big 12,Texas,31,24,190.0,30.0
2021,9,Tyquan Thornton,Baylor,Big 12,Texas,31,24,6.0,1.0
2021,9,Austin Aune,North Texas,Conference USA,Rice,30,24,121.0,22.0
2021,9,Jake Constantine,Rice,Conference USA,North Texas,24,30,242.0,30.0
2021,9,Wiley Green,Rice,Conference USA,North Texas,24,30,29.0,3.0
2021,9, Team,Rice,Conference USA,North Texas,24,30,0.0,1.0
2021,9,Max Bortenschlager,Florida International,Conference USA,Marshall,0,38,128.0,28.0
2021,9,Kaylan Wiggins,Florida International,Conference USA,Marshall,0,38,52.0,7.0
2021,9,Grant Wells,Marshall,Conference USA,Florida International,38,0,184.0,25.0
2021,9,Cam Fancher,Marshall,Conference USA,Florida International,38,0,14.0,3.0
2021,9,Luke Zban,Marshall,Conference USA,Florida International,38,0,12.0,3.0
2021,9,Gavin Hardison,UTEP,Conference USA,Florida Atlantic,25,28,327.0,46.0
2021,9, Team,UTEP,Conference USA,Florida Atlantic,25,28,0.0,1.0
2021,9,N'Kosi Perry,Florida Atlantic,Conference USA,UTEP,28,25,149.0,26.0
2021,9,Matt Corral,Ole Miss,SEC,Auburn,20,31,289.0,37.0
2021,9,Luke Altmyer,Ole Miss,SEC,Auburn,20,31,18.0,5.0
2021,9,Bo Nix,Auburn,SEC,Ole Miss,31,20,276.0,30.0
2021,9, Team,Auburn,SEC,Ole Miss,31,20,0.0,1.0
2021,9,Tyler Van Dyke,Miami,ACC,Pittsburgh,38,34,426.0,42.0
2021,9,Kenny Pickett,Pittsburgh,ACC,Miami,34,38,519.0,55.0
2021,9,Lucas Krull,Pittsburgh,ACC,Miami,34,38,0.0,1.0
2021,9,Connor Bazelak,Missouri,SEC,Vanderbilt,37,28,218.0,28.0
2021,9,Mike Wright,Vanderbilt,SEC,Missouri,28,37,122.0,28.0
2021,9,D'Wan Mathis,Temple,American Athletic,UCF,7,49,121.0,29.0
2021,9,Justin Lynch,Temple,American Athletic,UCF,7,49,46.0,6.0
2021,9,Mikey Keene,UCF,American Athletic,Temple,49,7,229.0,21.0
2021,9,Joey Gatewood,UCF,American Athletic,Temple,49,7,0.0,1.0
2021,9,Brock Purdy,Iowa State,Big 12,West Virginia,31,38,185.0,27.0
2021,9,Jarret Doege,West Virginia,Big 12,Iowa State,38,31,370.0,46.0
2021,9,Garrett Greene,West Virginia,Big 12,Iowa State,38,31,0.0,1.0
2021,9,Spencer Petras,Iowa,Big Ten,Wisconsin,7,27,93.0,19.0
2021,9,Alex Padilla,Iowa,Big Ten,Wisconsin,7,27,39.0,6.0
2021,9,Graham Mertz,Wisconsin,Big Ten,Iowa,27,7,104.0,22.0
2021,9,Dennis Grosel,Boston College,ACC,Syracuse,6,21,93.0,17.0
2021,9,Emmett Morehead,Boston College,ACC,Syracuse,6,21,87.0,15.0
2021,9,Garrett Shrader,Syracuse,ACC,Boston College,21,6,65.0,14.0
2021,9,Austin Kendall,Louisiana Tech,Conference USA,Old Dominion,20,23,253.0,36.0
2021,9,J.D. Head,Louisiana Tech,Conference USA,Old Dominion,20,23,23.0,7.0
2021,9,Hayden Wolff,Old Dominion,Conference USA,Louisiana Tech,23,20,149.0,34.0
2022,1,Fred Payton,Mercer,Southern,Auburn,16,42,197.0,36.0
2022,1,Robby Ashford,Auburn,SEC,Mercer,42,16,100.0,7.0
2022,1,TJ Finley,Auburn,SEC,Mercer,42,16,112.0,14.0
2022,1,Quincy Casey,Alabama A&M,SWAC,UAB,0,59,22.0,11.0
2022,1,Xaiver Lankford,Alabama A&M,SWAC,UAB,0,59,115.0,22.0
2022,1,Dylan Hopkins,UAB,Conference USA,Alabama A&M,59,0,191.0,18.0
2022,1,Jacob Zeno,UAB,Conference USA,Alabama A&M,59,0,56.0,9.0
2022,1,RJ Martinez,Northern Arizona,Big Sky,Arizona State,3,40,95.0,29.0
2022,1,Jeff Widener,Northern Arizona,Big Sky,Arizona State,3,40,2.0,1.0
2022,1,Emory Jones,Arizona State,Pac-12,Northern Arizona,40,3,152.0,18.0
2022,1,Braxton Burmeister,San Diego State,Mountain West,Arizona,20,38,51.0,10.0
2022,1,William Haskell,San Diego State,Mountain West,Arizona,20,38,11.0,6.0
2022,1,Jayden de Laura,Arizona,Pac-12,San Diego State,38,20,299.0,35.0
2022,1, Team,Fresno State,Mountain West,Cal Poly,35,7,0.0,1.0
2022,1,Jake Haener,Fresno State,Mountain West,Cal Poly,35,7,377.0,42.0
2022,1,Jaden Jones,Cal Poly,Big Sky,Fresno State,7,35,211.0,38.0
2022,1,Dante Chachere,Portland State,Big Sky,San José State,17,21,270.0,37.0
2022,1,Chevan Cordeiro,San José State,Mountain West,Portland State,21,17,239.0,30.0
2022,1,Miles Hastings,UC Davis,Big Sky,California,13,34,242.0,50.0
2022,1,Jack Plummer,California,Pac-12,UC Davis,34,13,268.0,35.0
2022,1,J.J. McCarthy,Michigan,Big Ten,Colorado State,51,7,30.0,4.0
2022,1,Cade McNamara,Michigan,Big Ten,Colorado State,51,7,136.0,18.0
2022,1,Alan Bowman,Michigan,Big Ten,Colorado State,51,7,40.0,6.0
2022,1,Clay Millen,Colorado State,Mountain West,Michigan,7,51,137.0,20.0
2022,1,Chandler Morris,TCU,Big 12,Colorado,38,13,111.0,20.0
2022,1,Max Duggan,TCU,Big 12,Colorado,38,13,27.0,3.0
2022,1,Brendon Lewis,Colorado,Pac-12,TCU,13,38,78.0,18.0
2022,1,JT Shrout,Colorado,Pac-12,TCU,13,38,157.0,23.0
2022,1,Romelo Williams,Central Connecticut,NEC,UConn,3,28,164.0,30.0
2022,1,Zion Turner,UConn,FBS Independents,Central Connecticut,28,3,172.0,22.0
2022,1,Cale Millen,UConn,FBS Independents,Central Connecticut,28,3,0.0,1.0
2022,1,Levi Williams,Utah State,Mountain West,UConn,31,20,0.0,1.0
2022,1,Brian Cobbs,Utah State,Mountain West,UConn,31,20,0.0,1.0
2022,1,Logan Bonner,Utah State,Mountain West,UConn,31,20,281.0,29.0
2022,1,Ta'Quan Roberson,UConn,FBS Independents,Utah State,20,31,10.0,2.0
2022,1,Zion Turner,UConn,FBS Independents,Utah State,20,31,109.0,31.0
2022,1,DJ Arroyo,Marist,Pioneer,Georgetown,12,43,0.0,3.0
2022,1,Brock Bagozzi,Marist,Pioneer,Georgetown,12,43,154.0,27.0
2022,1,Logan Brabham,Marist,Pioneer,Georgetown,12,43,8.0,1.0
2022,1,Pierce Holley,Georgetown,Patriot,Marist,43,12,175.0,24.0
2022,1,Tyler Knoop,Georgetown,Patriot,Marist,43,12,1.0,1.0
2022,1,Leonard Kelly,Nicholls,Southland,South Alabama,7,48,0.0,1.0
2022,1,Kohen Granier,Nicholls,Southland,South Alabama,7,48,106.0,27.0
2022,1,Desmond Trotter,South Alabama,Sun Belt,Nicholls,48,7,72.0,10.0
2022,1,Carter Bradley,South Alabama,Sun Belt,Nicholls,48,7,260.0,25.0
2022,1,Ben Bryant,Cincinnati,American Athletic,Arkansas,24,31,325.0,43.0
2022,1,KJ Jefferson,Arkansas,SEC,Cincinnati,31,24,223.0,26.0
2022,1,Victor Gabalis,Utah Tech,Western Athletic,Sacramento State,33,56,127.0,12.0
2022,1,Boone Abbott,Utah Tech,Western Athletic,Sacramento State,33,56,40.0,4.0
2022,1,Kobe Tracy,Utah Tech,Western Athletic,Sacramento State,33,56,339.0,40.0
2022,1,Jake Dunniway,Sacramento State,Big Sky,Utah Tech,56,33,141.0,25.0
2022,1,Kaiden Bennett,Sacramento State,Big Sky,Utah Tech,56,33,14.0,2.0
2022,1,Asher O'Hara,Sacramento State,Big Sky,Utah Tech,56,33,56.0,7.0
2022,1,Michael Brescia,Colgate,Patriot,Stanford,10,41,57.0,19.0
2022,1,Harry Kirk,Colgate,Patriot,Stanford,10,41,2.0,1.0
2022,1,Tanner McKee,Stanford,Pac-12,Colgate,41,10,308.0,27.0
2022,1,Ari Patu,Stanford,Pac-12,Colgate,41,10,20.0,3.0
2022,1,Matt McDonald,Bowling Green,Mid-American,UCLA,17,45,125.0,34.0
2022,1,Camden Orth,Bowling Green,Mid-American,UCLA,17,45,0.0,1.0
2022,1,CJ Lewis,Bowling Green,Mid-American,UCLA,17,45,0.0,1.0
2022,1,Dorian Thompson-Robinson,UCLA,Pac-12,Bowling Green,45,17,298.0,43.0
2022,1,Ethan Garbers,UCLA,Pac-12,Bowling Green,45,17,59.0,4.0
2022,1,Wiley Green,Rice,Conference USA,USC,14,66,69.0,13.0
2022,1,Tj McMahon,Rice,Conference USA,USC,14,66,65.0,15.0
2022,1,Caleb Williams,USC,Pac-12,Rice,66,14,249.0,22.0
2022,1, Team,USC,Pac-12,Rice,66,14,0.0,1.0
2022,1,Miller Moss,USC,Pac-12,Rice,66,14,81.0,7.0
2022,1,Cameron Rising,Utah,Pac-12,Florida,26,29,216.0,32.0
2022,1,Anthony Richardson,Florida,SEC,Utah,29,26,168.0,24.0
2022,1,Bo Nix,Oregon,Pac-12,Georgia,3,49,173.0,37.0
2022,1,Stetson Bennett,Georgia,SEC,Oregon,49,3,368.0,31.0
2022,1,Carson Beck,Georgia,SEC,Oregon,49,3,71.0,6.0
2022,1,Austin Reed,Western Kentucky,Conference USA,Hawai'i,49,17,271.0,31.0
