player_id,name,grp,season_t,team_t,conf_t,p4_t,grade_t,vol_t,team_t1,conf_t1,p4_t1,grade_t1,vol_t1,moved,jump,stars
134146,Neto Okpala,DL,2021,bostoncollege,ACC,1,68.0,47.0,bostoncollege,ACC,1,71.5,341.0,0,stay,
136842,Ridge Texada,DB,2021,northtexas,Conference USA,0,46.7,273.0,northtexas,Conference USA,0,77.1,979.0,0,stay,
138052,Marvin Pierre,LB,2021,kentstate,Mid-American,0,57.1,456.0,kentstate,Mid-American,0,75.8,716.0,0,stay,
139342,Rasheed Lyles,DL,2021,louisianatech,Conference USA,0,53.5,335.0,louisianatech,Conference USA,0,60.1,536.0,0,stay,
139455,Quinton Cage,DB,2021,lsu,SEC,1,54.3,68.0,utsa,Conference USA,0,66.3,149.0,1,P4>G5,3
142358,Malik Mustapha,DB,2021,wakeforest,ACC,1,62.9,288.0,wakeforest,ACC,1,71.2,507.0,0,stay,
143814,Shawn Asbury II,DB,2021,bostoncollege,ACC,1,77.3,74.0,olddominion,Sun Belt,0,65.8,330.0,1,P4>G5,3
143816,Jaylen Blackwell,LB,2021,bostoncollege,ACC,1,67.3,7.0,bostoncollege,ACC,1,54.8,207.0,0,stay,
143819,C.J. Burton,DB,2021,bostoncollege,ACC,1,64.3,183.0,bostoncollege,ACC,1,54.0,211.0,0,stay,
143820,Jalen Cheek,DB,2021,bostoncollege,ACC,1,62.8,7.0,bostoncollege,ACC,1,66.1,47.0,0,stay,
143821,Ty Clemons,DL,2021,bostoncollege,ACC,1,53.9,54.0,bostoncollege,ACC,1,61.7,153.0,0,stay,
143824,Donovan Ezeiruaku,DL,2021,bostoncollege,ACC,1,61.9,230.0,bostoncollege,ACC,1,83.1,528.0,0,stay,
143838,Bryce Steele,LB,2021,bostoncollege,ACC,1,51.1,170.0,bostoncollege,ACC,1,46.4,413.0,0,stay,
143843,Jalon Williams,DB,2021,bostoncollege,ACC,1,51.0,13.0,bostoncollege,ACC,1,60.2,100.0,0,stay,
143847,Trent Broadnax,DB,2021,duke,ACC,1,44.7,19.0,duke,ACC,1,60.0,1.0,0,stay,
143851,Placide Djungu-Sungu,DB,2021,duke,ACC,1,43.2,18.0,duke,ACC,1,69.1,38.0,0,stay,
143853,Tre Freeman,LB,2021,duke,ACC,1,60.0,1.0,duke,ACC,1,50.6,130.0,0,stay,
143855,Aaron Hall,DL,2021,duke,ACC,1,57.1,39.0,duke,ACC,1,59.2,87.0,0,stay,
143858,Brandon Johnson,DB,2021,duke,ACC,1,56.5,90.0,duke,ACC,1,74.1,810.0,0,stay,
143869,Joshua Pickett,DB,2021,duke,ACC,1,68.6,57.0,duke,ACC,1,56.7,640.0,0,stay,
143874,Shyheim Brown,DB,2021,floridastate,ACC,1,68.2,38.0,floridastate,ACC,1,72.7,442.0,0,stay,
143877,Omarion Cooper,DB,2021,floridastate,ACC,1,73.9,267.0,floridastate,ACC,1,54.7,336.0,0,stay,
143880,Joshua Farmer,DL,2021,floridastate,ACC,1,68.1,39.0,floridastate,ACC,1,69.4,324.0,0,stay,
143885,Kevin Knowles II,DB,2021,floridastate,ACC,1,59.8,568.0,floridastate,ACC,1,53.9,520.0,0,stay,
143888,Malakai Menzer,DL,2021,floridastate,ACC,1,60.1,2.0,floridastate,ACC,1,56.2,26.0,0,stay,
143893,Patrick Payton,DL,2021,floridastate,ACC,1,58.3,16.0,floridastate,ACC,1,70.8,367.0,0,stay,
143898,Hunter Washington,DB,2021,floridastate,ACC,1,60.5,20.0,mississippistate,SEC,1,40.0,34.0,1,within,4
143903,Zeek Biggers,DL,2021,georgiatech,ACC,1,60.4,51.0,georgiatech,ACC,1,54.5,278.0,0,stay,
143908,Noah Collins,DL,2021,georgiatech,ACC,1,53.2,60.0,georgiatech,ACC,1,59.1,207.0,0,stay,
143911,Kaleb Edwards,DB,2021,georgiatech,ACC,1,55.6,95.0,georgiatech,ACC,1,67.7,29.0,0,stay,
143928,Joshua Robinson,DL,2021,georgiatech,ACC,1,58.4,89.0,georgiatech,ACC,1,55.8,86.0,0,stay,
143931,Trenilyas Tatum,LB,2021,georgiatech,ACC,1,46.7,101.0,georgiatech,ACC,1,60.7,189.0,0,stay,
143938,Malik Curtis,DB,2021,miami,ACC,1,52.0,13.0,miami,ACC,1,43.0,23.0,0,stay,
143943,Allan Haye,DL,2021,miami,ACC,1,51.6,11.0,miami,ACC,1,51.2,26.0,0,stay,
143944,Jabari Ishmael,DL,2021,miami,ACC,1,62.3,10.0,miami,ACC,1,59.4,4.0,0,stay,
143946,Kamren Kinchens,DB,2021,miami,ACC,1,68.8,554.0,miami,ACC,1,90.0,706.0,0,stay,
143952,Chase Smith,LB,2021,miami,ACC,1,68.8,98.0,miami,ACC,1,56.3,12.0,0,stay,
143953,Leonard Taylor III,DL,2021,miami,ACC,1,71.7,200.0,miami,ACC,1,87.3,329.0,0,stay,
143955,James Williams,DB,2021,miami,ACC,1,63.6,384.0,miami,ACC,1,73.5,657.0,0,stay,
143956,RaRa Dillworth,LB,2021,northcarolina,ACC,1,79.1,33.0,northcarolina,ACC,1,38.8,119.0,0,stay,
143957,Dontae Balfour,DB,2021,northcarolina,ACC,1,64.7,13.0,northcarolina,ACC,1,47.1,60.0,0,stay,
143959,DeAndre Boykins,DB,2021,northcarolina,ACC,1,61.1,40.0,northcarolina,ACC,1,62.6,931.0,0,stay,
143961,Power Echols,LB,2021,northcarolina,ACC,1,58.5,155.0,northcarolina,ACC,1,62.2,871.0,0,stay,
143977,Jahvaree Ritzie,DL,2021,northcarolina,ACC,1,63.9,296.0,northcarolina,ACC,1,61.9,644.0,0,stay,
143979,Keeshawn Silver,DL,2021,northcarolina,ACC,1,62.7,11.0,northcarolina,ACC,1,68.8,25.0,0,stay,
143992,Caden Fordham,LB,2021,ncstate,ACC,1,43.6,25.0,ncstate,ACC,1,54.4,46.0,0,stay,
144015,Noah Biglow,DB,2021,pittsburgh,ACC,1,65.9,15.0,pittsburgh,ACC,1,63.9,17.0,0,stay,
144019,Elliot Donald,DL,2021,pittsburgh,ACC,1,60.9,5.0,pittsburgh,ACC,1,72.2,45.0,0,stay,
144025,Nahki Johnson,DL,2021,pittsburgh,ACC,1,55.2,13.0,pittsburgh,ACC,1,62.3,43.0,0,stay,
144033,Phillip O'Brien Jr.,DB,2021,pittsburgh,ACC,1,57.4,97.0,pittsburgh,ACC,1,61.3,105.0,0,stay,
144040,Duce Chestnut,DB,2021,syracuse,ACC,1,74.0,704.0,syracuse,ACC,1,76.3,699.0,0,stay,
144045,Elijah Fuentes-Cundiff,DL,2021,syracuse,ACC,1,68.4,18.0,syracuse,ACC,1,49.1,248.0,0,stay,
144047,Jatius Geer,DL,2021,syracuse,ACC,1,54.5,19.0,syracuse,ACC,1,44.8,557.0,0,stay,
144053,Terry Lockett Jr.,DL,2021,syracuse,ACC,1,57.0,173.0,syracuse,ACC,1,60.6,92.0,0,stay,
144080,Elijah Howard,DB,2021,virginiatech,ACC,1,64.5,10.0,virginiatech,ACC,1,46.7,13.0,0,stay,
144091,CJ McCray,DL,2021,virginiatech,ACC,1,57.3,29.0,virginiatech,ACC,1,70.9,355.0,0,stay,
144096,Cole Nelson,DL,2021,virginiatech,ACC,1,60.2,104.0,virginiatech,ACC,1,66.7,352.0,0,stay,
144106,Jalen Stroman,DB,2021,virginiatech,ACC,1,57.4,78.0,virginiatech,ACC,1,67.8,314.0,0,stay,
144109,Barrett Carter,LB,2021,clemson,ACC,1,57.1,183.0,clemson,ACC,1,81.4,835.0,0,stay,
144114,Cade Denhoff,DL,2021,clemson,ACC,1,59.7,1.0,clemson,ACC,1,62.1,19.0,0,stay,
144129,Andrew Mukuba,DB,2021,clemson,ACC,1,77.0,580.0,clemson,ACC,1,50.2,579.0,0,stay,
144131,Payton Page,DL,2021,clemson,ACC,1,54.7,75.0,clemson,ACC,1,67.7,217.0,0,stay,
144142,Jeremiah Trotter Jr.,LB,2021,clemson,ACC,1,71.4,58.0,clemson,ACC,1,86.9,684.0,0,stay,
144143,Nate Wiggins,DB,2021,clemson,ACC,1,67.6,128.0,clemson,ACC,1,77.9,772.0,0,stay,
144146,Caleb Banks,DL,2021,louisville,ACC,1,49.9,9.0,louisville,ACC,1,68.0,38.0,0,stay,
144147,Victoine Brown,DL,2021,louisville,ACC,1,53.7,6.0,louisville,ACC,1,59.5,2.0,0,stay,
144149,Rance Conner,DB,2021,louisville,ACC,1,57.2,45.0,louisville,ACC,1,72.6,43.0,0,stay,
144151,Ryheem Craig,DL,2021,louisville,ACC,1,67.4,8.0,louisville,ACC,1,77.5,43.0,0,stay,
144154,Ashton Gillotte,DL,2021,louisville,ACC,1,64.8,357.0,louisville,ACC,1,70.7,460.0,0,stay,
144157,Jackson Hamilton,LB,2021,louisville,ACC,1,66.9,5.0,louisville,ACC,1,61.0,13.0,0,stay,
144172,Benjamin Perry,DB,2021,louisville,ACC,1,70.1,6.0,louisville,ACC,1,63.9,456.0,0,stay,
144173,TJ Quinn,DB,2021,louisville,ACC,1,60.8,1.0,louisville,ACC,1,62.5,54.0,0,stay,
144174,Jack Reiger,LB,2021,louisville,ACC,1,51.3,2.0,louisville,ACC,1,60.9,12.0,0,stay,
144177,Kani Walker,DB,2021,louisville,ACC,1,56.1,15.0,oklahoma,Big 12,1,66.5,65.0,1,within,3
144181,Quincy Bryant,LB,2021,wakeforest,ACC,1,71.1,37.0,wakeforest,ACC,1,79.3,140.0,0,stay,
144192,Dylan Hazen,LB,2021,wakeforest,ACC,1,61.2,55.0,wakeforest,ACC,1,67.5,221.0,0,stay,
144208,Evan Slocum,DB,2021,wakeforest,ACC,1,75.3,194.0,wakeforest,ACC,1,52.4,458.0,0,stay,
144240,Bryon Threats,DB,2021,cincinnati,American Athletic,0,48.6,64.0,cincinnati,American Athletic,0,67.1,633.0,0,stay,
144249,Demarcus Griffin-Taylor,DB,2021,houston,American Athletic,0,63.7,10.0,houston,American Athletic,0,58.9,111.0,0,stay,
144261,Zy Brockington,DL,2021,memphis,American Athletic,0,66.3,120.0,memphis,American Athletic,0,60.3,246.0,0,stay,
144280,Greg Rubin,DB,2021,memphis,American Athletic,0,62.7,804.0,memphis,American Athletic,0,72.5,686.0,0,stay,
144281,Cameron Smith,DB,2021,memphis,American Athletic,0,64.7,96.0,memphis,American Athletic,0,63.1,276.0,0,stay,
144304,Tyler Fletcher,LB,2021,navy,American Athletic,0,54.9,300.0,navy,American Athletic,0,59.6,323.0,0,stay,
144326,Rayuan Lane III,DB,2021,navy,American Athletic,0,62.1,342.0,navy,American Athletic,0,43.6,706.0,0,stay,
144327,Elias Larry,DB,2021,navy,American Athletic,0,51.8,74.0,navy,American Athletic,0,54.2,447.0,0,stay,
144338,Colin Ramos,LB,2021,navy,American Athletic,0,47.7,48.0,navy,American Athletic,0,74.6,486.0,0,stay,
144339,Justin Reed,DL,2021,navy,American Athletic,0,65.8,37.0,navy,American Athletic,0,67.8,198.0,0,stay,
144352,Mbiti Williams Jr.,DB,2021,navy,American Athletic,0,73.8,64.0,navy,American Athletic,0,56.3,589.0,0,stay,
144358,Stone Eby,DL,2021,smu,American Athletic,0,56.7,17.0,smu,American Athletic,0,73.2,4.0,0,stay,
144373,Isaiah Nwokobia,DB,2021,smu,American Athletic,0,41.7,267.0,smu,American Athletic,0,66.6,114.0,0,stay,
144376,Je'lin Samuels,DL,2021,smu,American Athletic,0,59.0,2.0,smu,American Athletic,0,52.1,188.0,0,stay,
144385,Corey Palmer,DB,2021,temple,American Athletic,0,44.5,105.0,temple,American Athletic,0,66.6,54.0,0,stay,
144390,Balansama Kamara,DL,2021,temple,American Athletic,0,68.1,36.0,temple,American Athletic,0,56.0,180.0,0,stay,
144393,Jalen McMurray,DB,2021,temple,American Athletic,0,61.0,32.0,temple,American Athletic,0,80.6,654.0,0,stay,
144399,Jalen Satchell,DL,2021,temple,American Athletic,0,60.4,90.0,temple,American Athletic,0,67.2,307.0,0,stay,
144405,Jadon Canady,DB,2021,tulane,American Athletic,0,69.3,791.0,tulane,American Athletic,0,70.7,407.0,0,stay,
144407,Elijah Champaigne,DL,2021,tulane,American Athletic,0,59.0,9.0,tulane,American Athletic,0,50.9,45.0,0,stay,
144408,Jack Collins,LB,2021,tulane,American Athletic,0,49.1,4.0,tulane,American Athletic,0,61.3,1.0,0,stay,
144409,Keith Cooper Jr.,DL,2021,tulane,American Athletic,0,57.8,275.0,tulane,American Athletic,0,57.6,365.0,0,stay,
144411,Devean Deal,DL,2021,tulane,American Athletic,0,54.7,30.0,tulane,American Athletic,0,67.5,356.0,0,stay,
144413,Bailey Despanie,DB,2021,tulane,American Athletic,0,60.4,3.0,tulane,American Athletic,0,65.1,133.0,0,stay,
144416,Mandel Eugene Jr.,LB,2021,tulane,American Athletic,0,55.8,18.0,tulane,American Athletic,0,54.8,20.0,0,stay,
144420,Jean-Jacques Hunter,DB,2021,tulane,American Athletic,0,61.0,3.0,tulane,American Athletic,0,62.6,9.0,0,stay,
144426,Mike Lunz,DL,2021,tulane,American Athletic,0,60.7,7.0,tulane,American Athletic,0,68.6,6.0,0,stay,
144431,Corey Platt Jr.,LB,2021,tulane,American Athletic,0,59.4,24.0,tulane,American Athletic,0,80.2,205.0,0,stay,
144433,Matthew Remondet,DL,2021,tulane,American Athletic,0,58.9,2.0,tulane,American Athletic,0,61.4,3.0,0,stay,
144437,Austin Sybrandt,LB,2021,tulane,American Athletic,0,45.3,5.0,tulane,American Athletic,0,60.0,1.0,0,stay,
144443,Tyree Carlisle,DB,2021,tulsa,American Athletic,0,58.5,178.0,tulsa,American Athletic,0,64.2,567.0,0,stay,
144452,BJ Adams,DB,2021,ucf,American Athletic,0,62.3,407.0,ucf,American Athletic,0,69.1,460.0,0,stay,
144470,William Wells,DB,2021,ucf,American Athletic,0,54.5,58.0,ucf,American Athletic,0,58.8,38.0,0,stay,
144482,Davon Hicks,LB,2021,southflorida,American Athletic,0,40.8,4.0,southflorida,American Athletic,0,59.8,187.0,0,stay,
144494,De'Juan Sease,DL,2021,southflorida,American Athletic,0,65.4,1.0,southflorida,American Athletic,0,38.8,78.0,0,stay,
144522,Devin Lemear,DB,2021,baylor,Big 12,1,62.7,18.0,baylor,Big 12,1,76.2,799.0,0,stay,
144526,Tyrone Brown,LB,2021,baylor,Big 12,1,28.7,7.0,baylor,Big 12,1,51.6,183.0,0,stay,
144547,Tyler Onyedim,DL,2021,iowastate,Big 12,1,66.1,12.0,iowastate,Big 12,1,68.4,189.0,0,stay,
144548,Myles Purchase,DB,2021,iowastate,Big 12,1,65.3,126.0,iowastate,Big 12,1,63.6,647.0,0,stay,
144549,Beau Freyler,DB,2021,iowastate,Big 12,1,75.1,229.0,iowastate,Big 12,1,77.9,506.0,0,stay,
144550,Malik Verdon,DB,2021,iowastate,Big 12,1,59.6,2.0,iowastate,Big 12,1,67.1,96.0,0,stay,
144552,Myles Mendeszoon,LB,2021,iowastate,Big 12,1,54.7,5.0,iowastate,Big 12,1,54.8,38.0,0,stay,
144553,Joey Petersen,DL,2021,iowastate,Big 12,1,64.9,5.0,iowastate,Big 12,1,56.2,118.0,0,stay,
144555,Jayden Gray,DL,2021,iowastate,Big 12,1,62.1,5.0,iowastate,Big 12,1,62.7,13.0,0,stay,
144557,Kwinton Lassiter,DB,2021,kansas,Big 12,1,67.5,13.0,kansas,Big 12,1,65.6,54.0,0,stay,
144573,Cam'Ron Dabney,DB,2021,kansas,Big 12,1,61.0,170.0,kansas,Big 12,1,49.6,44.0,0,stay,
144575,Cobee Bryant,DB,2021,kansas,Big 12,1,64.6,417.0,kansas,Big 12,1,70.3,679.0,0,stay,
144581,O.J. Burroughs,DB,2021,kansas,Big 12,1,50.7,339.0,kansas,Big 12,1,70.4,627.0,0,stay,
144582,D.J. Withers,DL,2021,kansas,Big 12,1,46.7,13.0,kansas,Big 12,1,55.6,186.0,0,stay,
144583,Edwin White-Schultz,DB,2021,kansas,Big 12,1,60.1,51.0,kansas,Big 12,1,60.6,18.0,0,stay,
144584,Tommy Dunn Jr.,DL,2021,kansas,Big 12,1,50.1,3.0,kansas,Big 12,1,54.1,190.0,0,stay,
144605,Omar Daniels,DB,2021,kansasstate,Big 12,1,63.9,2.0,kansasstate,Big 12,1,65.2,122.0,0,stay,
144606,Marvin Martin,DB,2021,kansasstate,Big 12,1,61.8,66.0,southalabama,Sun Belt,0,64.5,95.0,1,P4>G5,3
144612,Krew Jackson,LB,2021,kansasstate,Big 12,1,63.1,3.0,kansasstate,Big 12,1,90.2,21.0,0,stay,
144619,Isaiah Coe,DL,2021,oklahoma,Big 12,1,70.6,187.0,oklahoma,Big 12,1,66.4,347.0,0,stay,
144630,Damond Harmon,DB,2021,oklahoma,Big 12,1,69.1,27.0,oklahoma,Big 12,1,51.8,163.0,0,stay,
144631,Clayton Smith,DL,2021,oklahoma,Big 12,1,64.3,44.0,oklahoma,Big 12,1,68.6,66.0,0,stay,
144632,Danny Stutsman,LB,2021,oklahoma,Big 12,1,62.7,141.0,oklahoma,Big 12,1,58.9,992.0,0,stay,
144636,Ethan Downs,DL,2021,oklahoma,Big 12,1,76.9,224.0,oklahoma,Big 12,1,78.2,584.0,0,stay,
144637,Kelvin Gilliam Jr.,DL,2021,oklahoma,Big 12,1,57.4,39.0,oklahoma,Big 12,1,61.8,99.0,0,stay,
144638,Billy Bowman Jr.,DB,2021,oklahoma,Big 12,1,54.1,362.0,oklahoma,Big 12,1,73.3,677.0,0,stay,
144639,Latrell McCutchin Sr.,DB,2021,oklahoma,Big 12,1,65.9,186.0,usc,Pac-12,1,65.1,354.0,1,within,
144647,Nathan Latu,DL,2021,oklahomastate,Big 12,1,57.2,74.0,oklahomastate,Big 12,1,86.3,147.0,0,stay,
144660,Ty Williams,DB,2021,oklahomastate,Big 12,1,60.0,1.0,oklahomastate,Big 12,1,57.6,23.0,0,stay,
144661,Lyrik Rawls,DB,2021,oklahomastate,Big 12,1,61.4,5.0,oklahomastate,Big 12,1,74.5,130.0,0,stay,
144662,Raymond Gay II,DB,2021,oklahomastate,Big 12,1,60.9,3.0,oklahomastate,Big 12,1,51.4,50.0,0,stay,
144663,De'kelvion Beamon,DB,2021,oklahomastate,Big 12,1,68.3,2.0,oklahomastate,Big 12,1,50.9,4.0,0,stay,
144664,Collin Oliver,DL,2021,oklahomastate,Big 12,1,77.0,374.0,oklahomastate,Big 12,1,71.5,461.0,0,stay,
144671,Aden Kelley,DL,2021,oklahomastate,Big 12,1,59.8,18.0,oklahomastate,Big 12,1,69.6,37.0,0,stay,
144672,Cam Smith,DB,2021,oklahomastate,Big 12,1,64.6,9.0,oklahomastate,Big 12,1,59.9,462.0,0,stay,
144678,Abe Camara,DB,2021,tcu,Big 12,1,60.7,7.0,tcu,Big 12,1,71.9,545.0,0,stay,
144701,D'Arco Perkins-McAllister,DB,2021,tcu,Big 12,1,56.9,8.0,tcu,Big 12,1,57.1,36.0,0,stay,
144702,Shad Banks Jr.,LB,2021,tcu,Big 12,1,73.4,90.0,tcu,Big 12,1,61.8,339.0,0,stay,
144713,Zimbalist Odhams III,DB,2021,tcu,Big 12,1,60.2,5.0,tcu,Big 12,1,60.3,4.0,0,stay,
144728,Ishmael Ibraheem,DB,2021,texas,Big 12,1,61.4,3.0,texas,Big 12,1,79.9,5.0,0,stay,
144729,JD Coffey III,DB,2021,texas,Big 12,1,49.6,35.0,texas,Big 12,1,63.8,52.0,0,stay,
144730,Jamier Johnson,DB,2021,texas,Big 12,1,64.7,13.0,texas,Big 12,1,59.7,175.0,0,stay,
144733,Morice Blackwell II,LB,2021,texas,Big 12,1,47.6,19.0,texas,Big 12,1,55.9,73.0,0,stay,
144734,D.J. Harris,DL,2021,texas,Big 12,1,56.3,14.0,texas,Big 12,1,66.7,5.0,0,stay,
144739,Barryn Sorrell,DL,2021,texas,Big 12,1,54.9,93.0,texas,Big 12,1,63.7,631.0,0,stay,
144771,E'Maurion Banks,DL,2021,texastech,Big 12,1,78.4,8.0,texastech,Big 12,1,63.3,31.0,0,stay,
144774,Caleb Coleman,DB,2021,westvirginia,Big 12,1,51.4,5.0,westvirginia,Big 12,1,52.6,74.0,0,stay,
144778,Avery Wilcox,DB,2021,westvirginia,Big 12,1,60.4,1.0,westvirginia,Big 12,1,31.6,3.0,0,stay,
144788,Andrew Wilson-Lamp,DB,2021,westvirginia,Big 12,1,76.9,19.0,westvirginia,Big 12,1,67.1,165.0,0,stay,
144791,Aubrey Burks,DB,2021,westvirginia,Big 12,1,63.7,32.0,westvirginia,Big 12,1,84.9,667.0,0,stay,
144792,Davis Mallinger,DB,2021,westvirginia,Big 12,1,65.6,21.0,westvirginia,Big 12,1,56.7,292.0,0,stay,
144794,Edward Vesterinen,DL,2021,westvirginia,Big 12,1,63.0,122.0,westvirginia,Big 12,1,58.1,252.0,0,stay,
144795,Brayden Dudley,DL,2021,westvirginia,Big 12,1,80.6,3.0,westvirginia,Big 12,1,56.6,18.0,0,stay,
144814,Tyler Strain,DB,2021,illinois,Big Ten,1,67.4,8.0,illinois,Big Ten,1,82.1,172.0,0,stay,
144815,DJ Johnson,DL,2021,illinois,Big Ten,1,59.3,36.0,louisianatech,Conference USA,0,54.9,9.0,1,P4>G5,3
144816,Dylan Rosiek,LB,2021,illinois,Big Ten,1,60.1,1.0,illinois,Big Ten,1,70.0,48.0,0,stay,
144841,Jordan Grier,DB,2021,indiana,Big Ten,1,69.5,17.0,indiana,Big Ten,1,47.1,82.0,0,stay,
144843,Matt Hohlt,LB,2021,indiana,Big Ten,1,63.0,2.0,indiana,Big Ten,1,58.8,141.0,0,stay,
144867,Cooper DeJean,DB,2021,iowa,Big Ten,1,65.5,11.0,iowa,Big Ten,1,88.5,814.0,0,stay,
144881,Gereme Spraggins,LB,2021,maryland,Big Ten,1,44.3,304.0,maryland,Big Ten,1,63.3,191.0,0,stay,
144900,Dante Trader Jr.,DB,2021,maryland,Big Ten,1,74.6,130.0,maryland,Big Ten,1,67.3,813.0,0,stay,
144901,Chop Robinson,DL,2021,maryland,Big Ten,1,64.3,263.0,pennstate,Big Ten,1,90.6,455.0,1,within,4
144902,Taizse Johnson,DL,2021,maryland,Big Ten,1,34.9,77.0,maryland,Big Ten,1,54.9,73.0,0,stay,
144903,Branden Jennings,LB,2021,maryland,Big Ten,1,59.0,228.0,ucf,American Athletic,0,52.6,57.0,1,P4>G5,4
144906,Tommy Akingbesote,DL,2021,maryland,Big Ten,1,53.1,60.0,maryland,Big Ten,1,48.5,224.0,0,stay,
144907,Corey Coley Jr.,DB,2021,maryland,Big Ten,1,61.1,230.0,maryland,Big Ten,1,56.8,291.0,0,stay,
144910,Darrell Jackson Jr.,DL,2021,maryland,Big Ten,1,57.2,225.0,miami,ACC,1,72.4,414.0,1,within,
144911,Zion Shockley,DL,2021,maryland,Big Ten,1,41.9,25.0,maryland,Big Ten,1,32.6,8.0,0,stay,
144932,Rod Moore,DB,2021,michigan,Big Ten,1,69.0,358.0,michigan,Big Ten,1,83.8,726.0,0,stay,
144933,Rayshaun Benny,DL,2021,michigan,Big Ten,1,61.2,16.0,michigan,Big Ten,1,73.8,164.0,0,stay,
144934,Tyler McLaurin,LB,2021,michigan,Big Ten,1,61.0,2.0,michigan,Big Ten,1,61.5,3.0,0,stay,
144935,Jaydon Hood,LB,2021,michigan,Big Ten,1,77.5,15.0,michigan,Big Ten,1,81.4,12.0,0,stay,
144938,T.J. Guy,DL,2021,michigan,Big Ten,1,51.8,11.0,michigan,Big Ten,1,74.7,47.0,0,stay,
144941,George Rooks,DL,2021,michigan,Big Ten,1,29.6,9.0,michigan,Big Ten,1,53.0,58.0,0,stay,
144942,Dominick Giudice,DL,2021,michigan,Big Ten,1,60.6,1.0,michigan,Big Ten,1,73.5,24.0,0,stay,
144946,Kendell Brooks,DB,2021,michiganstate,Big Ten,1,59.9,26.0,michiganstate,Big Ten,1,66.2,756.0,0,stay,
144956,Charles Brantley,DB,2021,michiganstate,Big Ten,1,68.1,172.0,michiganstate,Big Ten,1,59.2,694.0,0,stay,
144957,Ma'a Gaoteote,LB,2021,michiganstate,Big Ten,1,62.3,65.0,michiganstate,Big Ten,1,59.1,54.0,0,stay,
144962,Derrick Harmon,DL,2021,michiganstate,Big Ten,1,67.7,36.0,michiganstate,Big Ten,1,59.8,468.0,0,stay,
144980,Justin Walley,DB,2021,minnesota,Big Ten,1,75.5,471.0,minnesota,Big Ten,1,77.6,623.0,0,stay,
145012,Marques Buford Jr.,DB,2021,nebraska,Big Ten,1,75.9,19.0,nebraska,Big Ten,1,62.0,695.0,0,stay,
145045,Theran Johnson,DB,2021,northwestern,Big Ten,1,62.6,11.0,northwestern,Big Ten,1,57.7,247.0,0,stay,
145067,Jordan Hancock,DB,2021,ohiostate,Big Ten,1,63.5,31.0,ohiostate,Big Ten,1,44.5,103.0,0,stay,
145069,Reid Carrico,LB,2021,ohiostate,Big Ten,1,44.7,19.0,ohiostate,Big Ten,1,60.0,1.0,0,stay,
145070,Denzel Burke,DB,2021,ohiostate,Big Ten,1,68.8,734.0,ohiostate,Big Ten,1,67.9,585.0,0,stay,
145071,Jack Sawyer,DL,2021,ohiostate,Big Ten,1,66.0,173.0,ohiostate,Big Ten,1,74.0,329.0,0,stay,
145072,Andre Turrentine,DB,2021,ohiostate,Big Ten,1,53.5,10.0,tennessee,SEC,1,58.8,117.0,1,within,3
145074,JT Tuimoloau,DL,2021,ohiostate,Big Ten,1,60.4,286.0,ohiostate,Big Ten,1,75.1,503.0,0,stay,
145076,Michael Hall Jr.,DL,2021,ohiostate,Big Ten,1,60.4,35.0,ohiostate,Big Ten,1,80.3,266.0,0,stay,
145078,Bryce Prater,DL,2021,ohiostate,Big Ten,1,49.8,2.0,ohiostate,Big Ten,1,60.7,1.0,0,stay,
145080,Tyleik Williams,DL,2021,ohiostate,Big Ten,1,75.4,183.0,ohiostate,Big Ten,1,80.9,251.0,0,stay,
145085,Jordan van den Berg,DL,2021,pennstate,Big Ten,1,53.6,63.0,pennstate,Big Ten,1,64.2,170.0,0,stay,
145096,Kalen King,DB,2021,pennstate,Big Ten,1,66.4,279.0,pennstate,Big Ten,1,89.0,557.0,0,stay,
145097,Kobe King,LB,2021,pennstate,Big Ten,1,61.6,39.0,pennstate,Big Ten,1,55.9,310.0,0,stay,
145098,Jamari Buddin,LB,2021,pennstate,Big Ten,1,62.1,31.0,pennstate,Big Ten,1,57.4,52.0,0,stay,
145099,Zakee Wheatley,DB,2021,pennstate,Big Ten,1,72.4,11.0,pennstate,Big Ten,1,64.9,373.0,0,stay,
145100,Jaylen Reed,DB,2021,pennstate,Big Ten,1,68.6,106.0,pennstate,Big Ten,1,58.8,430.0,0,stay,
145106,Chris Jefferson,DB,2021,purdue,Big Ten,1,66.3,427.0,purdue,Big Ten,1,69.7,308.0,0,stay,
145120,Yannis Karlaftis,LB,2021,purdue,Big Ten,1,40.7,16.0,purdue,Big Ten,1,59.1,21.0,0,stay,
145124,Khordae Sydnor,DL,2021,purdue,Big Ten,1,58.6,19.0,purdue,Big Ten,1,65.3,346.0,0,stay,
145128,Max Patterson,DB,2021,rutgers,Big Ten,1,64.0,10.0,rutgers,Big Ten,1,59.1,22.0,0,stay,
145141,Alijah Clark,DB,2021,rutgers,Big Ten,1,58.2,46.0,syracuse,ACC,1,54.6,576.0,1,within,3
145143,Shaquan Loyal,DB,2021,rutgers,Big Ten,1,63.1,53.0,rutgers,Big Ten,1,71.3,202.0,0,stay,
145144,Desmond Igbinosun,DB,2021,rutgers,Big Ten,1,66.7,99.0,rutgers,Big Ten,1,61.2,565.0,0,stay,
145145,Austin Dean,LB,2021,rutgers,Big Ten,1,31.0,13.0,rutgers,Big Ten,1,61.5,133.0,0,stay,
