team,conf,unit,v1_pct,v2_pct,delta,dossier,cov
Miami (OH),Mid-American,LB,23.7,18.5,-5.2,38,1.0
Miami (OH),Mid-American,OL,9.1,5.3,-3.8,30,0.7
Miami (OH),Mid-American,QB,4.0,4.0,0.0,30,0.2
Miami (OH),Mid-American,RB,16.9,8.1,-8.8,26,0.8
Miami (OH),Mid-American,WRTE,8.2,2.2,-6.0,24,0.6
Michigan,Big Ten,DB,52.6,83.2,30.7,70,1.0
Michigan,Big Ten,DL,76.1,97.0,20.9,76,1.0
Michigan,Big Ten,LB,74.8,85.9,11.1,42,0.8
Michigan,Big Ten,OL,45.5,47.7,2.3,64,0.9
Michigan,Big Ten,QB,14.4,29.6,15.2,60,1.0
Michigan,Big Ten,RB,66.2,57.4,-8.8,71,1.0
Michigan,Big Ten,WRTE,32.1,41.8,9.7,56,0.8
Michigan State,Big Ten,DB,45.3,77.4,32.1,44,0.7
Michigan State,Big Ten,DL,69.4,82.8,13.4,44,1.0
Michigan State,Big Ten,LB,67.4,89.6,22.2,53,1.0
Michigan State,Big Ten,OL,53.8,39.4,-14.4,46,0.9
Michigan State,Big Ten,QB,53.6,49.6,-4.0,53,1.0
Michigan State,Big Ten,RB,38.2,47.8,9.6,48,1.0
Michigan State,Big Ten,WRTE,11.9,38.1,26.1,38,0.6
Middle Tennessee,Conference USA,DB,4.4,0.7,-3.6,42,1.0
Middle Tennessee,Conference USA,DL,7.5,3.0,-4.5,36,1.0
Middle Tennessee,Conference USA,LB,42.2,28.1,-14.1,44,0.5
Middle Tennessee,Conference USA,OL,14.4,26.5,12.1,30,1.0
Middle Tennessee,Conference USA,QB,56.0,36.8,-19.2,50,1.0
Middle Tennessee,Conference USA,RB,17.6,22.1,4.4,40,0.5
Middle Tennessee,Conference USA,WRTE,50.0,33.6,-16.4,42,1.0
Minnesota,Big Ten,DB,67.2,84.7,17.5,64,0.9
Minnesota,Big Ten,DL,70.9,91.0,20.1,64,1.0
Minnesota,Big Ten,LB,78.5,87.4,8.9,55,1.0
Minnesota,Big Ten,OL,57.6,50.0,-7.6,60,0.7
Minnesota,Big Ten,QB,55.2,43.2,-12.0,58,1.0
Minnesota,Big Ten,RB,58.1,50.0,-8.1,54,1.0
Minnesota,Big Ten,WRTE,42.5,28.4,-14.2,44,1.0
Mississippi State,SEC,DB,92.7,95.6,2.9,56,1.0
Mississippi State,SEC,DL,82.1,71.6,-10.4,44,1.0
Mississippi State,SEC,LB,65.2,75.6,10.4,46,1.0
Mississippi State,SEC,OL,82.6,95.5,12.9,44,1.0
Mississippi State,SEC,QB,94.4,94.4,0.0,54,1.0
Mississippi State,SEC,RB,80.9,88.2,7.4,52,1.0
Mississippi State,SEC,WRTE,65.7,80.6,14.9,50,1.0
Missouri,SEC,DB,65.7,75.2,9.5,50,1.0
Missouri,SEC,DL,94.0,88.8,-5.2,48,1.0
Missouri,SEC,LB,100.0,99.3,-0.7,54,1.0
Missouri,SEC,OL,100.0,100.0,0.0,58,1.0
Missouri,SEC,QB,74.4,85.6,11.2,50,1.0
Missouri,SEC,RB,100.0,100.0,0.0,72,1.0
Missouri,SEC,WRTE,94.8,96.3,1.5,52,1.0
Missouri State,Conference USA,DB,0.7,0.0,-0.7,42,0.5
Missouri State,Conference USA,DL,17.2,9.7,-7.5,42,0.5
Missouri State,Conference USA,LB,10.4,12.6,2.2,44,1.0
Missouri State,Conference USA,OL,28.8,27.3,-1.5,36,0.5
Missouri State,Conference USA,QB,24.0,23.2,-0.8,42,1.0
Missouri State,Conference USA,RB,33.1,32.4,-0.7,44,1.0
Missouri State,Conference USA,WRTE,44.0,35.1,-9.0,46,1.0
NC State,ACC,DB,39.4,50.4,10.9,46,0.8
NC State,ACC,DL,39.6,47.8,8.2,40,1.0
NC State,ACC,LB,56.3,56.3,0.0,42,1.0
NC State,ACC,OL,66.7,64.4,-2.3,46,1.0
NC State,ACC,QB,68.0,62.4,-5.6,54,1.0
NC State,ACC,RB,81.6,73.5,-8.1,56,1.0
NC State,ACC,WRTE,44.8,67.2,22.4,42,0.8
Navy,American Athletic,DB,15.3,14.6,-0.7,32,1.0
Navy,American Athletic,DL,3.7,7.5,3.7,18,0.8
Navy,American Athletic,LB,27.4,24.4,-3.0,40,0.7
Navy,American Athletic,OL,44.7,52.3,7.6,48,1.0
Navy,American Athletic,QB,99.2,67.2,-32.0,45,1.0
Navy,American Athletic,RB,22.8,53.7,30.9,40,1.0
Navy,American Athletic,WRTE,85.1,59.7,-25.4,38,0.7
Nebraska,Big Ten,DB,73.7,82.5,8.8,65,0.9
Nebraska,Big Ten,DL,62.7,76.1,13.4,46,1.0
Nebraska,Big Ten,LB,83.7,95.6,11.9,62,0.8
Nebraska,Big Ten,OL,65.2,48.5,-16.7,66,1.0
Nebraska,Big Ten,QB,36.8,51.2,14.4,62,1.0
Nebraska,Big Ten,RB,60.3,44.9,-15.4,40,1.0
Nebraska,Big Ten,WRTE,27.6,45.5,17.9,52,1.0
Nevada,Mountain West,DB,34.3,40.1,5.8,18,0.9
Nevada,Mountain West,DL,57.5,54.5,-3.0,26,0.9
Nevada,Mountain West,LB,37.0,37.0,0.0,12,0.8
Nevada,Mountain West,OL,36.4,22.0,-14.4,22,0.6
Nevada,Mountain West,QB,7.2,10.4,3.2,18,1.0
Nevada,Mountain West,RB,10.3,14.0,3.7,14,0.8
Nevada,Mountain West,WRTE,3.7,13.4,9.7,12,0.6
New Mexico,Mountain West,DB,21.2,38.0,16.8,26,0.9
New Mexico,Mountain West,DL,41.8,47.0,5.2,22,0.8
New Mexico,Mountain West,LB,63.7,50.4,-13.3,44,0.8
New Mexico,Mountain West,OL,12.9,20.5,7.6,24,0.6
New Mexico,Mountain West,QB,66.4,26.4,-40.0,34,0.8
New Mexico,Mountain West,RB,12.5,12.5,0.0,16,0.8
New Mexico,Mountain West,WRTE,31.3,17.2,-14.2,22,1.0
New Mexico State,Conference USA,DB,30.7,8.8,-21.9,44,1.0
New Mexico State,Conference USA,DL,9.0,3.7,-5.2,40,1.0
New Mexico State,Conference USA,LB,12.6,16.3,3.7,44,1.0
New Mexico State,Conference USA,OL,22.7,23.5,0.8,34,1.0
New Mexico State,Conference USA,QB,8.8,17.6,8.8,40,0.5
New Mexico State,Conference USA,RB,3.7,10.3,6.6,38,0.5
New Mexico State,Conference USA,WRTE,74.6,57.5,-17.2,42,0.5
North Carolina,ACC,DB,78.1,63.5,-14.6,48,1.0
North Carolina,ACC,DL,79.9,69.4,-10.4,52,0.8
North Carolina,ACC,LB,23.0,51.9,28.9,40,0.7
North Carolina,ACC,OL,62.9,67.4,4.5,44,0.8
North Carolina,ACC,QB,11.2,60.0,48.8,48,1.0
North Carolina,ACC,RB,48.5,63.2,14.7,50,1.0
North Carolina,ACC,WRTE,67.2,76.9,9.7,48,1.0
North Dakota State,Mountain West,DB,0.0,41.6,41.6,14,0.1
North Dakota State,Mountain West,OL,99.2,22.7,-76.5,20,0.1
North Dakota State,Mountain West,RB,6.6,19.1,12.5,16,0.2
North Dakota State,Mountain West,WRTE,1.5,14.2,12.7,12,0.3
North Texas,American Athletic,DB,61.3,40.9,-20.4,35,0.7
North Texas,American Athletic,DL,0.0,0.0,0.0,15,0.3
North Texas,American Athletic,LB,52.6,29.6,-23.0,40,0.7
North Texas,American Athletic,OL,83.3,62.1,-21.2,35,0.7
North Texas,American Athletic,RB,77.9,64.0,-14.0,52,0.5
North Texas,American Athletic,WRTE,77.6,67.9,-9.7,38,0.2
Northern Illinois,Mountain West,DB,2.9,18.2,15.3,12,0.3
Northern Illinois,Mountain West,DL,12.7,33.6,20.9,10,0.3
Northern Illinois,Mountain West,LB,11.9,32.6,20.7,10,0.5
Northern Illinois,Mountain West,OL,3.8,21.2,17.4,12,0.8
Northern Illinois,Mountain West,QB,2.4,8.0,5.6,20,0.5
Northern Illinois,Mountain West,RB,2.9,16.2,13.2,12,0.8
Northern Illinois,Mountain West,WRTE,14.9,19.4,4.5,16,0.8
Northwestern,Big Ten,DB,57.7,87.6,29.9,68,0.8
Northwestern,Big Ten,DL,67.2,86.6,19.4,52,0.9
Northwestern,Big Ten,LB,87.4,85.2,-2.2,52,1.0
Northwestern,Big Ten,OL,70.5,41.7,-28.8,46,0.8
Northwestern,Big Ten,QB,57.6,44.0,-13.6,52,1.0
Northwestern,Big Ten,RB,58.8,49.3,-9.6,58,1.0
Northwestern,Big Ten,WRTE,54.5,56.7,2.2,64,0.9
Notre Dame,FBS Independents,DB,100.0,80.3,-19.7,80,0.5
Notre Dame,FBS Independents,DL,84.3,61.9,-22.4,80,1.0
Notre Dame,FBS Independents,LB,71.9,48.1,-23.7,76,1.0
Notre Dame,FBS Independents,OL,6.1,1.5,-4.5,78,1.0
Notre Dame,FBS Independents,QB,80.8,47.2,-33.6,86,1.0
Notre Dame,FBS Independents,RB,14.0,6.6,-7.4,66,1.0
Notre Dame,FBS Independents,WRTE,81.3,50.0,-31.3,74,1.0
Ohio,Mid-American,DB,18.2,17.5,-0.7,22,0.5
Ohio,Mid-American,DL,16.4,12.7,-3.7,18,0.9
Ohio,Mid-American,LB,45.9,25.9,-20.0,40,0.7
Ohio,Mid-American,OL,18.2,10.6,-7.6,12,0.6
Ohio,Mid-American,QB,12.8,0.8,-12.0,22,0.5
Ohio,Mid-American,RB,2.2,0.7,-1.5,20,0.5
Ohio,Mid-American,WRTE,9.7,4.5,-5.2,16,0.6
Ohio State,Big Ten,DB,75.9,92.7,16.8,72,1.0
Ohio State,Big Ten,DL,88.8,91.8,3.0,76,0.9
Ohio State,Big Ten,LB,91.9,91.9,0.0,64,0.8
Ohio State,Big Ten,OL,56.8,60.6,3.8,80,1.0
Ohio State,Big Ten,QB,58.4,77.6,19.2,91,1.0
Ohio State,Big Ten,RB,69.1,55.1,-14.0,76,1.0
Ohio State,Big Ten,WRTE,61.9,58.2,-3.7,86,1.0
Oklahoma,SEC,DB,97.1,98.5,1.5,60,1.0
Oklahoma,SEC,DL,96.3,96.3,0.0,62,1.0
Oklahoma,SEC,LB,97.8,94.1,-3.7,56,1.0
Oklahoma,SEC,OL,91.7,94.7,3.0,54,1.0
Oklahoma,SEC,QB,59.2,80.0,20.8,62,1.0
Oklahoma,SEC,RB,77.2,83.8,6.6,52,1.0
Oklahoma,SEC,WRTE,88.8,93.3,4.5,58,1.0
Oklahoma State,Big 12,DB,77.4,60.6,-16.8,48,0.5
Oklahoma State,Big 12,DL,85.1,63.4,-21.6,45,0.8
Oklahoma State,Big 12,LB,92.6,74.1,-18.5,52,0.7
Oklahoma State,Big 12,OL,89.4,80.3,-9.1,44,0.2
Oklahoma State,Big 12,QB,61.6,84.0,22.4,62,1.0
Oklahoma State,Big 12,RB,99.3,98.5,-0.7,60,0.5
Oklahoma State,Big 12,WRTE,98.5,98.5,0.0,55,0.8
Old Dominion,Sun Belt,DB,81.8,48.9,-32.8,54,1.0
Old Dominion,Sun Belt,DL,17.9,13.4,-4.5,42,1.0
Old Dominion,Sun Belt,LB,62.2,47.4,-14.8,48,1.0
Old Dominion,Sun Belt,OL,8.3,33.3,25.0,40,0.5
Old Dominion,Sun Belt,QB,46.4,38.4,-8.0,44,1.0
Old Dominion,Sun Belt,RB,39.7,37.5,-2.2,46,1.0
Old Dominion,Sun Belt,WRTE,13.4,29.1,15.7,40,1.0
Ole Miss,SEC,DB,86.9,93.4,6.6,56,1.0
Ole Miss,SEC,DL,93.3,94.0,0.7,60,1.0
Ole Miss,SEC,LB,94.1,98.5,4.4,58,1.0
Ole Miss,SEC,OL,95.5,92.4,-3.0,54,1.0
Ole Miss,SEC,QB,98.4,100.0,1.6,70,1.0
Ole Miss,SEC,RB,96.3,99.3,2.9,68,0.7
Ole Miss,SEC,WRTE,91.0,91.8,0.7,56,1.0
Oregon,Big Ten,DB,50.4,85.4,35.0,74,0.9
Oregon,Big Ten,DL,87.3,99.3,11.9,90,1.0
Oregon,Big Ten,LB,96.3,93.3,-3.0,66,1.0
Oregon,Big Ten,OL,40.2,40.2,0.0,56,0.8
Oregon,Big Ten,QB,77.6,76.0,-1.6,89,0.7
Oregon,Big Ten,RB,83.1,61.0,-22.1,80,1.0
Oregon,Big Ten,WRTE,80.6,71.6,-9.0,80,0.8
Oregon State,Pac-12,DB,21.9,32.1,10.2,42,0.8
Oregon State,Pac-12,DL,51.5,44.8,-6.7,42,0.6
Oregon State,Pac-12,LB,48.1,44.4,-3.7,44,0.7
Oregon State,Pac-12,OL,47.0,12.9,-34.1,24,0.7
Oregon State,Pac-12,QB,3.2,6.4,3.2,34,0.7
Oregon State,Pac-12,RB,45.6,13.2,-32.4,32,1.0
Oregon State,Pac-12,WRTE,23.1,12.7,-10.4,30,0.6
Penn State,Big Ten,DB,64.2,86.1,21.9,70,1.0
Penn State,Big Ten,DL,55.2,79.9,24.6,60,0.9
Penn State,Big Ten,LB,81.5,92.6,11.1,68,1.0
Penn State,Big Ten,OL,69.7,43.9,-25.8,58,0.8
Penn State,Big Ten,QB,72.8,48.0,-24.8,74,1.0
Penn State,Big Ten,RB,47.1,47.1,0.0,68,1.0
Penn State,Big Ten,WRTE,59.0,40.3,-18.7,58,0.8
Pittsburgh,ACC,DB,84.7,68.6,-16.1,50,1.0
Pittsburgh,ACC,DL,78.4,66.4,-11.9,58,1.0
Pittsburgh,ACC,LB,65.9,62.2,-3.7,54,1.0
Pittsburgh,ACC,OL,84.1,75.0,-9.1,52,0.8
Pittsburgh,ACC,QB,23.2,32.8,9.6,52,1.0
Pittsburgh,ACC,RB,75.0,71.3,-3.7,56,1.0
Pittsburgh,ACC,WRTE,35.1,43.3,8.2,42,0.8
Purdue,Big Ten,DB,42.3,74.5,32.1,44,0.8
Purdue,Big Ten,DL,67.9,84.3,16.4,58,0.8
Purdue,Big Ten,LB,54.1,77.0,23.0,46,0.8
Purdue,Big Ten,OL,37.1,31.8,-5.3,38,0.9
Purdue,Big Ten,QB,52.8,52.8,0.0,44,0.3
Purdue,Big Ten,RB,61.8,43.4,-18.4,48,0.8
Purdue,Big Ten,WRTE,25.4,26.1,0.7,40,0.9
Rice,American Athletic,DB,10.9,5.1,-5.8,12,0.7
Rice,American Athletic,DL,29.1,26.1,-3.0,30,0.8
Rice,American Athletic,LB,32.6,17.0,-15.6,18,0.7
Rice,American Athletic,OL,39.4,56.8,17.4,42,1.0
Rice,American Athletic,QB,8.0,60.8,52.8,38,0.5
Rice,American Athletic,RB,42.6,45.6,2.9,48,1.0
Rice,American Athletic,WRTE,0.7,24.6,23.9,30,0.3
Rutgers,Big Ten,DB,13.1,73.7,60.6,36,0.7
Rutgers,Big Ten,DL,75.4,94.8,19.4,54,0.9
Rutgers,Big Ten,LB,73.3,83.7,10.4,54,0.8
Rutgers,Big Ten,OL,58.3,44.7,-13.6,50,0.8
Rutgers,Big Ten,QB,40.8,59.2,18.4,52,1.0
Rutgers,Big Ten,RB,67.6,58.1,-9.6,74,1.0
Rutgers,Big Ten,WRTE,24.6,36.6,11.9,60,0.9
SMU,ACC,DB,74.5,56.9,-17.5,52,1.0
SMU,ACC,DL,80.6,70.9,-9.7,52,1.0
SMU,ACC,LB,58.5,65.2,6.7,56,1.0
SMU,ACC,OL,87.9,81.8,-6.1,62,1.0
SMU,ACC,QB,86.4,81.6,-4.8,62,1.0
SMU,ACC,RB,57.4,66.9,9.6,54,1.0
SMU,ACC,WRTE,70.1,76.1,6.0,52,1.0
Sacramento State,Mid-American,DB,8.0,20.4,12.4,10,0.2
Sacramento State,Mid-American,DL,27.6,18.7,-9.0,10,0.6
Sacramento State,Mid-American,LB,0.7,3.7,3.0,16,0.3
Sacramento State,Mid-American,QB,0.8,0.0,-0.8,20,0.2
Sacramento State,Mid-American,RB,23.5,7.4,-16.2,14,0.2
Sacramento State,Mid-American,WRTE,15.7,3.7,-11.9,10,0.5
Sam Houston,Conference USA,DB,22.6,5.8,-16.8,40,0.5
Sam Houston,Conference USA,DL,40.3,22.4,-17.9,40,0.5
Sam Houston,Conference USA,RB,24.3,28.7,4.4,46,0.5
San Diego State,Pac-12,DB,43.1,43.1,0.0,34,0.6
San Diego State,Pac-12,DL,43.3,40.3,-3.0,44,0.9
San Diego State,Pac-12,LB,82.2,48.9,-33.3,42,0.5
San Diego State,Pac-12,OL,22.0,18.9,-3.0,40,0.6
San Diego State,Pac-12,QB,20.0,18.4,-1.6,34,0.5
San Diego State,Pac-12,RB,30.1,27.9,-2.2,52,1.0
San Diego State,Pac-12,WRTE,26.1,23.9,-2.2,42,1.0
San José State,Mountain West,DB,24.1,35.8,11.7,12,0.4
San José State,Mountain West,DL,22.4,29.1,6.7,16,0.8
San José State,Mountain West,LB,25.9,37.8,11.9,14,0.7
San José State,Mountain West,OL,15.9,17.4,1.5,14,0.8
San José State,Mountain West,QB,6.4,4.8,-1.6,20,1.0
San José State,Mountain West,RB,27.2,21.3,-5.9,16,0.8
San José State,Mountain West,WRTE,37.3,20.9,-16.4,16,1.0
South Alabama,Sun Belt,DB,65.0,47.4,-17.5,44,1.0
South Alabama,Sun Belt,DL,13.4,11.9,-1.5,38,1.0
South Alabama,Sun Belt,LB,46.7,40.7,-5.9,42,1.0
South Alabama,Sun Belt,OL,27.3,32.6,5.3,38,0.5
South Alabama,Sun Belt,QB,40.0,35.2,-4.8,46,1.0
South Alabama,Sun Belt,RB,79.4,58.8,-20.6,52,1.0
South Alabama,Sun Belt,WRTE,36.6,41.0,4.5,42,1.0
South Carolina,SEC,DB,85.4,89.1,3.6,52,1.0
South Carolina,SEC,DL,90.3,85.1,-5.2,56,1.0
South Carolina,SEC,LB,86.7,79.3,-7.4,48,0.8
South Carolina,SEC,OL,68.9,87.1,18.2,44,0.8
South Carolina,SEC,QB,93.6,93.6,0.0,56,1.0
South Carolina,SEC,RB,72.1,83.1,11.0,48,0.7
South Carolina,SEC,WRTE,64.9,82.8,17.9,52,1.0
South Florida,American Athletic,DB,35.8,33.6,-2.2,30,0.8
South Florida,American Athletic,DL,99.3,43.3,-56.0,35,0.5
South Florida,American Athletic,LB,79.3,22.2,-57.0,30,0.3
South Florida,American Athletic,QB,76.0,63.2,-12.8,48,0.5
South Florida,American Athletic,RB,28.7,42.6,14.0,38,0.3
South Florida,American Athletic,WRTE,43.3,51.5,8.2,48,0.8
Southern Miss,Sun Belt,DB,32.8,25.5,-7.3,44,1.0
Southern Miss,Sun Belt,LB,2.2,10.4,8.1,40,0.5
Southern Miss,Sun Belt,OL,54.5,55.3,0.8,40,0.5
Southern Miss,Sun Belt,QB,36.0,45.6,9.6,42,1.0
Southern Miss,Sun Belt,RB,8.1,30.1,22.1,40,1.0
Southern Miss,Sun Belt,WRTE,35.8,38.8,3.0,44,0.5
Stanford,ACC,DB,62.8,62.8,0.0,50,1.0
Stanford,ACC,DL,45.5,51.5,6.0,44,1.0
Stanford,ACC,LB,68.1,69.6,1.5,54,1.0
Stanford,ACC,OL,50.0,59.1,9.1,40,1.0
Stanford,ACC,QB,64.0,68.0,4.0,42,1.0
Stanford,ACC,RB,82.4,77.9,-4.4,56,1.0
Stanford,ACC,WRTE,73.1,78.4,5.2,44,0.4
Syracuse,ACC,DB,54.0,54.7,0.7,50,1.0
Syracuse,ACC,DL,46.3,52.2,6.0,36,0.9
Syracuse,ACC,LB,25.2,49.6,24.4,34,1.0
Syracuse,ACC,OL,31.8,56.1,24.2,42,1.0
Syracuse,ACC,QB,38.4,42.4,4.0,52,1.0
Syracuse,ACC,RB,37.5,52.9,15.4,30,0.5
Syracuse,ACC,WRTE,38.1,55.2,17.2,32,0.9
TCU,Big 12,DB,62.0,66.4,4.4,52,1.0
TCU,Big 12,DL,73.9,70.1,-3.7,58,0.8
TCU,Big 12,LB,57.8,67.4,9.6,42,1.0
TCU,Big 12,OL,86.4,84.1,-2.3,52,0.6
TCU,Big 12,RB,86.0,86.0,0.0,52,0.5
TCU,Big 12,WRTE,85.8,88.1,2.2,50,0.5
Temple,American Athletic,DB,1.5,6.6,5.1,14,1.0
Temple,American Athletic,DL,0.7,2.2,1.5,15,0.4
Temple,American Athletic,LB,6.7,14.8,8.1,25,0.7
Temple,American Athletic,OL,78.0,68.9,-9.1,58,1.0
Temple,American Athletic,RB,84.6,64.7,-19.9,40,0.5
Temple,American Athletic,WRTE,95.5,90.3,-5.2,55,0.6
Tennessee,SEC,DB,89.1,96.4,7.3,54,1.0
Tennessee,SEC,DL,92.5,79.1,-13.4,50,1.0
Tennessee,SEC,LB,88.9,80.7,-8.1,58,1.0
Tennessee,SEC,OL,97.7,99.2,1.5,58,1.0
Tennessee,SEC,QB,32.8,83.2,50.4,46,1.0
Tennessee,SEC,RB,97.8,96.3,-1.5,60,1.0
Tennessee,SEC,WRTE,91.8,95.5,3.7,56,1.0
Texas,SEC,DB,93.4,94.9,1.5,56,1.0
Texas,SEC,DL,73.1,74.6,1.5,62,1.0
Texas,SEC,LB,83.0,97.0,14.1,56,1.0
Texas,SEC,QB,89.6,97.6,8.0,64,1.0
Texas,SEC,RB,92.6,95.6,2.9,60,1.0
Texas A&M,SEC,DB,83.2,92.0,8.8,58,1.0
Texas A&M,SEC,DL,94.8,89.6,-5.2,56,1.0
Texas A&M,SEC,LB,91.1,100.0,8.9,52,1.0
Texas A&M,SEC,OL,90.2,91.7,1.5,52,1.0
Texas A&M,SEC,QB,67.2,84.8,17.6,58,1.0
Texas A&M,SEC,RB,86.8,91.9,5.1,54,1.0
Texas A&M,SEC,WRTE,93.3,97.0,3.7,58,1.0
Texas State,Pac-12,DB,27.0,38.7,11.7,36,0.8
Texas State,Pac-12,DL,32.1,41.0,9.0,30,0.8
Texas State,Pac-12,LB,14.1,40.0,25.9,32,1.0
Texas State,Pac-12,OL,84.8,24.2,-60.6,44,1.0
Texas State,Pac-12,QB,35.2,28.0,-7.2,58,1.0
Texas State,Pac-12,RB,50.7,25.0,-25.7,46,1.0
Texas State,Pac-12,WRTE,41.0,29.9,-11.2,54,0.9
Texas Tech,Big 12,DB,97.8,90.5,-7.3,70,0.8
Texas Tech,Big 12,DL,100.0,100.0,0.0,65,0.8
Texas Tech,Big 12,LB,98.5,78.5,-20.0,62,0.7
Texas Tech,Big 12,OL,94.7,90.2,-4.5,60,0.8
Texas Tech,Big 12,QB,62.4,75.2,12.8,50,1.0
Texas Tech,Big 12,RB,90.4,92.6,2.2,72,1.0
Texas Tech,Big 12,WRTE,92.5,94.0,1.5,62,0.8
Toledo,Mid-American,DB,16.1,16.8,0.7,16,0.6
Toledo,Mid-American,DL,11.9,19.4,7.5,18,0.8
Toledo,Mid-American,LB,13.3,7.4,-5.9,16,0.4
Toledo,Mid-American,OL,10.6,6.1,-4.5,14,0.6
Toledo,Mid-American,QB,32.0,15.2,-16.8,22,0.3
Toledo,Mid-American,RB,7.4,5.1,-2.2,16,0.6
Toledo,Mid-American,WRTE,3.0,3.0,0.0,16,0.4
Troy,Sun Belt,DB,5.1,2.9,-2.2,44,1.0
Troy,Sun Belt,DL,35.8,28.4,-7.5,46,1.0
Troy,Sun Belt,LB,24.4,27.4,3.0,42,1.0
Troy,Sun Belt,OL,37.9,38.6,0.8,40,1.0
Troy,Sun Belt,QB,50.4,40.8,-9.6,46,1.0
Troy,Sun Belt,RB,14.7,25.7,11.0,42,0.5
Troy,Sun Belt,WRTE,53.0,37.3,-15.7,42,1.0
Tulane,American Athletic,DB,17.5,11.7,-5.8,42,0.8
Tulane,American Athletic,DL,41.0,30.6,-10.4,35,0.2
Tulane,American Athletic,LB,0.0,0.0,0.0,28,0.7
Tulane,American Athletic,OL,42.4,46.2,3.8,30,0.5
Tulane,American Athletic,RB,32.4,51.5,19.1,58,0.7
Tulane,American Athletic,WRTE,61.2,61.2,0.0,46,0.6
Tulsa,American Athletic,DB,54.7,46.7,-8.0,58,1.0
Tulsa,American Athletic,DL,36.6,34.3,-2.2,40,0.8
Tulsa,American Athletic,LB,14.8,14.1,-0.7,33,0.7
Tulsa,American Athletic,OL,47.7,53.0,5.3,38,0.3
Tulsa,American Athletic,QB,17.6,28.8,11.2,45,1.0
Tulsa,American Athletic,RB,85.3,80.1,-5.1,50,0.5
UAB,American Athletic,DB,11.7,8.0,-3.6,15,0.6
UAB,American Athletic,DL,18.7,16.4,-2.2,16,0.5
UAB,American Athletic,LB,8.1,6.7,-1.5,25,0.7
UAB,American Athletic,OL,64.4,65.9,1.5,45,0.7
UAB,American Athletic,QB,65.6,61.6,-4.0,42,1.0
UAB,American Athletic,RB,59.6,60.3,0.7,48,0.5
UAB,American Athletic,WRTE,39.6,44.0,4.5,38,0.7
UCF,Big 12,DB,73.0,70.8,-2.2,58,1.0
UCF,Big 12,DL,95.5,73.1,-22.4,48,0.5
UCF,Big 12,LB,59.3,71.1,11.9,52,0.7
UCF,Big 12,OL,30.3,82.6,52.3,40,0.8
UCF,Big 12,QB,27.2,44.8,17.6,52,1.0
UCF,Big 12,RB,36.8,68.4,31.6,46,0.5
UCF,Big 12,WRTE,88.1,89.6,1.5,48,0.7
UCLA,Big Ten,DB,49.6,81.8,32.1,66,1.0
UCLA,Big Ten,DL,59.0,93.3,34.3,56,0.8
UCLA,Big Ten,LB,80.0,90.4,10.4,60,0.8
UCLA,Big Ten,OL,26.5,30.3,3.8,42,0.9
UCLA,Big Ten,QB,64.8,64.0,-0.8,60,0.3
UCLA,Big Ten,RB,64.7,44.1,-20.6,60,1.0
UCLA,Big Ten,WRTE,32.8,26.9,-6.0,52,0.9
UConn,FBS Independents,DB,69.3,52.6,-16.8,44,1.0
UConn,FBS Independents,DL,68.7,50.0,-18.7,46,1.0
UConn,FBS Independents,LB,39.3,36.3,-3.0,50,1.0
UConn,FBS Independents,OL,9.8,0.8,-9.1,48,1.0
UConn,FBS Independents,QB,88.8,36.0,-52.8,46,1.0
UConn,FBS Independents,RB,20.6,2.2,-18.4,48,1.0
UConn,FBS Independents,WRTE,0.0,0.0,0.0,46,1.0
UL Monroe,Sun Belt,DB,44.5,21.2,-23.4,40,0.5
UL Monroe,Sun Belt,LB,97.0,28.9,-68.1,44,0.5
UL Monroe,Sun Belt,RB,41.2,40.4,-0.7,40,0.5
UL Monroe,Sun Belt,WRTE,46.3,46.3,0.0,40,1.0
UNLV,Mountain West,DB,27.7,36.5,8.8,20,1.0
UNLV,Mountain West,DL,42.5,38.8,-3.7,18,1.0
UNLV,Mountain West,LB,51.9,43.0,-8.9,16,0.8
UNLV,Mountain West,OL,32.6,19.7,-12.9,20,0.9
UNLV,Mountain West,QB,44.0,20.0,-24.0,36,0.7
UNLV,Mountain West,RB,27.9,31.6,3.7,30,1.0
UNLV,Mountain West,WRTE,9.0,11.9,3.0,16,1.0
USC,Big Ten,DB,60.6,79.6,19.0,68,0.8
USC,Big Ten,DL,76.9,87.3,10.4,72,1.0
USC,Big Ten,LB,75.6,84.4,8.9,66,0.8
USC,Big Ten,OL,25.0,34.1,9.1,54,1.0
USC,Big Ten,QB,76.8,66.4,-10.4,80,1.0
USC,Big Ten,RB,65.4,55.9,-9.6,72,1.0
USC,Big Ten,WRTE,47.8,47.8,0.0,68,0.8
UTEP,Mountain West,DB,6.6,35.0,28.5,14,0.7
UTEP,Mountain West,DL,6.7,29.9,23.1,10,0.6
UTEP,Mountain West,LB,5.2,45.9,40.7,14,0.8
UTEP,Mountain West,OL,13.6,14.4,0.8,8,0.5
UTEP,Mountain West,QB,1.6,20.8,19.2,16,0.2
UTEP,Mountain West,RB,19.9,18.4,-1.5,12,1.0
UTEP,Mountain West,WRTE,14.2,15.7,1.5,12,0.8
UTSA,American Athletic,DB,47.4,27.0,-20.4,23,0.5
UTSA,American Athletic,DL,20.9,20.1,-0.7,18,0.3
UTSA,American Athletic,LB,37.8,23.0,-14.8,30,1.0
UTSA,American Athletic,OL,18.9,29.5,10.6,30,0.7
