player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Mitch Davidson,138334,QB,YNGTOWN ST,10,67.3,202,211,10.1,2.61,1,18,8.0,57.8,122,0,74,10.3,248,14,0.09,81,353,69.2,83.3,80.0,68.9,1,1,262,1,45.6,17.6,99.4,5.2,13,21,3,4,12,6,2.3,1627,7.7
Trazon Connley,75885,QB,PRVIEW A&M,10,67.0,197,209,10.1,2.93,1,10,4.6,57.9,121,0,81,8.3,272,11,-0.02,86,270,53.1,72.3,66.7,69.8,0,6,283,0,41.9,22.2,85.0,6.6,18,44,0,11,11,12,4.2,1459,7.0
BeSean McCray,78471,QB,SOUTHERN U,12,68.5,184,208,10.4,2.9,6,9,4.2,58.7,122,0,81,3.2,267,4,-0.08,78,297,58.1,66.1,57.1,71.9,4,9,276,0,39.6,24.7,86.4,7.5,20,39,0,14,13,10,3.6,1627,7.8
Xavier Lankford,142724,QB,ALAB A&M,10,67.2,183,208,10.1,2.58,6,8,3.7,55.3,115,0,96,6.5,245,8,-0.22,72,104,50.0,67.1,63.0,67.6,8,7,255,2,39.2,18.8,71.0,7.3,18,18,0,11,6,13,5.1,1360,6.5
Keegan Shoemaker,108983,QB,SM HOUSTON,7,57.5,193,205,11.4,2.52,3,9,4.0,46.8,96,0,61,13.5,223,15,-0.07,60,281,60.8,73.1,66.1,77.3,3,5,242,2,38.1,9.8,63.6,2.7,6,12,1,5,6,10,4.1,1129,5.5
Zion Webb,63555,QB,JVILLE ST,11,64.0,189,202,11.3,2.41,8,13,6.2,54.5,110,0,54,9.1,224,11,0.01,71,196,38.4,81.5,72.6,79.0,1,9,232,4,39.7,20.4,80.9,4.9,11,11,1,3,10,7,3.0,1722,8.5
Hunter Hays,141593,QB,IDAHO ST,8,71.7,191,200,7.9,2.49,4,1,0.5,62.5,125,0,80,8.8,238,12,-0.05,66,186,50.7,69.6,63.3,73.6,3,6,246,2,42.0,22.5,76.0,7.6,18,20,1,1,5,9,3.7,1249,6.2
Aaron Allen,78494,QB,ALCORN ST,8,74.3,183,197,9.4,2.7,2,7,3.4,62.4,123,0,83,9.6,236,13,-0.1,66,107,65.8,73.7,72.4,61.5,2,7,244,0,39.4,22.9,82.8,8.1,19,20,0,10,8,6,2.5,1415,7.2
Eli Sawyer,141870,QB,SE LA,10,76.6,184,197,8.8,2.45,4,9,4.5,61.9,122,0,46,13.5,215,19,0.15,72,294,21.8,78.2,81.9,28.2,0,1,218,0,49.3,28.3,104.3,6.0,13,4,1,8,11,10,4.6,1615,8.2
Derek Green,77646,QB,LIUSHAR,7,74.4,176,188,7.4,2.64,1,5,2.6,63.8,120,0,72,8.4,214,11,-0.13,64,1298,22.5,57.1,62.5,46.3,6,7,223,2,43.5,18.1,74.5,6.1,13,13,0,5,4,9,4.0,1246,6.6
Eric Rodriguez,160057,QB,TXAMEA,7,75.1,169,186,8.5,2.56,5,9,4.7,61.8,115,0,65,9.4,217,12,0.18,72,1139,44.1,75.4,76.1,63.9,4,6,222,2,45.2,23.1,103.1,6.9,15,16,1,7,16,10,4.5,1529,8.2
Nate Hayden,162247,QB,PRESBYTERN,8,62.8,180,184,10.3,2.6,3,8,4.1,55.4,102,0,81,9.7,222,11,-0.14,59,271,47.0,55.0,52.7,62.8,0,7,233,2,37.4,29.6,74.6,10.8,24,13,0,1,7,13,5.6,1302,7.1
Caden Bell,71181,QB,COLUMBIA,9,67.7,164,176,10.7,2.67,3,12,6.4,59.7,105,0,57,5.4,209,6,0.01,57,145,38.2,60.7,61.9,54.0,0,4,221,1,37.8,21.1,89.5,5.7,12,21,0,9,10,7,3.2,1194,6.8
Kobe Tracy,141317,QB,UTAHTC,5,63.1,160,171,13.3,3.0,1,10,5.5,51.5,88,0,74,12.9,198,13,0.06,58,1285,75.5,63.0,62.4,61.5,4,3,210,2,39.9,14.9,85.7,5.6,11,16,0,6,9,6,2.9,1252,7.3
Ethan Grady,149266,QB,BUCKNELL,6,55.3,152,170,9.0,2.53,3,3,1.7,43.5,74,0,57,11.9,174,10,-0.44,33,125,35.4,49.8,52.3,37.6,3,5,181,4,34.5,5.3,47.1,1.7,3,0,0,12,2,9,5.0,696,4.1
Zach Tanner,159923,QB,ROB MORRIS,6,60.0,150,165,9.5,2.88,3,7,4.0,47.9,79,0,75,12.2,202,11,-0.52,37,277,64.2,51.5,49.1,65.6,3,10,215,1,28.2,32.0,43.0,11.9,24,13,0,9,3,8,3.7,802,4.9
Daron Bryden,148436,QB,STNY BROOK,9,58.4,149,164,10.2,2.55,3,7,4.1,48.8,80,0,51,8.0,187,7,-0.32,48,303,75.1,54.4,52.8,61.4,1,8,195,1,35.3,33.3,61.0,9.1,17,5,2,9,7,10,5.1,960,5.9
Cole Gonzales,159939,QB,W CAROLINA,7,70.5,156,164,10.6,2.81,3,5,2.9,62.8,103,0,65,6.4,186,7,0.05,60,344,33.2,69.5,66.9,64.8,1,7,199,0,44.1,15.4,93.4,5.4,10,12,1,3,11,12,6.0,1353,8.3
Dematrius Davis Jr.,146660,QB,ALABAMA ST,9,67.5,151,163,9.3,3.07,3,7,4.0,58.9,96,0,91,5.9,210,6,-0.08,62,105,25.1,63.1,54.9,73.5,1,4,223,3,42.4,28.6,84.2,12.4,26,20,0,8,7,11,4.9,1133,7.0
Knox Kadum,99578,QB,MCNEESE,7,59.5,153,160,9.1,2.65,4,5,3.0,50.6,81,0,64,11.0,204,10,-0.54,43,217,55.5,36.5,32.1,63.3,0,10,212,2,31.4,46.9,56.0,14.7,30,14,0,3,6,17,8.0,971,6.1
C.J. Henry,155870,QB,DELWARE ST,8,71.6,141,151,7.0,2.56,3,4,2.5,62.3,94,0,62,6.9,191,7,-0.22,48,152,54.5,55.0,57.9,50.4,2,4,205,2,35.1,38.7,91.6,12.6,24,15,0,5,9,5,2.4,1045,6.9
Julian Calvez,167101,QB,GRAMBLING,10,58.4,137,151,11.2,2.74,3,5,3.1,40.4,61,1,79,23.8,210,19,-0.31,39,177,28.8,51.5,49.5,62.7,1,6,223,5,33.8,30.4,48.6,11.4,24,35,0,10,5,10,4.5,667,4.4
Luca Stanzani,159449,QB,LIUSHAR,8,65.7,143,151,11.3,2.83,5,14,8.6,58.3,88,0,69,6.4,172,6,0.03,50,1298,57.0,76.7,77.9,62.9,0,4,185,3,40.7,8.7,102.4,3.5,6,14,0,3,13,3,1.6,1237,8.2
Cade Chambers,148066,QB,INDIANA ST,7,55.6,135,149,11.2,2.56,3,3,1.9,43.6,65,0,51,13.3,172,10,-0.11,48,191,41.4,46.7,42.2,62.9,4,3,178,2,36.0,23.5,74.2,7.0,12,10,2,5,8,9,5.1,939,6.3
Quincy Casey,104763,QB,ALAB A&M,9,68.8,138,147,9.0,2.45,0,4,2.6,59.2,87,0,47,8.4,165,8,-0.19,50,104,52.6,52.3,54.3,46.5,5,8,174,1,41.8,17.0,68.4,4.8,8,10,1,3,5,10,5.7,1001,6.8
Gavin McCusker,148580,QB,MERRIMACK,10,59.1,132,145,13.3,2.95,3,6,3.8,46.9,68,0,72,12.8,176,10,0.0,53,385,77.0,69.0,63.3,72.6,1,3,190,1,37.5,16.7,84.9,6.8,12,18,1,8,10,6,3.2,1023,7.1
Nick Semptimphelter,142984,QB,BUCKNELL,6,62.0,129,140,9.8,2.93,1,6,4.1,52.9,74,0,76,7.5,177,6,-0.33,49,125,51.0,59.3,59.2,57.7,0,4,185,1,32.8,23.7,66.3,10.2,18,19,0,10,4,9,4.9,756,5.4
Joe Green,101283,QB,COLUMBIA,5,68.4,133,138,8.6,2.35,1,6,4.1,63.8,88,0,41,3.3,156,3,-0.1,42,145,73.9,57.9,59.5,48.4,1,6,164,0,41.0,12.2,82.3,3.2,5,13,1,2,7,6,3.7,938,6.8
Carson Camp,141837,QB,S DAKOTA,7,68.0,128,138,8.5,2.85,3,5,3.5,55.8,77,0,71,11.5,182,10,-0.31,42,291,29.5,46.6,53.0,43.1,0,5,185,5,34.6,38.0,70.6,14.8,27,16,0,7,4,11,5.9,908,6.6
Ross Malmgren,104757,QB,CHARLES SO,4,64.1,131,137,8.2,2.2,1,4,2.8,59.1,81,0,35,3.6,152,3,-0.31,31,135,45.5,51.1,54.7,39.9,3,5,161,2,33.6,22.9,76.2,5.3,8,6,0,2,6,9,5.6,836,6.1
Quaterius Hawkins,160211,QB,GRAMBLING,9,62.7,126,137,9.7,2.75,5,5,3.4,48.9,67,0,49,15.2,159,12,-0.43,33,177,25.9,47.4,45.3,63.1,0,5,172,5,28.9,22.4,70.8,6.9,11,11,0,6,6,14,8.1,940,6.9
Xavier Shepherd,104767,QB,KENNESAW,8,60.6,132,136,11.9,2.63,3,10,7.3,49.3,67,0,48,16.3,168,13,-0.24,51,200,46.5,47.2,52.9,48.3,0,7,169,1,37.5,20.8,73.5,6.0,10,21,0,1,7,13,7.7,1130,8.3
Jalani Eason,52172,QB,MS VLY ST,6,61.2,121,136,10.0,2.72,9,6,4.3,47.1,64,0,71,13.5,169,10,-0.29,38,228,52.2,55.6,46.4,74.6,0,6,179,1,34.5,15.5,50.3,6.5,11,21,0,6,4,12,6.8,573,4.2
Ah-Shaun Davis,149376,QB,LAFAYETTE,8,66.7,126,136,7.8,2.55,0,3,2.1,56.6,77,0,49,8.3,158,7,-0.36,30,203,29.5,52.5,54.7,49.0,1,4,162,0,28.5,28.6,71.3,8.9,14,8,0,9,6,6,3.7,640,4.7
Tony Bartalo,162107,QB,CHARLES SO,7,62.6,131,135,9.1,2.43,2,3,2.1,54.1,73,0,56,11.0,168,9,-0.31,38,135,41.8,41.9,40.9,54.9,1,5,175,0,36.3,30.4,62.1,10.1,17,15,0,1,4,6,3.4,664,4.9
Jonah O'Brien,104758,QB,E ILLINOIS,8,74.2,124,135,9.8,2.78,3,3,2.1,63.0,85,0,54,7.6,170,7,-0.21,48,158,44.4,62.0,58.3,65.6,0,8,182,2,41.2,33.3,77.8,10.6,18,17,1,7,9,9,4.9,832,6.2
Dylan Cadwallader,108978,QB,DARTMOUTH,6,72.2,115,133,8.9,2.46,2,7,5.1,57.9,77,0,36,7.2,143,6,-0.04,40,148,22.4,66.1,70.4,46.0,2,3,148,2,37.1,19.4,73.7,4.9,7,2,0,14,3,7,4.7,806,6.1
Aidan Bouman,122508,QB,S DAKOTA,5,74.2,124,132,9.2,2.61,2,4,3.0,60.6,80,0,46,13.0,143,12,-0.01,48,291,26.9,83.9,84.6,54.7,1,1,146,0,41.3,19.6,97.8,6.3,9,2,0,5,8,4,2.7,892,6.8
Carson Baker,83548,QB,MORGAN ST,7,67.6,111,126,10.8,3.06,1,6,4.5,51.6,65,0,61,13.3,160,10,-0.15,40,235,48.0,63.9,65.5,56.3,2,3,170,1,39.4,14.8,78.5,5.6,9,24,0,12,7,5,2.9,750,6.0
Duce Taylor,150493,QB,MORGAN ST,9,54.4,114,125,11.7,2.82,5,7,5.3,36.8,46,0,62,25.8,158,16,-0.58,31,235,64.0,45.4,39.0,64.6,2,9,168,0,24.7,29.0,33.7,11.4,18,15,0,4,4,13,7.7,607,4.9
Gavin Screws,97789,QB,INDIANA ST,6,63.2,114,123,9.3,2.52,2,0,0.0,53.7,66,0,48,8.3,143,6,-0.3,36,191,45.2,49.8,52.9,39.8,1,6,150,1,37.8,27.1,52.7,9.1,13,7,0,6,1,7,4.7,694,5.6
Carter Cravens,150714,QB,MOREHEAD,6,63.3,109,115,9.5,2.55,2,7,5.8,49.6,57,0,50,17.4,138,12,-0.29,35,234,33.9,66.5,62.5,70.1,1,3,145,1,37.0,24.0,58.5,8.7,12,11,0,3,1,7,4.8,638,5.5
Justin Sliwoski,77612,QB,ST FRANCIS,8,72.0,107,115,8.0,2.63,5,7,5.9,60.0,69,1,40,10.4,141,8,0.26,53,299,49.0,69.0,64.7,67.7,1,3,150,1,47.9,25.0,103.1,7.1,10,16,0,2,9,7,4.8,987,8.6
Dante Casciola,149521,QB,DAYTON,5,69.4,108,114,8.7,2.95,3,5,4.2,64.0,73,0,63,2.7,159,2,-0.04,42,150,69.0,69.4,63.8,68.9,1,4,163,0,40.3,22.2,82.5,8.8,14,30,0,2,5,5,3.1,741,6.5
Jamari Jones,161271,QB,MS VLY ST,6,69.1,97,114,9.0,3.19,0,6,5.2,54.4,62,0,71,7.5,158,5,-0.24,38,228,23.7,41.7,37.9,57.0,3,3,161,3,34.8,22.5,89.2,10.1,16,26,0,14,8,9,5.6,803,7.0
Nick Howard,108979,QB,DARTMOUTH,8,69.3,101,112,9.0,2.74,3,4,3.3,58.0,65,0,44,7.1,131,5,-0.09,33,148,53.7,74.1,60.8,76.0,1,3,139,1,42.0,6.8,72.4,2.3,3,16,2,5,2,4,2.9,730,6.5
Charlie McKee,164618,QB,STNY BROOK,5,67.3,110,112,9.3,2.59,0,6,5.1,60.7,68,0,38,8.1,125,6,-0.28,40,303,57.7,51.6,49.4,66.3,1,7,132,0,44.0,31.6,74.5,9.6,12,1,0,1,6,13,9.8,807,7.2
Aidan Gilman,108946,QB,BROWN,8,65.7,105,112,7.3,2.52,5,4,3.4,59.8,67,0,39,2.9,127,2,-0.45,26,123,45.1,47.3,50.3,47.6,2,6,133,0,33.9,23.1,56.1,7.1,9,6,0,0,2,5,3.8,551,4.9
Shane Hamm,149525,QB,DAYTON,7,61.2,103,111,9.4,3.07,4,3,2.6,55.9,62,0,66,1.6,162,1,-0.11,49,150,38.2,74.0,51.6,85.8,1,4,167,1,40.1,19.7,77.8,8.0,13,37,0,3,6,6,3.6,698,6.3
Jack Zergiotis,97603,QB,MERRIMACK,5,54.3,105,108,11.7,2.71,2,9,8.2,48.1,52,0,44,8.8,125,5,-0.02,33,385,29.5,74.0,79.0,49.0,0,1,127,2,39.2,22.7,85.5,8.0,10,7,0,1,7,2,1.6,663,6.1
Ethan Long,97598,QB,ABILENE CH,4,64.7,102,107,8.3,2.56,1,3,2.8,57.0,61,0,32,7.6,123,5,0.01,37,100,57.0,73.0,72.8,58.5,1,1,125,0,43.1,25.0,87.9,6.5,8,8,0,3,6,1,0.8,604,5.6
Luke Bailey,143172,QB,DRAKE,5,60.8,97,107,9.6,2.54,1,6,5.4,48.6,52,0,38,11.9,112,7,-0.09,28,153,73.5,58.8,57.5,63.2,1,3,116,1,34.8,0.0,67.4,0.0,0,1,1,7,4,7,6.0,617,5.8
Asher O'Hara,78529,QB,SACRAMENTO,13,83.3,96,106,4.2,2.79,2,5,4.5,72.6,77,0,44,3.8,136,3,0.21,50,279,68.8,86.5,78.0,77.1,1,0,141,1,49.3,13.6,130.5,4.4,6,24,0,7,11,1,0.7,847,8.0
Nick Yockey,165784,QB,LAMAR,6,65.7,102,106,8.6,2.77,1,2,1.8,57.5,61,0,35,9.0,117,6,-0.27,33,204,74.4,55.2,54.8,57.9,1,2,121,2,36.8,14.3,73.7,4.3,5,6,0,2,3,5,4.1,562,5.3
Sagan Gronauer,105567,QB,IDAHO ST,7,67.3,101,105,9.0,2.45,1,5,4.6,56.2,59,0,42,13.2,121,9,-0.47,30,186,28.6,61.6,58.7,68.0,0,6,124,1,34.7,21.4,58.4,7.4,9,7,0,3,3,7,5.6,598,5.7
Anthony Chiccitt,141376,QB,ROB MORRIS,5,63.2,95,104,7.3,2.51,2,3,2.8,54.8,57,0,48,5.0,120,3,-0.42,24,277,56.7,37.4,32.9,67.3,5,6,126,2,25.8,16.7,49.8,6.7,8,8,0,2,2,9,7.1,490,4.7
Dom Shoffner,62788,QB,E ILLINOIS,6,54.3,92,102,12.7,3.0,1,3,2.7,43.1,44,1,58,12.0,123,6,-0.23,29,158,53.3,63.7,51.2,72.2,4,6,132,3,30.9,13.8,62.8,6.5,8,13,1,4,7,8,6.1,647,6.3
Tyler Wesley,162286,QB,PRESBYTERN,7,68.6,86,97,11.1,2.7,2,6,6.0,52.6,51,0,54,13.6,124,8,-0.27,32,271,22.7,54.8,42.8,72.9,3,6,128,1,36.3,29.6,63.5,12.9,16,10,1,5,4,10,7.8,690,7.1
Myles Crawley,141731,QB,ALABAMA ST,8,70.7,92,97,8.3,2.6,0,2,1.9,58.8,57,0,54,12.3,106,8,-0.3,32,105,21.1,57.5,62.6,29.3,1,5,113,2,38.7,13.0,78.0,6.6,7,2,0,4,4,5,4.4,807,8.3
Jayden Waddell,139239,QB,DAVIDSON,10,66.7,87,95,10.4,2.63,1,6,6.3,57.9,55,1,42,5.2,110,3,0.22,38,149,15.6,61.0,66.7,55.0,2,4,111,5,48.2,16.7,96.5,6.4,7,8,2,3,7,5,4.5,892,9.4
Jacob Sirmon,83590,QB,N COLORADO,6,69.0,84,94,11.5,3.01,1,7,6.9,55.3,52,0,47,10.3,109,6,-0.12,31,253,23.9,70.5,73.0,46.8,2,2,118,1,37.6,19.1,80.1,8.3,9,6,0,7,4,5,4.2,601,6.4
Miles Fallin,60415,QB,NWSTATE,3,69.2,91,91,7.3,2.5,0,4,4.1,65.9,60,0,44,4.8,112,3,-0.37,29,257,57.3,60.8,59.8,60.2,0,4,118,0,38.4,20.5,67.7,8.0,9,11,0,0,2,3,2.5,473,5.2
Jaden Jones,147558,QB,CAL POLY,3,66.3,83,88,9.6,2.77,1,4,4.4,56.8,50,0,31,9.1,110,5,0.12,34,129,73.4,75.1,76.6,63.0,3,0,113,2,42.7,19.4,99.1,5.5,6,16,0,1,5,0,0.0,650,7.4
Peyton Derrick,60329,QB,CITADEL,8,63.0,81,84,11.3,2.79,1,4,4.5,54.8,46,0,47,9.8,109,5,-0.24,33,139,50.5,56.4,58.0,54.6,0,6,115,1,38.5,34.0,67.0,14.7,16,8,0,2,5,6,5.2,588,7.0
Henry Ogala,104795,QB,W ILLINOIS,7,59.2,76,84,11.2,2.6,2,2,2.3,47.6,40,0,45,11.1,102,5,-0.46,17,345,26.4,38.6,33.8,67.5,3,3,105,2,24.5,24.4,57.4,10.8,11,7,0,3,3,9,8.6,375,4.5
Jace Wilson,149892,QB,FURMAN,3,77.9,77,83,7.2,2.71,0,3,3.5,63.9,53,0,19,11.7,100,7,0.09,35,170,38.5,76.6,79.4,57.3,1,1,103,0,50.0,21.1,92.5,4.0,4,13,0,5,4,2,1.9,521,6.3
Demeatric Crenshaw,138332,QB,YNGTOWN ST,6,55.9,68,79,9.9,2.71,7,3,3.6,46.8,37,0,29,2.6,90,1,-0.29,24,353,33.2,62.1,59.6,60.8,2,2,94,0,34.4,17.2,80.0,5.6,5,6,0,2,5,3,3.2,538,6.8
Rent Montie,143087,QB,LAFAYETTE,5,70.0,70,79,8.3,2.96,2,2,2.4,55.7,44,0,37,10.2,94,5,-0.23,24,203,26.9,66.5,64.3,64.4,0,1,99,0,39.4,18.9,71.0,7.4,7,8,0,7,1,3,3.0,447,5.7
Ryan Schuster,159739,QB,LAFAYETTE,4,64.4,73,77,7.7,2.46,2,1,1.2,54.5,42,0,39,10.6,106,5,-0.37,19,203,75.4,48.7,43.1,63.4,2,3,112,1,28.3,46.2,61.5,17.0,18,10,0,0,2,5,4.5,398,5.2
Jaylan Adams,89133,QB,NORFOLK,7,61.8,68,76,10.8,2.64,2,2,2.4,52.6,40,0,34,4.8,91,2,-0.05,28,244,77.0,67.4,47.3,88.7,1,4,100,1,42.9,11.8,64.3,4.4,4,10,0,5,4,5,5.0,415,5.5
Mason Kaplan,149744,QB,VALPO,6,66.2,71,76,11.2,2.55,3,7,8.3,57.9,44,0,38,6.4,93,3,0.04,30,332,54.7,68.0,71.3,58.7,0,4,104,0,41.9,23.7,84.2,9.7,9,6,0,2,6,4,3.8,537,7.1
Trevahn Lawrence,150816,QB,ALCORN ST,4,47.0,66,75,15.1,2.62,3,4,5.2,37.3,28,0,29,9.7,93,3,-0.63,20,107,32.4,46.2,42.1,65.4,0,2,95,0,28.0,48.3,47.8,15.1,14,4,1,5,1,8,8.4,382,5.1
Leonard Kelly,139468,QB,NICHOLLS,5,63.4,71,73,10.3,2.64,2,2,2.6,52.1,38,0,28,15.6,80,7,0.03,25,243,72.6,69.2,64.2,74.0,0,2,83,0,41.3,14.3,55.8,5.0,4,3,0,0,0,5,6.0,381,5.2
Darius Perrantes,103934,QB,DUQUESNE,6,62.0,71,71,11.8,2.69,0,8,10.7,52.1,37,0,22,15.9,76,7,0.07,20,155,72.2,55.9,57.3,51.5,0,3,80,1,39.5,9.1,87.7,2.6,2,3,0,0,6,5,6.3,539,7.6
Sean Chambers,75888,QB,MONTANA ST,8,70.1,67,69,10.8,2.65,2,5,7.0,60.9,42,0,16,10.6,81,5,0.04,28,233,67.5,90.8,77.9,84.2,0,4,83,0,45.7,43.8,104.4,8.6,7,5,0,0,8,6,7.2,615,8.9
Romelo Williams,78489,QB,CENT CT ST,3,67.7,62,68,5.9,2.88,1,0,0.0,57.4,39,0,32,7.1,88,3,-0.51,17,133,73.1,38.7,45.4,44.9,1,4,92,3,34.1,21.9,45.7,8.0,7,13,0,4,0,4,4.3,332,4.9
Jordan Yates,97416,QB,SM HOUSTON,3,60.3,58,68,7.9,3.08,2,0,0.0,47.1,32,0,36,8.6,89,3,-0.52,20,281,43.7,64.1,54.9,71.7,2,3,95,1,30.3,19.4,39.2,7.9,7,14,0,6,0,2,2.1,265,3.9
Enzo Arjona,159147,QB,MONMOUTH,3,66.7,63,67,9.9,2.95,0,4,5.5,59.7,40,0,36,4.8,87,2,-0.2,25,231,53.4,65.2,65.9,56.5,0,1,94,0,44.8,33.3,99.6,13.8,12,8,0,4,4,2,2.1,548,8.2
Kris Brown,105558,QB,MONTANA,6,63.9,61,66,8.8,2.48,2,1,1.4,56.1,37,0,23,5.1,74,2,-0.24,19,232,39.0,54.4,49.7,63.3,0,0,80,0,33.8,26.1,73.9,8.1,6,2,0,3,1,2,2.5,318,4.8
Isaiah Bess,142826,QB,CHARLES SO,4,51.6,62,65,13.4,2.48,2,5,7.6,40.0,26,0,21,18.8,73,6,-0.16,20,135,72.8,57.4,54.1,63.9,0,4,74,1,30.1,9.5,59.2,2.7,2,6,0,1,4,6,8.1,451,6.9
Glendon McDaniel,78483,QB,SOUTHERN U,5,65.6,61,64,11.8,2.92,2,8,11.9,53.1,34,0,31,15.0,79,6,0.09,24,297,76.3,80.5,69.9,79.9,0,3,82,2,41.8,9.7,78.5,3.8,3,12,0,1,4,4,4.9,473,7.4
Quincy Crittendon,149944,QB,SAMFORD,5,66.7,60,63,6.6,2.75,0,3,4.5,60.3,38,0,31,5.0,73,2,0.02,23,282,56.2,59.9,57.8,62.2,1,0,76,1,38.4,9.7,100.8,4.1,3,7,0,2,4,1,1.3,413,6.6
Collin Ironside,139107,QB,VA MILT IN,4,70.7,58,62,10.0,2.58,1,4,6.3,61.3,38,0,23,7.3,72,3,-0.11,21,336,28.9,76.3,74.4,66.1,1,3,73,0,43.1,34.8,81.9,11.1,8,2,0,2,3,4,5.5,487,7.9
Zadock Dinkelmann,160094,TE,TXAMEA,3,74.1,54,61,7.8,2.55,0,3,4.7,60.7,37,0,27,7.5,70,3,0.07,23,1139,54.1,60.7,64.3,58.5,1,1,73,1,42.9,22.2,94.2,8.6,6,3,1,5,3,1,1.4,469,7.7
Jake Simmons,101289,QB,ROB MORRIS,4,67.2,58,60,8.3,2.38,0,3,4.8,50.0,30,0,11,23.1,67,9,-0.46,16,277,71.7,59.4,60.1,55.9,1,1,71,0,29.9,0.0,60.7,0.0,0,6,0,1,1,4,5.6,264,4.4
Zachary Yeager,150544,QB,NC A&T,4,55.2,58,59,12.3,2.8,0,1,1.6,45.8,27,0,17,15.6,66,5,-0.36,13,246,48.9,46.7,43.1,62.1,0,2,68,0,31.8,5.9,52.6,1.5,1,6,0,1,1,5,7.4,296,5.0
Tyrece Nick,78495,QB,SCAR STATE,8,60.0,55,59,14.1,2.69,0,4,6.6,50.8,30,0,28,9.1,68,3,0.04,23,290,67.5,67.2,52.8,73.0,1,4,70,1,44.1,17.9,81.0,7.4,5,4,0,3,5,5,7.1,518,8.8
Jared Lewis,108959,QB,DELWARE ST,4,55.8,52,57,15.3,3.3,0,3,4.8,43.9,25,0,31,13.8,70,4,-0.19,14,152,25.2,51.7,44.6,69.4,2,0,75,2,25.7,16.1,82.9,7.1,5,8,1,2,3,6,8.0,365,6.4
Tommy Rittenhouse,148028,QB,ILL STATE,4,66.7,51,57,5.5,2.87,0,1,1.7,52.6,30,0,24,11.8,70,4,-0.45,16,188,74.9,71.3,58.4,79.7,0,2,74,1,30.0,29.2,49.0,10.0,7,6,0,6,0,2,2.7,242,4.2
Matthew Caldwell,150302,QB,GARD-WEBB,6,71.2,52,55,9.7,2.59,1,2,3.4,60.0,33,0,15,10.8,59,4,-0.1,20,171,73.8,54.6,54.5,56.0,1,3,63,0,40.7,13.3,64.4,3.4,2,2,0,1,1,4,6.3,382,6.9
Jonathan Murphy,104766,QB,KENNESAW,5,63.3,49,55,11.7,2.78,0,4,6.9,50.9,28,0,32,9.7,64,3,-0.01,20,200,21.0,67.6,64.9,63.9,0,0,67,2,39.1,21.9,79.0,10.9,7,2,1,5,1,1,1.5,375,6.8
Rob McCoy,108989,QB,SACR HEART,7,70.4,54,54,7.8,2.02,0,4,6.9,66.7,36,0,10,5.3,61,2,-0.07,16,280,61.4,78.1,73.4,70.3,0,1,67,1,44.3,50.0,84.0,8.2,5,2,0,0,1,0,0.0,362,6.7
Ryan Roberts,150076,QB,MCNEESE,4,62.7,51,54,8.1,2.55,1,0,0.0,48.1,26,0,14,18.8,62,6,-0.32,16,217,22.9,42.6,44.7,48.2,1,4,65,1,37.1,28.6,38.8,6.5,4,4,0,1,1,3,4.6,276,5.1
Alex Piccirilli,109065,QB,STETSON,2,72.7,44,50,10.1,2.81,0,4,7.8,56.0,28,0,19,12.5,55,4,0.16,19,302,70.8,77.2,79.3,57.6,0,0,56,0,43.6,5.3,105.9,1.8,1,4,0,6,4,1,1.8,366,7.3
Ty Englehart,162239,QB,PRESBYTERN,4,60.4,48,49,10.9,2.52,0,4,7.5,55.1,27,0,12,6.9,59,2,-0.19,17,271,59.2,65.5,66.3,61.3,0,2,64,0,42.4,50.0,67.2,10.2,6,3,1,0,1,2,3.1,346,7.1
Colin Parachek,160568,QB,MOREHEAD,4,68.3,41,48,6.8,2.73,1,0,0.0,52.1,25,0,20,10.7,57,3,-0.14,12,234,48.1,55.5,53.8,59.0,1,0,62,0,35.1,25.0,78.8,8.8,5,4,1,4,2,2,3.2,224,4.7
Chris Zellous,153319,QB,HAMPTON,6,60.0,45,47,12.5,2.78,1,2,4.2,51.1,24,0,24,11.1,62,3,0.02,17,178,79.6,64.0,51.8,69.3,1,3,64,0,37.1,20.8,72.5,8.1,5,10,0,0,3,4,6.3,374,8.0
DJ Arroyo,149644,QB,MARIST,4,47.8,46,47,14.2,2.87,0,1,2.0,40.4,19,0,18,13.6,55,3,-0.61,10,213,71.1,36.7,38.9,47.8,0,4,57,0,23.6,27.8,28.9,9.1,5,3,0,1,1,5,8.8,243,5.2
Chancellor Edwards,167000,QB,ARKAPB,7,56.1,41,46,6.4,2.37,0,0,0.0,43.5,20,0,28,13.0,57,3,-0.84,9,112,47.5,42.5,40.2,55.9,2,3,60,0,26.3,25.0,27.8,12.3,7,4,0,3,0,3,5.0,184,4.0
