player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Fred Payton,82102,QB,MERCER,10,66.0,188,198,12.7,2.95,3,18,8.8,56.6,112,0,72,9.7,238,12,0.0,83,219,32.1,72.9,70.7,65.3,1,10,245,3,47.5,15.3,83.1,4.6,11,29,0,6,12,14,5.7,1652,8.3
Hunter Rodrigues,78490,QB,UC DAVIS,8,70.4,189,198,8.2,2.78,1,8,3.9,62.1,123,0,60,7.5,229,10,0.01,77,322,49.1,66.5,63.2,68.4,0,9,236,2,43.2,15.0,77.3,3.9,9,21,0,8,8,10,4.2,1375,6.9
Zach Gwynn,77654,QB,DELAWARE,8,61.5,182,193,10.3,2.6,0,11,5.5,54.9,106,0,68,5.4,210,6,-0.23,58,151,43.8,59.2,57.4,64.6,2,8,216,2,38.6,14.7,71.8,4.8,10,5,0,9,8,12,5.6,1269,6.6
Joseph Brunell,109021,QB,GEORGETOWN,6,65.5,174,185,10.2,2.62,1,10,5.0,57.8,107,0,73,6.1,205,7,-0.16,60,172,59.6,68.2,66.8,64.9,2,4,220,2,40.5,19.2,80.0,6.8,14,5,2,6,7,8,3.6,1159,6.3
Ben Nimz,109067,QB,VALPO,10,67.8,174,185,10.4,2.65,3,15,7.6,57.3,106,0,76,10.2,212,12,-0.12,59,332,58.9,73.0,74.4,59.9,1,7,226,8,38.2,21.1,79.6,7.5,16,10,3,4,9,6,2.7,1300,7.0
Mike Beaudry,101052,QB,IDAHO,7,72.4,174,180,8.5,2.51,2,11,6.0,63.3,114,0,56,9.5,203,12,-0.03,65,185,41.6,67.6,68.5,55.9,2,6,209,2,47.8,12.5,78.2,3.4,7,14,0,2,4,11,5.3,1289,7.2
Rett Files,91405,QB,N ALABAMA,7,72.2,162,174,9.5,2.44,3,13,6.8,60.9,106,0,61,9.4,192,11,-0.03,56,389,53.3,75.0,77.1,36.8,2,8,213,0,42.2,27.9,91.5,8.9,17,1,0,7,13,7,3.3,1373,7.9
Hunter Hays,141593,QB,IDAHO ST,8,62.5,168,171,9.6,2.54,0,5,2.8,55.0,94,0,57,10.5,216,11,-0.21,58,186,51.9,47.5,41.1,65.9,3,7,222,0,39.4,40.4,68.9,10.6,23,22,0,0,6,15,6.8,1081,6.3
Pierce Holley,108981,QB,GEORGETOWN,6,72.2,144,167,10.2,2.74,4,11,6.3,59.9,100,0,66,3.8,194,4,0.04,57,172,52.8,75.5,81.1,41.2,3,5,202,0,41.2,21.2,79.3,7.2,14,12,2,14,3,4,2.0,1355,8.1
Aidan Sayin,148974,QB,PENN,5,65.1,149,164,9.7,2.55,8,8,4.6,53.7,88,0,62,9.3,183,9,-0.26,50,267,25.4,48.4,46.5,62.8,5,7,193,1,34.4,22.6,62.3,7.7,14,4,0,2,5,18,9.3,912,5.6
Kenyon Oblad,83576,QB,DIXIE,7,62.3,154,162,10.0,2.57,2,3,1.7,50.6,82,0,72,14.6,183,14,-0.35,52,1285,39.7,41.6,42.1,53.2,3,10,196,1,34.4,19.4,51.7,7.7,14,7,0,3,5,15,7.7,890,5.5
Peyton Mansell,82135,QB,ABILENE CH,11,74.7,150,156,5.6,2.53,1,5,3.1,65.4,102,0,43,8.9,188,10,-0.04,54,100,51.5,67.7,61.8,69.1,0,8,191,0,41.0,18.6,75.7,4.3,8,22,0,5,5,7,3.7,1118,7.2
Stone Earle,123504,QB,ABILENE CH,7,80.8,146,155,7.3,2.92,4,6,3.8,65.8,102,0,62,13.6,175,16,0.07,64,100,41.1,74.4,74.7,63.2,1,4,179,2,49.1,12.9,106.9,4.6,8,12,1,3,13,7,3.9,1219,7.9
Demeatric Crenshaw,138332,QB,YNGTOWN ST,9,72.6,146,155,8.1,2.99,3,1,0.6,61.9,96,0,88,9.4,201,10,-0.19,53,353,67.8,68.9,54.2,75.8,3,5,208,0,39.8,20.5,74.7,9.0,18,25,0,3,6,8,3.8,801,5.2
Zachary Clement,105561,QB,NWSTATE,9,68.3,142,154,9.0,2.72,3,5,3.0,56.5,87,0,66,10.3,183,10,-0.13,45,257,25.7,64.2,56.4,70.2,4,4,194,1,37.2,22.7,79.1,8.2,15,14,0,5,6,8,4.1,1025,6.7
Kris Brown,105558,QB,MONTANA,11,71.2,146,152,7.7,2.67,2,5,3.2,65.1,99,0,45,4.8,174,5,-0.14,53,232,32.6,60.2,57.6,62.3,0,4,178,0,45.4,22.2,80.2,5.7,10,11,0,4,3,11,6.2,1030,6.8
Darius Wilson,148492,QB,WM & MARY,8,74.3,144,152,7.3,3.02,1,3,1.8,60.5,92,0,76,14.0,183,15,-0.09,60,348,38.5,62.5,58.1,64.4,3,7,196,0,41.0,13.2,73.8,5.5,10,21,0,4,5,4,2.0,1078,7.1
Cam Miller,125299,QB,N DAK ST,13,74.1,147,152,10.4,2.97,0,8,5.0,67.8,103,0,60,5.5,183,6,0.37,71,250,59.3,85.3,87.0,65.9,0,3,191,1,50.8,10.0,120.6,3.3,6,25,0,5,14,4,2.1,1444,9.5
DJ Williams,138061,QB,MURRAY ST,9,63.2,136,152,9.8,3.02,4,6,3.8,53.9,82,0,69,4.7,179,4,0.0,59,236,63.1,74.0,57.6,84.1,4,4,184,0,41.3,10.1,70.4,3.9,7,20,1,7,3,5,2.7,1013,6.7
Griffin O'Connor,109073,QB,YALE,5,63.1,141,148,11.3,2.6,4,11,7.0,56.8,84,0,50,5.6,159,5,-0.1,44,352,74.7,72.6,71.1,66.6,1,4,169,1,36.5,12.0,77.4,3.8,6,4,0,2,6,5,3.0,915,6.2
Nick Semptimphelter,142984,QB,BUCKNELL,9,68.3,126,145,9.2,2.76,1,6,4.0,51.7,75,0,74,12.8,172,11,-0.49,28,125,74.5,55.5,59.0,44.7,1,4,177,2,28.5,24.3,58.1,10.5,18,9,0,17,3,3,1.7,611,4.2
Hamp Sisson,78462,QB,FURMAN,6,67.9,134,143,9.1,2.56,1,4,2.8,58.0,83,0,41,8.8,153,8,-0.03,49,170,47.1,62.2,66.2,44.6,1,6,155,1,37.9,9.8,70.3,2.6,4,6,2,5,5,4,2.6,882,6.2
Alex Piccirilli,109065,QB,STETSON,6,68.4,133,141,9.0,3.04,0,6,4.1,56.0,79,0,67,13.2,184,12,-0.17,51,302,70.1,67.7,58.0,74.1,3,6,191,1,38.0,26.9,64.1,9.8,18,25,0,5,4,11,5.8,798,5.7
Cade Sexauer,111800,QB,STTHOM,10,60.0,130,141,9.7,2.67,0,5,3.5,51.1,72,0,57,7.7,167,6,-0.31,43,1129,56.3,58.6,51.1,70.4,4,8,170,0,36.5,17.5,55.9,6.0,10,13,1,6,4,10,5.9,862,6.1
Justin Sliwoski,77612,QB,ST FRANCIS,9,70.4,135,140,6.9,2.7,1,3,2.1,65.0,91,0,62,4.2,173,4,0.12,57,299,24.1,52.8,52.9,53.0,2,1,179,3,41.6,25.8,116.9,9.2,16,16,0,2,12,6,3.4,1178,8.4
Asher O'Hara,78529,QB,SACRAMENTO,12,75.2,121,137,6.7,3.02,1,5,3.6,62.8,86,0,50,5.5,169,5,-0.1,57,279,48.3,73.8,72.1,66.7,0,3,174,2,44.4,14.0,89.1,4.1,7,25,0,15,7,6,3.4,880,6.4
Marco Siderman,143060,QB,HOLY CROSS,13,72.0,132,136,8.8,2.49,3,5,3.4,64.7,88,0,35,7.4,148,7,-0.01,45,181,48.2,69.3,69.5,56.4,0,4,158,1,42.6,25.7,95.3,6.1,9,3,0,1,8,5,3.2,1042,7.7
Chris Katrenick,60365,QB,E ILLINOIS,6,57.6,125,131,9.5,2.49,2,3,2.1,50.4,66,0,50,8.3,142,6,-0.4,27,158,61.6,46.2,41.7,71.2,0,3,152,1,37.3,12.0,56.4,4.2,6,5,0,4,1,6,3.9,609,4.6
Preston Rice,60469,QB,MURRAY ST,7,62.6,123,128,10.5,2.8,0,4,3.0,51.6,66,1,57,14.3,149,11,-0.23,40,236,50.5,52.5,44.9,71.6,1,10,157,1,41.6,17.5,39.3,6.7,10,11,0,4,1,13,8.3,743,5.8
Shon Mitchell,60610,QB,CENT CT ST,8,60.8,120,127,11.9,2.6,4,6,4.5,48.0,61,0,27,16.4,138,12,-0.15,35,133,34.3,52.9,54.0,53.7,0,2,145,1,33.3,18.5,73.2,3.6,5,6,1,2,5,7,4.8,748,5.9
Xavier Shepherd,104767,QB,KENNESAW,13,66.7,123,126,13.7,2.77,1,15,11.5,61.9,78,0,51,4.9,157,4,0.44,64,200,24.4,74.0,86.7,58.8,1,3,163,2,50.3,15.7,127.7,5.1,8,23,1,0,15,3,1.8,1343,10.7
Jyron Russell,82069,QB,ST FRANCIS,7,66.7,114,124,8.3,2.57,5,1,0.8,51.6,64,0,57,15.8,146,12,-0.24,44,299,28.7,56.8,54.7,63.8,2,4,154,3,37.7,14.0,71.1,5.5,8,13,1,2,5,7,4.5,774,6.2
John Seter,60388,QB,STETSON,5,68.6,118,124,7.7,2.45,2,7,5.6,58.1,72,0,31,11.1,132,9,0.02,42,302,43.6,71.9,70.8,56.5,2,2,135,1,43.2,16.1,89.8,3.8,5,3,0,2,7,3,2.2,811,6.5
Jace Wilson,149892,QB,FURMAN,7,59.5,116,123,12.0,3.06,1,8,6.3,51.2,63,0,64,8.7,163,6,-0.1,48,170,29.5,49.0,49.8,51.1,1,3,167,1,38.7,21.9,85.2,8.6,14,26,0,5,6,13,7.8,1013,8.2
Jackson Waring,138217,QB,ILL STATE,7,66.0,106,121,10.0,3.41,6,7,5.6,53.7,65,0,64,7.1,152,5,-0.33,36,188,47.6,55.7,58.2,50.9,0,4,158,3,33.6,18.8,74.7,7.9,12,19,0,9,5,8,5.1,808,6.7
Devin Black,78526,QB,BETH COOK,9,56.4,117,121,13.5,2.78,1,11,8.7,49.6,60,0,59,9.1,159,6,-0.04,47,119,29.1,62.8,57.6,69.3,2,4,169,1,40.3,30.5,89.1,11.3,18,18,1,0,9,9,5.3,1008,8.3
Jaylan Adams,89133,QB,CITADEL,11,63.3,109,121,14.2,2.88,3,10,7.9,49.6,60,0,59,13.0,148,9,-0.22,40,139,43.1,73.0,54.7,76.5,2,5,154,1,33.1,28.8,81.7,11.5,17,9,0,7,7,10,6.5,1052,8.7
Ethan Grady,149266,QB,BUCKNELL,6,64.6,113,120,9.0,2.32,1,6,4.8,51.7,62,0,35,15.1,126,11,-0.35,28,125,72.9,63.9,63.6,60.0,2,8,132,1,35.7,17.1,45.7,4.8,6,0,0,4,3,7,5.3,576,4.8
Willie Miller,104799,QB,TENN TECH,9,53.0,115,120,10.7,3.0,3,2,1.6,46.7,56,0,37,8.2,136,5,-0.36,31,309,72.5,55.0,43.9,67.6,0,7,138,6,34.6,18.9,54.0,5.1,7,9,0,2,5,11,8.0,675,5.6
Ian Corwin,109017,QB,DRAKE,5,67.0,112,118,10.2,2.53,2,10,8.1,53.4,63,0,45,16.0,136,12,-0.24,39,153,75.9,67.6,66.4,60.8,2,6,142,0,35.3,17.8,64.6,5.9,8,10,1,1,4,8,5.6,790,6.7
Davis Shanley,60604,QB,TENN TECH,5,59.3,113,116,8.7,2.76,1,2,1.7,51.7,60,0,33,10.4,125,7,-0.46,31,309,59.9,39.0,39.4,58.3,1,8,130,2,32.0,18.2,43.6,4.8,6,3,0,1,2,12,9.2,596,5.1
Carlos Davis,139131,QB,W CAROLINA,5,73.8,107,115,10.4,3.07,0,5,4.2,65.2,75,0,49,5.1,135,4,-0.01,42,344,27.0,60.2,69.1,42.4,3,5,141,1,41.5,12.2,88.9,4.4,6,13,0,5,6,6,4.3,917,8.0
Louis Colosimo,64186,QB,DAVIDSON,11,69.7,109,115,12.2,2.14,2,7,5.7,60.0,69,0,25,9.2,123,7,0.26,51,149,57.9,76.4,71.9,69.8,1,5,130,2,51.2,16.0,102.6,3.3,4,3,1,2,11,8,6.2,1013,8.8
John Quinnelly,109048,QB,PENN,5,57.9,107,115,11.2,2.73,2,10,8.1,50.4,58,0,49,6.5,137,4,-0.32,34,267,76.6,64.7,65.1,61.9,2,5,145,3,33.6,22.4,63.0,8.0,11,11,0,4,3,7,4.8,782,6.8
Grant Breneman,64179,QB,COLGATE,8,68.0,103,113,9.7,2.78,2,5,4.4,57.5,65,0,55,7.1,139,5,-0.24,39,142,59.0,71.3,71.0,63.4,1,6,140,0,38.8,27.3,60.7,10.8,15,11,0,7,2,4,2.9,730,6.5
Joe Fagnano,104768,QB,MAINE,4,69.3,101,108,8.2,2.62,2,7,6.1,61.1,66,0,36,5.7,120,4,-0.05,33,212,59.2,70.0,71.8,52.9,2,2,128,0,41.7,19.4,95.1,5.8,7,5,0,3,6,3,2.3,810,7.5
Tommy Dolan,111302,QB,STTHOM,8,59.2,103,107,11.0,2.9,0,5,4.5,50.5,54,0,40,11.5,129,7,-0.29,27,1129,25.7,50.6,57.8,39.5,0,5,134,2,36.4,30.0,51.2,9.3,12,9,0,4,1,8,6.0,602,5.6
Kurtis Wilderman,87528,QB,INDIANA ST,6,65.7,99,107,9.7,2.85,2,3,2.7,52.3,56,0,48,13.8,124,9,-0.21,34,191,74.7,50.2,48.9,58.1,3,3,127,0,34.7,16.7,62.5,6.5,8,9,1,2,2,5,3.9,572,5.3
Sagan Gronauer,105567,QB,IDAHO ST,6,72.0,93,105,7.9,2.85,8,2,1.8,56.2,59,0,36,11.9,126,8,-0.22,31,186,60.9,69.7,70.1,59.3,2,3,133,2,34.1,27.8,72.0,7.9,10,9,0,2,3,3,2.3,643,6.1
Quincy Patterson II,77626,QB,N DAK ST,9,62.6,99,102,12.3,2.95,1,9,8.5,53.9,55,0,43,11.3,130,7,-0.05,34,250,51.3,80.5,67.8,80.7,0,4,134,2,37.7,25.6,83.5,8.5,11,16,1,1,6,5,3.7,813,8.0
Noah Bodden,150881,QB,GRAMBLING,4,50.0,100,102,10.1,2.79,0,2,1.8,43.1,44,0,42,12.0,108,6,-0.6,20,177,52.4,40.5,39.3,65.2,0,4,117,1,25.0,9.5,54.2,3.7,4,2,0,2,4,5,4.3,477,4.7
Jake Smith,109024,QB,HARVARD,6,66.0,94,100,7.1,2.55,2,2,1.8,59.0,59,0,30,4.8,107,3,-0.35,30,179,37.4,57.9,58.2,52.5,0,4,116,1,35.5,20.0,72.0,5.6,6,1,0,4,4,5,4.3,579,5.8
Luke Emge,109025,QB,HARVARD,5,61.7,94,99,11.3,2.5,1,6,5.8,54.5,54,0,34,6.9,116,4,0.01,34,179,58.0,58.7,55.8,64.4,3,2,120,0,40.5,23.5,85.5,6.9,8,9,0,1,5,4,3.3,701,7.1
Charlie Dean,108990,QB,HARVARD,5,64.6,96,98,11.9,2.58,0,2,2.0,56.1,55,0,35,11.3,112,7,-0.04,37,179,29.0,60.1,64.9,39.1,2,2,116,1,36.6,20.0,80.5,6.3,7,6,0,0,4,3,2.6,625,6.4
Collin Ironside,139107,QB,VA MILT IN,7,75.8,91,98,7.1,2.15,2,6,5.7,67.3,66,0,36,4.3,112,3,0.02,32,336,60.2,76.3,76.3,60.8,1,2,120,0,44.6,25.0,89.7,8.0,9,3,1,3,4,4,3.3,620,6.3
Blake Dever,46546,QB,N ALABAMA,4,78.3,92,96,7.9,2.89,1,6,5.7,66.7,64,0,54,11.1,122,8,0.28,47,389,58.6,73.5,77.7,52.3,2,2,131,0,50.0,24.1,114.5,10.7,13,13,0,1,7,4,3.1,950,9.9
Hajj-Malik Williams,102348,QB,CAMPBELL,4,65.1,86,95,12.5,3.13,1,4,4.0,53.7,51,0,44,8.9,122,5,0.03,36,131,29.5,75.5,70.1,73.3,0,1,128,1,42.6,15.9,97.2,5.7,7,20,0,8,7,2,1.6,689,7.3
Blaise Bentsen,102365,QB,HOU BAPT,3,64.0,89,95,8.0,2.88,1,4,4.0,55.8,53,0,57,7.0,128,4,-0.22,30,183,59.2,60.9,56.5,66.8,1,4,132,0,36.7,26.3,70.1,11.7,15,16,0,4,5,8,6.1,491,5.2
Bryce Jefferson,89411,QB,ILL STATE,6,57.5,87,93,10.2,3.21,1,3,3.0,47.3,44,0,52,12.0,125,6,-0.36,28,188,26.9,44.0,39.8,58.6,0,3,133,1,30.4,32.7,60.8,13.6,17,15,0,5,3,8,6.0,490,5.3
Dresser Winn,63583,QB,TENN MARTN,3,61.6,86,92,10.8,2.45,1,7,7.3,50.0,46,0,39,13.2,99,7,-0.36,21,310,36.7,51.0,52.6,51.6,0,2,103,1,28.3,15.4,62.3,6.1,6,1,0,5,2,6,5.8,450,4.9
Guenson Alexis,148625,QB,WAGNER,8,59.0,83,90,9.4,2.93,1,1,1.0,46.7,42,0,71,14.3,133,7,-0.65,22,338,22.2,31.3,29.3,49.3,0,6,141,0,28.6,28.2,41.2,15.0,20,23,0,6,2,10,7.1,445,4.9
Michael Brescia,149295,QB,COLGATE,8,69.4,85,88,11.6,2.94,1,3,3.2,58.0,51,0,24,13.6,108,8,-0.13,33,142,75.2,74.3,59.7,75.6,1,2,115,1,38.9,33.3,77.2,7.4,8,12,0,1,2,3,2.6,607,6.9
Jaalon Frazier,60391,QB,WAGNER,5,63.9,83,86,8.2,2.51,1,3,3.3,57.0,49,0,49,7.5,112,4,-0.07,28,338,52.4,63.7,63.0,60.4,1,2,117,0,40.2,26.5,82.4,11.6,13,12,0,1,3,3,2.6,637,7.4
Kohen Granier,63573,QB,NICHOLLS,8,63.1,84,85,12.5,2.42,1,6,6.6,54.1,46,0,14,13.2,87,7,-0.01,29,243,42.7,62.6,63.5,54.9,0,3,93,1,40.2,0.0,78.4,0.0,0,2,0,0,4,7,7.5,616,7.2
Teryn Berry,103950,QB,VALPO,3,64.6,79,85,9.3,2.81,1,3,3.5,52.9,45,0,40,11.8,92,6,-0.55,19,332,38.9,39.9,38.6,56.3,0,8,93,2,32.6,10.0,31.7,4.3,4,3,0,5,1,10,10.8,424,5.0
Peyton Derrick,60329,QB,WOFFORD,7,63.3,79,85,9.5,2.39,2,2,2.2,55.3,47,0,29,6.0,97,3,0.08,34,350,46.4,59.8,55.0,65.3,2,6,101,2,43.3,17.2,85.6,5.2,5,7,0,2,7,5,5.0,803,9.4
Harry Kirk,143015,QB,COLGATE,6,60.0,75,84,12.7,2.86,3,5,5.6,46.4,39,0,29,13.3,89,6,-0.28,22,142,55.8,63.4,65.5,52.8,1,3,96,0,40.4,3.4,55.2,1.1,1,4,0,5,2,3,3.1,431,5.1
Beau English,82066,QB,RICHMOND,5,67.1,76,84,5.7,2.55,1,2,2.3,54.8,46,0,31,9.8,101,5,-0.43,23,276,61.0,57.0,50.1,68.0,2,0,104,2,32.7,32.3,69.3,9.9,10,6,0,5,1,2,1.9,355,4.2
Jaylen Gipson,60561,QB,N ALABAMA,4,64.5,76,83,10.9,2.85,2,4,4.3,54.2,45,0,44,8.2,99,4,-0.26,30,389,59.5,65.0,60.8,68.2,0,3,109,1,40.4,27.3,84.6,12.1,12,4,0,5,6,4,3.7,563,6.8
Justin Agner,41605,QB,STETSON,6,65.4,78,83,11.9,3.14,4,8,9.1,60.2,50,0,60,2.0,128,1,-0.23,33,302,44.6,74.9,74.5,63.8,0,2,136,0,35.9,38.3,88.0,18.0,23,22,1,0,4,2,1.5,591,7.1
Luke Bailey,143172,QB,DRAKE,5,64.1,78,82,9.8,2.34,0,7,8.5,58.5,48,0,35,4.0,85,2,-0.44,17,153,54.5,54.6,58.5,47.0,0,3,86,1,25.9,5.7,68.0,2.4,2,1,1,3,3,6,7.0,398,4.9
Jeff Widener,104774,QB,N ARIZONA,6,66.3,80,81,8.8,2.71,0,3,3.4,60.5,49,0,33,7.5,99,4,-0.19,35,252,75.5,73.1,68.5,71.3,0,5,105,1,46.5,21.2,72.5,7.1,7,11,0,1,4,1,1.0,568,7.0
Elijah Walker,60434,QB,GRAMBLING,6,57.7,71,80,9.9,2.92,1,8,9.0,47.5,38,0,44,7.3,106,3,-0.2,22,177,52.6,83.7,72.5,79.9,5,2,115,0,32.1,15.9,60.1,6.6,7,19,0,3,2,4,3.5,394,4.9
Jalen Brown,141977,QB,TEXAS STHN,6,76.1,67,78,8.3,2.34,5,3,3.7,56.4,44,0,20,13.7,86,7,0.02,28,313,51.0,60.8,62.9,50.4,2,0,90,2,44.2,25.0,95.5,5.8,5,3,0,4,5,1,1.1,469,6.0
Dylan Earney,102349,QB,CAMPBELL,3,74.6,71,75,11.7,2.41,0,8,9.9,61.3,46,0,28,13.2,87,7,0.01,29,131,71.8,83.7,86.7,51.3,1,1,93,1,42.5,21.4,93.5,6.9,6,5,1,2,3,3,3.2,586,7.8
Nolan Henderson,63572,QB,DELAWARE,3,71.2,66,74,10.4,3.39,1,5,6.3,59.5,44,0,31,6.4,86,3,0.0,27,151,25.4,70.8,76.2,41.8,1,0,92,0,38.4,25.8,104.6,9.3,8,4,0,6,4,1,1.1,621,8.4
Conor Regan,63589,QB,MS VLY ST,5,55.9,68,72,9.6,2.58,1,2,2.7,45.8,33,0,27,13.2,85,5,-0.37,16,228,33.4,37.6,35.7,56.0,0,3,89,0,34.1,25.9,46.0,8.2,7,6,0,3,1,7,7.9,319,4.4
Kylan Weisser,78475,QB,WEBER ST,4,71.6,67,72,9.9,2.39,1,6,7.8,62.5,45,0,22,6.3,76,3,-0.03,25,342,58.2,81.2,76.5,72.6,0,2,81,0,43.4,9.1,92.7,2.6,2,2,0,4,4,3,3.7,545,7.6
Ben Mays,91722,QB,CORNELL,5,61.4,70,72,12.9,2.35,0,8,10.3,56.9,41,0,22,4.7,77,2,0.06,24,147,72.9,68.2,66.7,69.4,0,3,84,2,44.2,9.1,78.5,2.6,2,3,0,2,3,5,6.0,560,7.8
Tyler Vander Waal,60615,QB,IDAHO ST,3,53.0,66,69,11.3,2.51,3,4,5.3,44.9,31,0,17,11.4,79,4,-0.33,22,186,47.8,59.5,57.6,62.4,0,3,87,0,34.2,29.4,52.5,6.3,5,4,0,0,2,4,4.6,355,5.1
Joe Owens,141732,QB,ALABAMA ST,4,75.4,65,68,7.7,2.4,0,3,4.1,67.6,46,0,21,6.1,75,3,0.07,22,105,51.4,66.9,69.7,57.1,1,2,82,1,48.0,19.0,88.5,5.3,4,3,0,2,3,5,6.1,450,6.6
Joey Carino,142211,QB,ALBANY,8,73.0,63,67,9.4,2.66,0,3,4.2,59.7,40,0,24,13.0,82,6,0.2,28,106,30.8,59.6,61.8,55.9,2,0,87,1,41.5,29.2,99.3,8.5,7,8,1,1,3,3,3.4,523,7.8
Zach Weir,138031,QB,E ILLINOIS,4,60.3,58,66,11.5,2.96,0,4,5.9,48.5,32,0,28,8.6,77,3,-0.29,18,158,71.2,52.7,54.6,57.8,3,4,80,2,33.8,21.4,46.7,7.8,6,5,0,5,1,5,6.3,386,5.8
Mike Chandler II,139371,QB,LAMAR,8,70.5,61,65,9.7,3.21,0,2,2.9,52.3,34,0,48,20.9,89,9,-0.15,22,204,27.6,59.7,69.7,45.5,3,1,92,1,37.1,20.8,97.1,11.2,10,14,0,1,4,2,2.2,582,9.0
Myles Crawley,141731,QB,ALABAMA ST,7,66.7,60,64,10.7,2.53,0,3,4.5,56.3,36,0,24,10.0,68,4,0.13,20,105,35.0,67.7,68.5,58.3,1,1,70,0,38.2,12.5,98.8,4.4,3,1,0,3,5,4,5.7,466,7.3
Daelyn Williams,150337,QB,LAMAR,4,61.1,54,64,9.2,3.24,2,1,1.5,39.1,25,0,45,24.2,85,8,-0.58,15,204,39.9,53.7,55.6,53.0,2,0,88,1,27.1,26.7,58.1,14.1,12,9,0,6,1,3,3.4,280,4.4
Ladarius Skelton,78528,QB,SOUTHERN U,6,60.7,61,62,8.0,2.49,0,3,4.7,56.5,35,0,23,5.4,73,2,-0.22,20,297,32.3,47.3,35.4,63.7,0,5,76,0,38.4,21.7,73.1,6.8,5,5,0,1,5,8,10.5,456,7.4
Drew Martin,88645,QB,TENN TECH,3,72.4,58,62,5.5,2.6,1,2,3.2,67.7,42,0,33,0.0,76,0,-0.53,23,309,18.1,39.1,42.2,45.4,0,2,76,0,36.8,27.3,79.4,11.8,9,5,0,3,1,6,7.9,431,7.0
John-Paul Pierce,82125,QB,GRAMBLING,3,60.0,55,61,15.3,3.17,1,5,7.7,42.6,26,0,24,21.2,67,7,-0.5,15,177,36.0,57.0,53.5,65.7,1,3,71,0,31.3,20.8,53.5,7.5,5,1,0,4,3,6,8.5,293,4.8
Blake Ellingson,149550,QB,DRAKE,3,62.1,58,60,13.9,3.04,0,2,3.2,53.3,32,0,20,11.1,69,4,0.02,21,153,73.5,68.9,70.3,58.1,0,1,71,0,39.1,15.0,74.7,4.3,3,6,0,2,1,0,0.0,425,7.1
Sheldon Layman,101054,QB,AUSTINPEAY,6,71.2,52,58,10.7,2.76,2,4,6.9,58.6,34,0,19,8.1,70,3,-0.16,21,116,74.2,80.1,84.4,60.5,0,1,70,1,34.3,26.3,86.5,7.1,5,4,1,3,3,1,1.4,355,6.1
Jalen Dummett,139376,QB,LAMAR,7,65.4,52,57,8.9,2.89,1,3,5.2,56.1,32,0,33,5.9,81,2,-0.26,23,204,18.5,50.2,37.3,60.6,1,4,82,0,39.5,24.2,58.6,9.9,8,16,1,2,2,8,9.8,373,6.5
Desmond Young,121715,QB,HOU BAPT,4,58.5,53,57,8.5,2.85,4,2,3.4,45.6,26,0,30,16.1,76,5,-0.44,12,183,24.7,36.9,48.9,33.3,0,2,78,0,28.9,23.3,53.9,9.2,7,12,0,0,2,6,7.7,229,4.0
Conner Martin,91726,QB,N COLORADO,5,71.4,49,54,6.9,2.89,0,0,0.0,59.3,32,0,22,8.6,62,3,-0.22,16,253,42.6,51.8,50.3,58.9,0,1,63,0,32.3,22.7,86.4,8.1,5,3,0,5,3,2,3.2,313,5.8
Aldon Clark,60338,QB,GRAMBLING,6,48.0,50,54,13.0,2.64,1,1,1.8,42.6,23,0,30,4.2,70,1,-0.72,11,177,36.9,41.5,31.4,62.5,1,2,71,0,22.9,33.3,43.5,14.3,10,6,0,2,1,6,8.5,197,3.6
Brock Bagozzi,149648,QB,MARIST,4,58.0,50,53,12.9,2.95,0,5,8.8,50.9,27,0,34,6.9,58,2,-0.22,16,213,27.0,56.3,65.3,33.5,0,2,63,1,44.8,5.9,65.2,3.4,2,3,0,3,2,4,6.3,303,5.7
Joe Craycraft,60616,QB,YNGTOWN ST,4,57.1,49,53,10.3,2.75,0,5,9.3,47.2,25,0,27,10.7,60,3,-0.37,14,353,72.7,59.7,56.7,63.5,1,5,61,0,38.3,7.4,29.8,3.3,2,5,0,3,1,5,8.2,272,5.1
Drayton Arnold,40050,QB,CHATTNOOGA,5,47.9,48,53,14.3,2.74,0,1,1.8,41.5,22,0,14,4.3,60,1,-0.27,14,137,71.1,54.7,53.3,57.6,1,4,65,0,30.0,21.4,36.0,5.0,3,4,1,3,1,4,6.2,311,5.9
Tommy Mellott,147646,QB,MONTANA ST,7,60.4,48,53,13.7,2.9,2,6,10.7,52.8,28,0,33,3.4,70,1,0.15,23,233,63.0,81.9,71.6,79.4,0,0,73,0,44.3,9.1,109.3,4.3,3,14,0,3,4,5,6.8,484,9.1
Kody Wilstead,52001,QB,DIXIE,3,61.7,47,53,10.4,3.08,0,2,3.6,47.2,25,0,29,13.8,64,4,-0.43,10,1285,50.3,60.3,51.3,74.6,0,2,66,1,31.3,20.7,44.4,9.4,6,4,0,6,0,3,4.5,238,4.5
