source,team_raw,norm_key,overall_rating,rank,scale,captured_date
Massey (own model),Illinois,illinois,8.21,30,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Arizona,arizona,8.18,31,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Auburn,auburn,8.18,32,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),South Carolina,southcarolina,8.16,33,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Florida,florida,8.12,34,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Arizona St,arizonastate,8.03,35,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Florida St,floridastate,8.03,36,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Wisconsin,wisconsin,8.02,37,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Georgia Tech,georgiatech,8.01,38,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Nebraska,nebraska,8.00,39,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Arkansas,arkansas,7.98,40,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Kentucky,kentucky,7.98,41,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Pittsburgh,pittsburgh,7.98,42,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Duke,duke,7.96,43,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Virginia,virginia,7.96,44,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Kansas,kansas,7.93,45,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),NC State,ncstate,7.92,46,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Houston,houston,7.90,47,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),James Madison,jamesmadison,7.89,48,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Minnesota,minnesota,7.89,49,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Cincinnati,cincinnati,7.87,50,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Northwestern,northwestern,7.87,51,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Baylor,baylor,7.86,52,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Mississippi St,mississippistate,7.86,53,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Boise St,boisestate,7.85,54,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Tulane,tulane,7.84,55,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Michigan St,michiganstate,7.82,56,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Washington St,washingtonstate,7.82,57,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Rutgers,rutgers,7.79,58,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Maryland,maryland,7.79,59,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),UCLA,ucla,7.79,60,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Wake Forest,wakeforest,7.78,61,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),South Florida,southflorida,7.74,62,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),UCF,ucf,7.73,63,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),North Texas,northtexas,7.69,64,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Memphis,memphis,7.68,65,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),East Carolina,eastcarolina,7.68,66,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),West Virginia,westvirginia,7.66,67,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Virginia Tech,virginiatech,7.65,68,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),California,california,7.65,69,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Colorado,colorado,7.65,70,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),N Dakota St,northdakotastate,7.62,71,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Navy,navy,7.59,72,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),North Carolina,northcarolina,7.57,73,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Purdue,purdue,7.57,74,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),UT San Antonio,utsa,7.57,75,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Toledo,toledo,7.56,76,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Army,army,7.54,77,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),UNLV,unlv,7.54,78,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Old Dominion,olddominion,7.53,79,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Boston College,bostoncollege,7.51,80,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),San Diego St,sandiegostate,7.46,81,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Fresno St,fresnostate,7.45,82,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Stanford,stanford,7.43,83,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Oklahoma St,oklahomastate,7.39,84,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Syracuse,syracuse,7.37,85,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Ohio,ohio,7.34,86,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Oregon St,oregonstate,7.31,87,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Utah St,utahstate,7.31,88,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Texas St,texasstate,7.28,89,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),W Michigan,westernmichigan,7.24,90,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Miami OH,miamioh,7.24,91,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),WKU,westernkentucky,7.23,92,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Air Force,airforce,7.23,93,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),New Mexico,newmexico,7.23,94,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Marshall,marshall,7.22,95,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Troy,troy,7.17,96,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Hawaii,hawaii,7.14,97,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Connecticut,connecticut,7.13,98,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Wyoming,wyoming,7.09,99,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Louisiana Tech,louisianatech,7.04,100,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),South Alabama,southalabama,7.03,101,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Louisiana,louisiana,7.00,102,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),San Jose St,sanjosestate,6.99,103,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Jacksonville St,jacksonvillestate,6.97,104,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Ga Southern,georgiasouthern,6.95,105,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Temple,temple,6.94,106,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Appalachian St,appalachianstate,6.92,107,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Liberty,liberty,6.91,108,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),C Michigan,centralmichigan,6.90,109,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Bowling Green,bowlinggreen,6.90,110,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Nevada,nevada,6.88,111,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),FL Atlantic,floridaatlantic,6.86,112,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Arkansas St,arkansasstate,6.86,113,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Colorado St,coloradostate,6.86,114,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),N Illinois,northernillinois,6.84,115,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Coastal Car,coastalcarolina,6.83,116,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Tulsa,tulsa,6.81,117,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Missouri St,missouristate,6.78,118,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Southern Miss,southernmiss,6.77,119,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Buffalo,buffalo,6.75,120,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),UAB,uab,6.73,121,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Rice,rice,6.72,122,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),E Michigan,easternmichigan,6.68,123,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Florida Intl,floridainternational,6.66,124,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Georgia St,georgiastate,6.62,125,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),CS Sacramento,sacramentostate,6.59,126,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Kennesaw,kennesawstate,6.57,127,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),MTSU,middletennessee,6.57,128,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Delaware,delaware,6.56,129,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),New Mexico St,newmexicostate,6.54,130,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Akron,akron,6.53,131,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Ball St,ballstate,6.53,132,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),UTEP,utep,6.53,133,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Charlotte,charlotte,6.49,134,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),ULM,louisianamonroe,6.46,135,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Sam Houston St,samhouston,6.43,136,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Kent,kentstate,6.32,137,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
Massey (own model),Massachusetts,massachusetts,5.90,138,Massey Rat (~5.9-9.3); Pwr/Off/Def in per-source csv,2026-07-12
ESPN FPI,Ohio State Buckeyes,ohiostate,28.7,1,FPI points vs avg,2026-07-12
ESPN FPI,Texas Longhorns,texas,26.9,2,FPI points vs avg,2026-07-12
ESPN FPI,Notre Dame Fighting Irish,notredame,25.9,3,FPI points vs avg,2026-07-12
ESPN FPI,Oregon Ducks,oregon,25.3,4,FPI points vs avg,2026-07-12
ESPN FPI,Georgia Bulldogs,georgia,24.8,5,FPI points vs avg,2026-07-12
ESPN FPI,Indiana Hoosiers,indiana,23.1,6,FPI points vs avg,2026-07-12
ESPN FPI,Miami Hurricanes,miamifl,21.8,7,FPI points vs avg,2026-07-12
ESPN FPI,Alabama Crimson Tide,alabama,20.1,8,FPI points vs avg,2026-07-12
ESPN FPI,LSU Tigers,lsu,20.0,9,FPI points vs avg,2026-07-12
ESPN FPI,Texas Tech Red Raiders,texastech,20.0,10,FPI points vs avg,2026-07-12
ESPN FPI,Texas A&M Aggies,texasam,20.0,11,FPI points vs avg,2026-07-12
ESPN FPI,Oklahoma Sooners,oklahoma,17.8,12,FPI points vs avg,2026-07-12
ESPN FPI,USC Trojans,usc,17.0,13,FPI points vs avg,2026-07-12
ESPN FPI,Ole Miss Rebels,olemiss,16.0,14,FPI points vs avg,2026-07-12
ESPN FPI,Michigan Wolverines,michigan,15.9,15,FPI points vs avg,2026-07-12
ESPN FPI,Tennessee Volunteers,tennessee,15.1,16,FPI points vs avg,2026-07-12
ESPN FPI,Penn State Nittany Lions,pennstate,13.7,17,FPI points vs avg,2026-07-12
ESPN FPI,Florida Gators,florida,13.6,18,FPI points vs avg,2026-07-12
ESPN FPI,Clemson Tigers,clemson,13.4,19,FPI points vs avg,2026-07-12
ESPN FPI,BYU Cougars,byu,13.1,20,FPI points vs avg,2026-07-12
ESPN FPI,Missouri Tigers,missouri,12.2,21,FPI points vs avg,2026-07-12
ESPN FPI,Auburn Tigers,auburn,12.0,22,FPI points vs avg,2026-07-12
ESPN FPI,South Carolina Gamecocks,southcarolina,11.7,23,FPI points vs avg,2026-07-12
ESPN FPI,SMU Mustangs,smu,11.1,24,FPI points vs avg,2026-07-12
ESPN FPI,Iowa Hawkeyes,iowa,10.6,25,FPI points vs avg,2026-07-12
ESPN FPI,Washington Huskies,washington,9.9,26,FPI points vs avg,2026-07-12
ESPN FPI,Louisville Cardinals,louisville,9.5,27,FPI points vs avg,2026-07-12
ESPN FPI,Florida State Seminoles,floridastate,9.3,28,FPI points vs avg,2026-07-12
ESPN FPI,Vanderbilt Commodores,vanderbilt,9.0,29,FPI points vs avg,2026-07-12
ESPN FPI,Nebraska Cornhuskers,nebraska,8.8,30,FPI points vs avg,2026-07-12
ESPN FPI,Utah Utes,utah,8.5,31,FPI points vs avg,2026-07-12
ESPN FPI,Virginia Cavaliers,virginia,7.9,32,FPI points vs avg,2026-07-12
ESPN FPI,Virginia Tech Hokies,virginiatech,7.4,33,FPI points vs avg,2026-07-12
ESPN FPI,Arizona Wildcats,arizona,7.2,34,FPI points vs avg,2026-07-12
ESPN FPI,Houston Cougars,houston,7.1,35,FPI points vs avg,2026-07-12
ESPN FPI,Pittsburgh Panthers,pittsburgh,6.6,36,FPI points vs avg,2026-07-12
ESPN FPI,Baylor Bears,baylor,6.5,37,FPI points vs avg,2026-07-12
ESPN FPI,TCU Horned Frogs,tcu,6.4,38,FPI points vs avg,2026-07-12
ESPN FPI,Illinois Fighting Illini,illinois,6.3,39,FPI points vs avg,2026-07-12
ESPN FPI,Kentucky Wildcats,kentucky,5.4,40,FPI points vs avg,2026-07-12
ESPN FPI,Kansas State Wildcats,kansasstate,5.1,41,FPI points vs avg,2026-07-12
ESPN FPI,North Carolina Tar Heels,northcarolina,4.9,42,FPI points vs avg,2026-07-12
ESPN FPI,Wisconsin Badgers,wisconsin,4.8,43,FPI points vs avg,2026-07-12
ESPN FPI,Arizona State Sun Devils,arizonastate,4.8,44,FPI points vs avg,2026-07-12
ESPN FPI,Colorado Buffaloes,colorado,4.5,45,FPI points vs avg,2026-07-12
ESPN FPI,Cincinnati Bearcats,cincinnati,4.4,46,FPI points vs avg,2026-07-12
ESPN FPI,Arkansas Razorbacks,arkansas,4.4,47,FPI points vs avg,2026-07-12
ESPN FPI,Georgia Tech Yellow Jackets,georgiatech,4.2,48,FPI points vs avg,2026-07-12
ESPN FPI,Mississippi State Bulldogs,mississippistate,4.1,49,FPI points vs avg,2026-07-12
ESPN FPI,Boise State Broncos,boisestate,4.0,50,FPI points vs avg,2026-07-12
ESPN FPI,NC State Wolfpack,ncstate,3.7,51,FPI points vs avg,2026-07-12
ESPN FPI,Duke Blue Devils,duke,3.5,52,FPI points vs avg,2026-07-12
ESPN FPI,Wake Forest Demon Deacons,wakeforest,3.4,53,FPI points vs avg,2026-07-12
ESPN FPI,Oklahoma State Cowboys,oklahomastate,3.3,54,FPI points vs avg,2026-07-12
ESPN FPI,Kansas Jayhawks,kansas,2.8,55,FPI points vs avg,2026-07-12
ESPN FPI,Tulane Green Wave,tulane,2.3,56,FPI points vs avg,2026-07-12
ESPN FPI,UCF Knights,ucf,2.1,57,FPI points vs avg,2026-07-12
ESPN FPI,UNLV Rebels,unlv,1.8,58,FPI points vs avg,2026-07-12
ESPN FPI,San Diego State Aztecs,sandiegostate,1.4,59,FPI points vs avg,2026-07-12
ESPN FPI,Northwestern Wildcats,northwestern,1.4,60,FPI points vs avg,2026-07-12
ESPN FPI,Maryland Terrapins,maryland,1.0,61,FPI points vs avg,2026-07-12
ESPN FPI,California Golden Bears,california,0.9,62,FPI points vs avg,2026-07-12
ESPN FPI,Minnesota Golden Gophers,minnesota,0.6,63,FPI points vs avg,2026-07-12
ESPN FPI,UCLA Bruins,ucla,0.5,64,FPI points vs avg,2026-07-12
ESPN FPI,Michigan State Spartans,michiganstate,0.3,65,FPI points vs avg,2026-07-12
ESPN FPI,West Virginia Mountaineers,westvirginia,0.2,66,FPI points vs avg,2026-07-12
ESPN FPI,Rutgers Scarlet Knights,rutgers,-0.2,67,FPI points vs avg,2026-07-12
ESPN FPI,East Carolina Pirates,eastcarolina,-0.6,68,FPI points vs avg,2026-07-12
ESPN FPI,Navy Midshipmen,navy,-0.7,69,FPI points vs avg,2026-07-12
ESPN FPI,Syracuse Orange,syracuse,-0.8,70,FPI points vs avg,2026-07-12
ESPN FPI,Purdue Boilermakers,purdue,-0.9,71,FPI points vs avg,2026-07-12
ESPN FPI,Iowa State Cyclones,iowastate,-0.9,72,FPI points vs avg,2026-07-12
ESPN FPI,South Florida Bulls,southflorida,-0.9,73,FPI points vs avg,2026-07-12
ESPN FPI,Memphis Tigers,memphis,-1.9,74,FPI points vs avg,2026-07-12
ESPN FPI,James Madison Dukes,jamesmadison,-2.0,75,FPI points vs avg,2026-07-12
ESPN FPI,Hawai'i Rainbow Warriors,hawaii,-2.4,76,FPI points vs avg,2026-07-12
ESPN FPI,Fresno State Bulldogs,fresnostate,-2.5,77,FPI points vs avg,2026-07-12
ESPN FPI,Boston College Eagles,bostoncollege,-2.7,78,FPI points vs avg,2026-07-12
ESPN FPI,Toledo Rockets,toledo,-3.0,79,FPI points vs avg,2026-07-12
ESPN FPI,Stanford Cardinal,stanford,-3.3,80,FPI points vs avg,2026-07-12
ESPN FPI,New Mexico Lobos,newmexico,-3.5,81,FPI points vs avg,2026-07-12
ESPN FPI,Western Michigan Broncos,westernmichigan,-4.0,82,FPI points vs avg,2026-07-12
ESPN FPI,Washington State Cougars,washingtonstate,-4.1,83,FPI points vs avg,2026-07-12
ESPN FPI,Texas State Bobcats,texasstate,-4.3,84,FPI points vs avg,2026-07-12
ESPN FPI,Old Dominion Monarchs,olddominion,-4.4,85,FPI points vs avg,2026-07-12
ESPN FPI,Western Kentucky Hilltoppers,westernkentucky,-4.9,86,FPI points vs avg,2026-07-12
ESPN FPI,Southern Miss Golden Eagles,southernmiss,-5.1,87,FPI points vs avg,2026-07-12
ESPN FPI,UTSA Roadrunners,utsa,-5.3,88,FPI points vs avg,2026-07-12
ESPN FPI,Army Black Knights,army,-5.6,89,FPI points vs avg,2026-07-12
ESPN FPI,North Texas Mean Green,northtexas,-6.4,90,FPI points vs avg,2026-07-12
ESPN FPI,Delaware Blue Hens,delaware,-6.6,91,FPI points vs avg,2026-07-12
ESPN FPI,Utah State Aggies,utahstate,-6.7,92,FPI points vs avg,2026-07-12
ESPN FPI,Air Force Falcons,airforce,-6.8,93,FPI points vs avg,2026-07-12
ESPN FPI,Miami (OH) RedHawks,miamioh,-7.0,94,FPI points vs avg,2026-07-12
ESPN FPI,Troy Trojans,troy,-7.4,95,FPI points vs avg,2026-07-12
ESPN FPI,Liberty Flames,liberty,-7.7,96,FPI points vs avg,2026-07-12
ESPN FPI,Ohio Bobcats,ohio,-8.0,97,FPI points vs avg,2026-07-12
ESPN FPI,Oregon State Beavers,oregonstate,-8.1,98,FPI points vs avg,2026-07-12
ESPN FPI,Louisiana Ragin' Cajuns,louisiana,-8.3,99,FPI points vs avg,2026-07-12
ESPN FPI,North Dakota State Bison,northdakotastate,-8.3,100,FPI points vs avg,2026-07-12
ESPN FPI,Jacksonville State Gamecocks,jacksonvillestate,-8.5,101,FPI points vs avg,2026-07-12
ESPN FPI,Temple Owls,temple,-8.6,102,FPI points vs avg,2026-07-12
ESPN FPI,Georgia Southern Eagles,georgiasouthern,-8.7,103,FPI points vs avg,2026-07-12
ESPN FPI,Marshall Thundering Herd,marshall,-8.8,104,FPI points vs avg,2026-07-12
ESPN FPI,Tulsa Golden Hurricane,tulsa,-9.0,105,FPI points vs avg,2026-07-12
ESPN FPI,Kennesaw State Owls,kennesawstate,-9.0,106,FPI points vs avg,2026-07-12
ESPN FPI,Arkansas State Red Wolves,arkansasstate,-9.2,107,FPI points vs avg,2026-07-12
ESPN FPI,Louisiana Tech Bulldogs,louisianatech,-9.6,108,FPI points vs avg,2026-07-12
ESPN FPI,App State Mountaineers,appalachianstate,-9.8,109,FPI points vs avg,2026-07-12
ESPN FPI,Missouri State Bears,missouristate,-10.3,110,FPI points vs avg,2026-07-12
ESPN FPI,Sacramento State Hornets,sacramentostate,-10.4,111,FPI points vs avg,2026-07-12
ESPN FPI,South Alabama Jaguars,southalabama,-10.5,112,FPI points vs avg,2026-07-12
ESPN FPI,Buffalo Bulls,buffalo,-10.8,113,FPI points vs avg,2026-07-12
ESPN FPI,UConn Huskies,connecticut,-11.2,114,FPI points vs avg,2026-07-12
ESPN FPI,Florida Atlantic Owls,floridaatlantic,-11.3,115,FPI points vs avg,2026-07-12
ESPN FPI,Nevada Wolf Pack,nevada,-11.9,116,FPI points vs avg,2026-07-12
ESPN FPI,Coastal Carolina Chanticleers,coastalcarolina,-12.1,117,FPI points vs avg,2026-07-12
ESPN FPI,Colorado State Rams,coloradostate,-12.4,118,FPI points vs avg,2026-07-12
ESPN FPI,Florida International Panthers,floridainternational,-12.6,119,FPI points vs avg,2026-07-12
ESPN FPI,Central Michigan Chippewas,centralmichigan,-12.8,120,FPI points vs avg,2026-07-12
ESPN FPI,Wyoming Cowboys,wyoming,-13.1,121,FPI points vs avg,2026-07-12
ESPN FPI,Rice Owls,rice,-13.4,122,FPI points vs avg,2026-07-12
ESPN FPI,Bowling Green Falcons,bowlinggreen,-13.7,123,FPI points vs avg,2026-07-12
ESPN FPI,San José State Spartans,sanjosestate,-14.3,124,FPI points vs avg,2026-07-12
ESPN FPI,Northern Illinois Huskies,northernillinois,-14.5,125,FPI points vs avg,2026-07-12
ESPN FPI,Charlotte 49ers,charlotte,-14.6,126,FPI points vs avg,2026-07-12
ESPN FPI,Georgia State Panthers,georgiastate,-15.2,127,FPI points vs avg,2026-07-12
ESPN FPI,UAB Blazers,uab,-15.5,128,FPI points vs avg,2026-07-12
ESPN FPI,New Mexico State Aggies,newmexicostate,-15.7,129,FPI points vs avg,2026-07-12
ESPN FPI,Middle Tennessee Blue Raiders,middletennessee,-16.1,130,FPI points vs avg,2026-07-12
ESPN FPI,Eastern Michigan Eagles,easternmichigan,-16.3,131,FPI points vs avg,2026-07-12
ESPN FPI,UTEP Miners,utep,-16.6,132,FPI points vs avg,2026-07-12
ESPN FPI,Akron Zips,akron,-16.9,133,FPI points vs avg,2026-07-12
ESPN FPI,Ball State Cardinals,ballstate,-17.3,134,FPI points vs avg,2026-07-12
ESPN FPI,Kent State Golden Flashes,kentstate,-17.9,135,FPI points vs avg,2026-07-12
ESPN FPI,Sam Houston Bearkats,samhouston,-18.4,136,FPI points vs avg,2026-07-12
ESPN FPI,Massachusetts Minutemen,massachusetts,-18.8,137,FPI points vs avg,2026-07-12
ESPN FPI,UL Monroe Warhawks,louisianamonroe,-19.3,138,FPI points vs avg,2026-07-12
TeamRankings Predictive,Ohio St,ohiostate,32.3,1,points vs avg,2026-07-12
TeamRankings Predictive,Oregon,oregon,29.5,2,points vs avg,2026-07-12
TeamRankings Predictive,Notre Dame,notredame,29.1,3,points vs avg,2026-07-12
TeamRankings Predictive,Indiana,indiana,29.0,4,points vs avg,2026-07-12
TeamRankings Predictive,Georgia,georgia,28.4,5,points vs avg,2026-07-12
TeamRankings Predictive,Texas,texas,28.4,6,points vs avg,2026-07-12
TeamRankings Predictive,Miami,miamifl,25.3,7,points vs avg,2026-07-12
TeamRankings Predictive,Texas Tech,texastech,23.8,8,points vs avg,2026-07-12
TeamRankings Predictive,Texas A&M,texasam,22.7,9,points vs avg,2026-07-12
TeamRankings Predictive,Mississippi,olemiss,22.3,10,points vs avg,2026-07-12
TeamRankings Predictive,LSU,lsu,22.1,11,points vs avg,2026-07-12
TeamRankings Predictive,Oklahoma,oklahoma,22.0,12,points vs avg,2026-07-12
TeamRankings Predictive,Alabama,alabama,21.6,13,points vs avg,2026-07-12
TeamRankings Predictive,USC,usc,20.9,14,points vs avg,2026-07-12
TeamRankings Predictive,Michigan,michigan,19.8,15,points vs avg,2026-07-12
